"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-05,"Adair",2979,620,487,17,13,4,116,0.208123531386371
"Adams",2021-01-05,"Adams",1299,272,199,2,2,0,71,0.209391839876828
"Allamakee",2021-01-05,"Allamakee",4978,1210,946,26,22,4,238,0.243069505825633
"Appanoose",2021-01-05,"Appanoose",4871,997,860,36,36,0,101,0.204680763703552
"Audubon",2021-01-05,"Audubon",2095,392,318,7,7,0,67,0.187112171837709
"Benton",2021-01-05,"Benton",10407,2008,1799,38,34,4,171,0.192947054866916
"Black Hawk",2021-01-05,"Black Hawk",57787,12946,11536,220,207,13,1190,0.224029626040459
"Boone",2021-01-05,"Boone",11016,1979,1570,15,13,2,394,0.179647785039942
"Bremer",2021-01-05,"Bremer",9561,2291,2094,45,41,4,152,0.239619286685493
"Buchanan",2021-01-05,"Buchanan",7700,1478,1290,17,16,1,171,0.191948051948052
"Buena Vista",2021-01-05,"Buena Vista",12932,3756,3270,27,24,3,459,0.290442313640581
"Butler",2021-01-05,"Butler",5678,1310,1123,23,20,3,164,0.230715040507221
"Calhoun",2021-01-05,"Calhoun",4609,1193,1112,9,9,0,72,0.258841397266218
"Carroll",2021-01-05,"Carroll",9684,2422,2090,31,25,6,301,0.250103263114416
"Cass",2021-01-05,"Cass",5201,1065,867,39,37,2,159,0.20476831378581
"Cedar",2021-01-05,"Cedar",7385,1416,1193,19,18,1,204,0.191740013540961
"Cerro Gordo",2021-01-05,"Cerro Gordo",19969,4378,3870,63,52,11,445,0.219239821723672
"Cherokee",2021-01-05,"Cherokee",4974,1280,1033,22,20,2,225,0.257338158423804
"Chickasaw",2021-01-05,"Chickasaw",4389,1054,942,11,10,1,101,0.240145819093188
"Clarke",2021-01-05,"Clarke",3825,712,532,6,6,0,174,0.186143790849673
"Clay",2021-01-05,"Clay",6928,1571,1328,15,11,4,228,0.226760969976905
"Clayton",2021-01-05,"Clayton",5736,1424,1215,46,39,7,163,0.248256624825662
"Clinton",2021-01-05,"Clinton",17966,4189,3624,56,50,6,509,0.233162640543248
"Crawford",2021-01-05,"Crawford",7435,2144,1878,22,19,3,244,0.288365837256221
"Dallas",2021-01-05,"Dallas",43866,8096,6891,67,57,10,1138,0.18456207541148
"Davis",2021-01-05,"Davis",2623,652,543,20,19,1,89,0.248570339306138
"Decatur",2021-01-05,"Decatur",2783,442,361,4,4,0,77,0.158821415738412
"Delaware",2021-01-05,"Delaware",6633,1653,1496,32,31,1,125,0.249208502939846
"Des Moines",2021-01-05,"Des Moines",17420,3579,3151,35,32,3,393,0.205453501722158
"Dickinson",2021-01-05,"Dickinson",8773,1743,1526,20,18,2,197,0.19867776131312
"Dubuque",2021-01-05,"Dubuque",48236,10759,9701,139,131,8,919,0.223049174890124
"Emmet",2021-01-05,"Emmet",4179,1030,845,27,26,1,158,0.246470447475473
"Fayette",2021-01-05,"Fayette",7429,1452,1146,21,20,1,285,0.195450262484857
"Floyd",2021-01-05,"Floyd",6381,1302,1151,36,28,8,115,0.204043253408557
"Franklin",2021-01-05,"Franklin",4202,926,776,17,16,1,133,0.220371251784864
"Fremont",2021-01-05,"Fremont",2223,474,413,5,3,2,56,0.213225371120108
"Greene",2021-01-05,"Greene",3524,656,569,7,7,0,80,0.186152099886493
