"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Grundy",2021-01-05,"Grundy",4703,1115,911,20,15,5,184,0.237082713161812
"Guthrie",2021-01-05,"Guthrie",4698,976,816,23,18,5,137,0.20774797786292
"Hamilton",2021-01-05,"Hamilton",6237,1514,1252,24,24,0,238,0.242744909411576
"Hancock",2021-01-05,"Hancock",4883,1199,962,24,19,5,213,0.245545771042392
"Hardin",2021-01-05,"Hardin",6896,1472,1281,26,24,2,165,0.213457076566125
"Harrison",2021-01-05,"Harrison",5442,1465,1165,59,56,3,241,0.26920249908122
"Henry",2021-01-05,"Henry",9223,2499,2223,28,28,0,248,0.270953052152228
"Howard",2021-01-05,"Howard",3585,757,589,17,13,4,151,0.21115760111576
"Humboldt",2021-01-05,"Humboldt",3974,993,839,18,15,3,136,0.249874182184197
"Ida",2021-01-05,"Ida",2678,711,590,29,28,1,92,0.265496639283047
"Iowa",2021-01-05,"Iowa",6667,1156,1022,21,20,1,113,0.173391330433478
"Jackson",2021-01-05,"Jackson",7373,1801,1613,29,28,1,159,0.244269632442696
"Jasper",2021-01-05,"Jasper",14619,2946,2409,54,52,2,483,0.201518571721732
"Jefferson",2021-01-05,"Jefferson",6155,1056,813,20,19,1,223,0.171567831031682
"Johnson",2021-01-05,"Johnson",65654,11356,10072,47,43,4,1237,0.1729673744174
"Jones",2021-01-05,"Jones",8254,2617,2434,48,47,1,135,0.317058395929246
"Keokuk",2021-01-05,"Keokuk",3367,805,700,25,25,0,80,0.239085239085239
"Kossuth",2021-01-05,"Kossuth",6418,1574,1341,32,31,1,201,0.245247740729199
"Lee",2021-01-05,"Lee",13093,2932,2420,27,22,5,485,0.223936454594058
"Linn",2021-01-05,"Linn",96189,16862,15125,251,234,17,1486,0.175300710060402
"Louisa",2021-01-05,"Louisa",4530,1089,917,24,20,4,148,0.240397350993377
"Lucas",2021-01-05,"Lucas",3092,602,364,8,8,0,230,0.194695989650712
"Lyon",2021-01-05,"Lyon",3821,1269,1112,25,23,2,132,0.332112012562157
"Madison",2021-01-05,"Madison",6014,999,801,8,7,1,190,0.166112404389757
"Mahaska",2021-01-05,"Mahaska",8532,1776,1364,35,32,3,377,0.208157524613221
"Marion",2021-01-05,"Marion",12627,2803,2218,49,42,7,536,0.221984636097252
"Marshall",2021-01-05,"Marshall",17061,4099,3698,57,54,3,344,0.240255553601782
"Mills",2021-01-05,"Mills",6627,1303,1148,15,14,1,140,0.196619888335597
"Mitchell",2021-01-05,"Mitchell",4661,1063,871,31,31,0,161,0.228062647500536
"Monona",2021-01-05,"Monona",3098,558,489,16,15,1,53,0.180116204002582
"Monroe",2021-01-05,"Monroe",2698,707,472,17,16,1,218,0.262045959970348
"Montgomery",2021-01-05,"Montgomery",3538,777,563,16,15,1,198,0.219615602035048
"Muscatine",2021-01-05,"Muscatine",17672,3633,3168,75,68,7,390,0.205579447713898
"O'Brien",2021-01-05,"O'Brien",5596,1614,1418,53,49,4,143,0.288420300214439
"Osceola",2021-01-05,"Osceola",2048,619,567,8,7,1,44,0.30224609375
"Page",2021-01-05,"Page",5114,1387,1258,14,13,1,115,0.271216269065311
"Palo Alto",2021-01-05,"Palo Alto",3751,836,715,8,8,0,113,0.222873900293255
"Pending Investigation",2021-01-05,"Pending Investigation",9994,785,396,0,0,0,389,0.0785471282769662
"Plymouth",2021-01-05,"Plymouth",11390,3397,3002,58,52,6,337,0.298244073748903
"Pocahontas",2021-01-05,"Pocahontas",3022,744,616,12,12,0,116,0.246194573130377
"Polk",2021-01-05,"Polk",222319,42188,36245,419,380,39,5524,0.189763358057566
"Pottawattamie",2021-01-05,"Pottawattamie",39986,8460,7178,102,91,11,1180,0.211574050917821
"Poweshiek",2021-01-05,"Poweshiek",6947,1228,1062,24,22,2,142,0.176766949762487
"Ringgold",2021-01-05,"Ringgold",1954,376,302,8,7,1,66,0.192425793244626
"Sac",2021-01-05,"Sac",4480,1054,940,14,14,0,100,0.235267857142857
"Scott",2021-01-05,"Scott",70708,14366,12456,153,145,8,1757,0.203173615432483
"Shelby",2021-01-05,"Shelby",4332,967,822,25,25,0,120,0.223222530009234
"Sioux",2021-01-05,"Sioux",13389,4382,3945,44,43,1,393,0.327283591007544
"Story",2021-01-05,"Story",46134,8115,7274,31,27,4,810,0.175900637274028
"Tama",2021-01-05,"Tama",7012,1784,1565,56,54,2,163,0.254420992584141
"Taylor",2021-01-05,"Taylor",2131,547,483,9,7,2,55,0.25668700140779
"Union",2021-01-05,"Union",5573,1039,903,19,19,0,117,0.186434595370537
"Van Buren",2021-01-05,"Van Buren",2223,463,405,12,11,1,46,0.208277103013945
"Wapello",2021-01-05,"Wapello",13808,3163,2712,93,91,2,358,0.22907010428737
"Warren",2021-01-05,"Warren",22572,3919,3153,34,32,2,732,0.173622186780082
"Washington",2021-01-05,"Washington",9763,1962,1558,29,28,1,375,0.200962818805695
"Wayne",2021-01-05,"Wayne",1848,392,317,21,17,4,54,0.212121212121212
"Webster",2021-01-05,"Webster",18652,4498,3897,65,58,7,536,0.241153763671456
"Winnebago",2021-01-05,"Winnebago",5045,1116,977,28,23,5,111,0.221209117938553
"Winneshiek",2021-01-05,"Winneshiek",8044,1401,1144,19,17,2,238,0.174167081054202
"Woodbury",2021-01-05,"Woodbury",50179,12436,11122,171,157,14,1143,0.247832758723769
"Worth",2021-01-05,"Worth",3019,539,414,3,2,1,122,0.178535939052666
"Wright",2021-01-05,"Wright",6855,1545,1366,20,18,2,159,0.225382932166302
"Total",2021-01-05,"Totals",1369643,286677,247719,3992,3658,334,34966,0.209307826930083
