"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Fremont",2021-04-22,"Fremont",7204,650,576,9,7,2,2692,616,31,2021-04-22
"Greene",2021-04-22,"Greene",14730,815,743,10,10,0,4180,767,14,2021-04-22
"Grundy",2021-04-22,"Grundy",19065,1432,1304,32,27,5,5850,1355,19,2021-04-22
"Guthrie",2021-04-22,"Guthrie",18261,1265,1113,29,24,5,5778,1185,43,2021-04-22
"Hamilton",2021-04-22,"Hamilton",23083,1973,1714,49,45,4,7647,1783,20,2021-04-22
"Hancock",2021-04-22,"Hancock",20883,1540,1366,34,27,7,6079,1439,39,2021-04-22
"Hardin",2021-04-22,"Hardin",34253,1947,1707,42,34,8,8561,1815,66,2021-04-22
"Harrison",2021-04-22,"Harrison",20997,1902,1632,73,69,4,6541,1766,61,2021-04-22
"Henry",2021-04-22,"Henry",35659,3016,2787,37,36,1,11086,2868,44,2021-04-22
"Howard",2021-04-22,"Howard",16629,1075,997,22,18,4,4661,1029,10,2021-04-22
"Humboldt",2021-04-22,"Humboldt",15283,1231,1146,26,23,3,4783,1184,12,2021-04-22
"Ida",2021-04-22,"Ida",12363,1010,833,33,31,2,3386,902,36,2021-04-22
"Iowa",2021-04-22,"Iowa",29320,1527,1414,24,22,2,8243,1461,23,2021-04-22
"Jackson",2021-04-22,"Jackson",25360,2318,2099,42,39,3,9273,2189,48,2021-04-22
"Jasper",2021-04-22,"Jasper",50774,4419,3939,70,65,5,18494,4083,74,2021-04-22
"Jefferson",2021-04-22,"Jefferson",20221,1425,1274,35,29,6,7749,1311,2,2021-04-22
"Johnson",2021-04-22,"Johnson",207111,14995,13337,81,76,5,81309,14154,736,2021-04-22
"Jones",2021-04-22,"Jones",25671,3056,2832,55,51,4,10095,2934,47,2021-04-22
"Keokuk",2021-04-22,"Keokuk",15481,1017,906,31,31,0,4294,950,13,2021-04-22
"Kossuth",2021-04-22,"Kossuth",25861,2253,2005,63,55,8,8048,2136,68,2021-04-22
"Lee",2021-04-22,"Lee",52935,3927,3589,55,42,13,16053,3691,47,2021-04-22
"Linn",2021-04-22,"Linn",285421,21746,19455,330,294,36,118895,20385,600,2021-04-22
"Louisa",2021-04-22,"Louisa",17042,1338,1199,49,42,7,5474,1273,25,2021-04-22
"Lucas",2021-04-22,"Lucas",9225,786,725,23,18,5,3880,757,9,2021-04-22
"Lyon",2021-04-22,"Lyon",15901,1560,1454,41,37,4,4708,1552,57,2021-04-22
"Madison",2021-04-22,"Madison",20273,1693,1483,19,15,4,7854,1548,46,2021-04-22
"Mahaska",2021-04-22,"Mahaska",30439,2369,2136,50,45,5,10563,2257,71,2021-04-22
"Marion",2021-04-22,"Marion",41760,3757,3438,75,64,11,16271,3555,42,2021-04-22
"Marshall",2021-04-22,"Marshall",81265,5135,4654,75,67,8,21690,4773,44,2021-04-22
"Mills",2021-04-22,"Mills",21093,1756,1530,20,17,3,7735,1589,39,2021-04-22
"Mitchell",2021-04-22,"Mitchell",17627,1364,1207,41,38,3,5522,1254,6,2021-04-22
"Monona",2021-04-22,"Monona",17911,874,762,30,28,2,3824,815,23,2021-04-22
"Monroe",2021-04-22,"Monroe",9606,988,887,28,21,7,3551,944,29,2021-04-22
"Montgomery",2021-04-22,"Montgomery",14175,1093,946,37,35,2,4339,1014,31,2021-04-22
"Muscatine",2021-04-22,"Muscatine",54417,4955,4323,97,88,9,21787,4633,213,2021-04-22
"O'Brien",2021-04-22,"O'Brien",25762,2123,1850,60,55,5,6754,1972,62,2021-04-22
"Osceola",2021-04-22,"Osceola",8706,800,689,16,13,3,2539,771,66,2021-04-22
"Page",2021-04-22,"Page",20968,1971,1829,21,19,2,6426,1907,57,2021-04-22
"Palo Alto",2021-04-22,"Palo Alto",18439,1170,1028,23,22,1,4550,1112,61,2021-04-22
"Pending Investigation",2021-04-22,"Pending Investigation",10668,1029,950,0,0,0,5637,1004,54,2021-04-22
"Plymouth",2021-04-22,"Plymouth",37791,4283,3743,79,71,8,13462,3987,165,2021-04-22
"Pocahontas",2021-04-22,"Pocahontas",12725,885,807,21,21,0,3473,839,11,2021-04-22
"Polk",2021-04-22,"Polk",680494,63435,53490,608,539,69,279914,56264,2166,2021-04-22
"Pottawattamie",2021-04-22,"Pottawattamie",117738,11896,10089,162,143,19,48060,10801,550,2021-04-22
"Poweshiek",2021-04-22,"Poweshiek",42783,1605,1482,33,30,3,9000,1532,17,2021-04-22
"Ringgold",2021-04-22,"Ringgold",9533,555,507,24,18,6,2409,536,5,2021-04-22
"Sac",2021-04-22,"Sac",19687,1364,1210,19,19,0,5426,1282,53,2021-04-22
"Scott",2021-04-22,"Scott",206270,20644,17588,236,215,21,87890,19229,1405,2021-04-22
"Shelby",2021-04-22,"Shelby",17017,1350,1197,37,33,4,5569,1290,56,2021-04-22
"Sioux",2021-04-22,"Sioux",44370,5253,4859,73,70,3,16238,5076,144,2021-04-22
"Story",2021-04-22,"Story",159807,11110,9876,47,41,6,56649,10355,432,2021-04-22
"Tama",2021-04-22,"Tama",32328,2195,1979,71,67,4,8523,2069,19,2021-04-22
"Taylor",2021-04-22,"Taylor",8453,678,634,12,10,2,2533,654,8,2021-04-22
"Union",2021-04-22,"Union",16842,1315,1180,32,26,6,6555,1232,20,2021-04-22
"Van Buren",2021-04-22,"Van Buren",8311,580,526,18,15,3,2775,555,11,2021-04-22
"Wapello",2021-04-22,"Wapello",46405,4612,4084,121,117,4,18702,4255,50,2021-04-22
"Warren",2021-04-22,"Warren",75524,6088,5261,86,76,10,28376,5588,241,2021-04-22
"Washington",2021-04-22,"Washington",40609,2663,2389,50,46,4,11993,2494,55,2021-04-22
"Wayne",2021-04-22,"Wayne",6809,563,484,23,18,5,2504,521,14,2021-04-22
"Webster",2021-04-22,"Webster",67562,5367,4937,92,77,15,21502,5086,57,2021-04-22
"Winnebago",2021-04-22,"Winnebago",17167,1473,1307,31,26,5,6347,1369,31,2021-04-22
"Winneshiek",2021-04-22,"Winneshiek",38531,2028,1846,33,28,5,10437,1949,70,2021-04-22
"Woodbury",2021-04-22,"Woodbury",143816,16244,14188,221,203,18,60760,14948,539,2021-04-22
"Worth",2021-04-22,"Worth",12896,754,674,8,7,1,3851,713,31,2021-04-22
"Wright",2021-04-22,"Wright",20459,1874,1732,35,28,7,7911,1805,38,2021-04-22
"Total",2021-04-22,"Totals",4711931,391028,343077,5899,5239,660,1689958,361314,12338,2021-04-22
