"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-25,"Adair",2906,577,431,17,13,4,129,0.198554714384033
"Adams",2020-12-25,"Adams",1258,249,169,2,2,0,78,0.197933227344992
"Allamakee",2020-12-25,"Allamakee",4874,1138,766,20,16,4,352,0.233483791546984
"Appanoose",2020-12-25,"Appanoose",4728,933,780,34,34,0,119,0.197335025380711
"Audubon",2020-12-25,"Audubon",2033,363,293,7,7,0,63,0.178553861288736
"Benton",2020-12-25,"Benton",10196,1952,1665,36,32,4,251,0.191447626520204
"Black Hawk",2020-12-25,"Black Hawk",56557,12486,10798,214,201,13,1474,0.220768428311261
"Boone",2020-12-25,"Boone",10658,1802,1364,15,13,2,423,0.169074873334584
"Bremer",2020-12-25,"Bremer",9382,2214,1938,41,38,3,235,0.23598379876359
"Buchanan",2020-12-25,"Buchanan",7541,1402,1157,16,15,1,229,0.185916987136984
"Buena Vista",2020-12-25,"Buena Vista",12718,3624,3022,25,22,3,577,0.28495046390942
"Butler",2020-12-25,"Butler",5537,1240,995,18,17,1,227,0.223947986274156
"Calhoun",2020-12-25,"Calhoun",4532,1164,1049,9,9,0,106,0.256840247131509
"Carroll",2020-12-25,"Carroll",9449,2308,1945,27,21,6,336,0.244258651709176
"Cass",2020-12-25,"Cass",5052,1008,781,38,36,2,189,0.199524940617577
"Cedar",2020-12-25,"Cedar",7214,1343,1050,18,17,1,275,0.186165788744109
"Cerro Gordo",2020-12-25,"Cerro Gordo",19523,4238,3477,59,50,9,702,0.217077293448753
"Cherokee",2020-12-25,"Cherokee",4792,1188,840,20,18,2,328,0.247913188647746
"Chickasaw",2020-12-25,"Chickasaw",4274,1012,846,10,9,1,156,0.236780533458119
"Clarke",2020-12-25,"Clarke",3706,645,479,6,6,0,160,0.174042093901781
"Clay",2020-12-25,"Clay",6806,1510,1156,11,8,3,343,0.221863062004114
"Clayton",2020-12-25,"Clayton",5572,1333,1093,39,35,4,201,0.239231873653984
"Clinton",2020-12-25,"Clinton",17547,4023,3262,53,47,6,708,0.229269960677039
"Crawford",2020-12-25,"Crawford",7321,2065,1742,20,17,3,303,0.282065291626827
"Dallas",2020-12-25,"Dallas",42737,7696,6279,63,53,10,1354,0.180078152420619
