"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3965,911,856,32,23,0.229760403530895,2021-09-01
"2","Adams",1757,362,343,4,15,0.206033010813887,2021-09-01
"3","Allamakee",6950,1591,1502,52,37,0.228920863309353,2021-09-01
"4","Appanoose",6719,1316,1227,49,40,0.195862479535645,2021-09-01
"5","Audubon",3000,543,515,14,14,0.181,2021-09-01
"6","Benton",14261,2690,2568,55,67,0.188626323539724,2021-09-01
"7","Black Hawk",78677,17408,16232,320,856,0.221259071901572,2021-09-01
"8","Boone",15361,2808,2665,35,108,0.182800598919341,2021-09-01
"9","Bremer",13525,2992,2855,63,74,0.221219963031423,2021-09-01
"10","Buchanan",10486,2039,1921,35,83,0.194449742513828,2021-09-01
"11","Buena Vista",15986,4370,4258,40,72,0.273364193669461,2021-09-01
"12","Butler",7810,1756,1633,36,87,0.224839948783611,2021-09-01
"13","Calhoun",5836,1471,1407,13,51,0.252056202878684,2021-09-01
"14","Carroll",12289,2904,2811,52,41,0.236308894132964,2021-09-01
"15","Cass",6915,1439,1350,55,34,0.208098336948662,2021-09-01
"16","Cedar",10100,1973,1903,23,47,0.195346534653465,2021-09-01
"17","Cerro Gordo",27931,5779,5514,98,167,0.206902724571265,2021-09-01
"18","Cherokee",6522,1650,1573,39,38,0.252989880404784,2021-09-01
"19","Chickasaw",6076,1291,1243,17,31,0.212475312705727,2021-09-01
"20","Clarke",5434,1064,997,24,43,0.195804195804196,2021-09-01
"21","Clay",9194,2193,2148,27,18,0.238525125081575,2021-09-01
"22","Clayton",8029,1762,1675,58,29,0.219454477518994,2021-09-01
"23","Clinton",25865,5722,5543,94,85,0.221225594432631,2021-09-01
"24","Crawford",9561,2830,2660,43,127,0.295994142872085,2021-09-01
"25","Dallas",60461,11743,11287,100,356,0.194224376044061,2021-09-01
"26","Davis",3997,903,833,25,45,0.225919439579685,2021-09-01
"27","Decatur",3951,683,651,10,22,0.172867628448494,2021-09-01
