"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2645","445","253","8","184","0.168241965973535",2020-12-02
"Adams","Adams","1121","177","93","2","82","0.157894736842105",2020-12-02
"Allamakee","Allamakee","4340","851","463","11","377","0.196082949308756",2020-12-02
"Appanoose","Appanoose","4289","804","339","12","453","0.187456283515971",2020-12-02
"Audubon","Audubon","1826","302","214","2","86","0.16538882803943",2020-12-02
"Benton","Benton","9460","1730","843","21","866","0.182875264270613",2020-12-02
"Black Hawk","Black Hawk","52726","11159","7086","137","3936","0.211641315480029",2020-12-02
"Boone","Boone","9516","1406","863","11","532","0.147751155947877",2020-12-02
"Bremer","Bremer","8678","1986","965","12","1009","0.228854574786817",2020-12-02
"Buchanan","Buchanan","7008","1210","620","10","580","0.172659817351598",2020-12-02
"Buena Vista","Buena Vista","11873","3115","2415","14","686","0.262359976417081",2020-12-02
"Butler","Butler","5119","1050","526","6","518","0.205118187145927",2020-12-02
"Calhoun","Calhoun","4270","1089","413","7","669","0.255035128805621",2020-12-02
"Carroll","Carroll","8747","2014","1320","22","672","0.230250371555962",2020-12-02
"Cass","Cass","4544","825","527","24","274","0.181558098591549",2020-12-02
"Cedar","Cedar","6570","1115","603","13","499","0.169710806697108",2020-12-02
"Cerro Gordo","Cerro Gordo","17834","3658","1845","48","1765","0.205113827520467",2020-12-02
"Cherokee","Cherokee","4273","924","495","4","425","0.216241516498947",2020-12-02
"Chickasaw","Chickasaw","3957","886","729","4","153","0.223907000252717",2020-12-02
"Clarke","Clarke","3295","495","382","4","109","0.150227617602428",2020-12-02
"Clay","Clay","6068","1203","655","4","544","0.19825313117996",2020-12-02
"Clayton","Clayton","5077","1133","648","8","477","0.223163285404767",2020-12-02
"Clinton","Clinton","15881","3391","1834","44","1513","0.213525596624898",2020-12-02
"Crawford","Crawford","6867","1790","1449","16","325","0.260666957914664",2020-12-02
"Dallas","Dallas","38798","6493","4044","57","2392","0.167353987318934",2020-12-02
"Davis","Davis","2255","477","250","9","218","0.211529933481153",2020-12-02
"Decatur","Decatur","2416","325","206","0","119","0.134519867549669",2020-12-02
"Delaware","Delaware","6010","1456","951","21","484","0.242262895174709",2020-12-02
"Des Moines","Des Moines","15645","2967","1804","21","1142","0.189645254074784",2020-12-02
"Dickinson","Dickinson","7800","1420","888","11","521","0.182051282051282",2020-12-02
"Dubuque","Dubuque","44363","9349","6300","93","2956","0.210738678628587",2020-12-02
"Emmet","Emmet","3553","773","476","24","273","0.217562623135379",2020-12-02
"Fayette","Fayette","6603","1076","533","10","533","0.16295623201575",2020-12-02
"Floyd","Floyd","5768","1089","524","17","548","0.18880027739251",2020-12-02
"Franklin","Franklin","3741","746","428","21","297","0.199411921946004",2020-12-02
"Fremont","Fremont","1970","372","239","3","130","0.188832487309645",2020-12-02
"Greene","Greene","3164","538","244","1","293","0.170037926675095",2020-12-02
"Grundy","Grundy","4235","881","446","11","424","0.208028335301063",2020-12-02
"Guthrie","Guthrie","4149","769","473","15","281","0.185345866473849",2020-12-02
"Hamilton","Hamilton","5523","1165","538","10","617","0.2109360854608",2020-12-02
"Hancock","Hancock","4290","889","482","7","400","0.207226107226107",2020-12-02
"Hardin","Hardin","6141","1189","629","10","550","0.193616674808663",2020-12-02
"Harrison","Harrison","4695","1106","757","30","319","0.235569755058573",2020-12-02
"Henry","Henry","7987","1894","1246","7","641","0.23713534493552",2020-12-02
"Howard","Howard","3149","579","295","9","275","0.183867894569705",2020-12-02
"Humboldt","Humboldt","3579","796","430","5","361","0.222408493992735",2020-12-02
"Ida","Ida","2309","526","278","13","235","0.227804244261585",2020-12-02
"Iowa","Iowa","6055","992","529","13","450","0.163831544178365",2020-12-02
"Jackson","Jackson","6536","1474","926","13","535","0.225520195838433",2020-12-02
"Jasper","Jasper","12668","2270","1423","44","803","0.179191664035365",2020-12-02
"Jefferson","Jefferson","5360","739","339","2","398","0.137873134328358",2020-12-02
"Johnson","Johnson","59063","9739","6536","37","3166","0.164891725784332",2020-12-02
"Jones","Jones","7620","2345","1280","17","1048","0.307742782152231",2020-12-02
"Keokuk","Keokuk","2958","630","264","7","359","0.212981744421907",2020-12-02
"Kossuth","Kossuth","5629","1114","552","7","555","0.19790371291526",2020-12-02
"Lee","Lee","11390","2094","1204","17","873","0.183845478489903",2020-12-02
"Linn","Linn","86688","14547","7526","166","6855","0.16780869324474",2020-12-02
"Louisa","Louisa","4092","887","583","18","286","0.216764418377322",2020-12-02
"Lucas","Lucas","2558","335","228","6","101","0.13096168881939",2020-12-02
"Lyon","Lyon","3352","1057","634","8","415","0.315334128878282",2020-12-02
"Madison","Madison","5219","713","425","4","284","0.136616210001916",2020-12-02
"Mahaska","Mahaska","7420","1314","830","27","457","0.177088948787062",2020-12-02
"Marion","Marion","10904","2083","1283","22","778","0.191030814380044",2020-12-02
"Marshall","Marshall","15608","3547","2431","46","1070","0.227255253716043",2020-12-02
"Mills","Mills","5928","1078","556","7","515","0.181848852901484",2020-12-02
"Mitchell","Mitchell","4176","827","365","5","457","0.198036398467433",2020-12-02
"Monona","Monona","2758","445","292","4","149","0.161348803480783",2020-12-02
"Monroe","Monroe","2218","450","285","13","152","0.202885482416592",2020-12-02
