"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-13,"Adair",3058,669,525,20,16,4,124,0.218770438194899
"Adams",2021-01-13,"Adams",1332,288,219,3,3,0,66,0.216216216216216
"Allamakee",2021-01-13,"Allamakee",5091,1254,1043,26,22,4,185,0.246317030053035
"Appanoose",2021-01-13,"Appanoose",5030,1066,885,38,38,0,143,0.211928429423459
"Audubon",2021-01-13,"Audubon",2150,411,340,8,8,0,63,0.191162790697674
"Benton",2021-01-13,"Benton",10630,2067,1879,41,37,4,147,0.19444967074318
"Black Hawk",2021-01-13,"Black Hawk",59173,13427,11933,228,215,13,1266,0.226910922211144
"Boone",2021-01-13,"Boone",11472,2125,1683,16,14,2,426,0.185233612273361
"Bremer",2021-01-13,"Bremer",9835,2369,2155,48,44,4,166,0.24087442806304
"Buchanan",2021-01-13,"Buchanan",7906,1552,1343,20,19,1,189,0.196306602580319
"Buena Vista",2021-01-13,"Buena Vista",13201,3874,3466,29,26,3,379,0.293462616468449
"Butler",2021-01-13,"Butler",5870,1431,1166,23,20,3,242,0.243781942078365
"Calhoun",2021-01-13,"Calhoun",4665,1210,1141,9,9,0,60,0.259378349410504
"Carroll",2021-01-13,"Carroll",9899,2510,2195,33,27,6,282,0.253560965754117
"Cass",2021-01-13,"Cass",5317,1105,929,41,39,2,135,0.207823960880196
"Cedar",2021-01-13,"Cedar",7568,1469,1263,19,18,1,187,0.194106765327696
"Cerro Gordo",2021-01-13,"Cerro Gordo",20492,4551,4055,65,54,11,431,0.222086667967988
"Cherokee",2021-01-13,"Cherokee",5162,1364,1109,25,23,2,230,0.264238667183262
"Chickasaw",2021-01-13,"Chickasaw",4510,1095,978,11,10,1,106,0.242793791574279
"Clarke",2021-01-13,"Clarke",3965,760,564,7,7,0,189,0.191677175283733
"Clay",2021-01-13,"Clay",7104,1637,1453,19,15,4,165,0.230433558558559
"Clayton",2021-01-13,"Clayton",5904,1490,1276,48,41,7,166,0.252371273712737
"Clinton",2021-01-13,"Clinton",18534,4415,3839,61,55,6,515,0.238210855724614
"Crawford",2021-01-13,"Crawford",7627,2260,1971,22,19,3,267,0.296315720466763
"Dallas",2021-01-13,"Dallas",45168,8626,7292,69,58,11,1265,0.190975912150195
"Davis",2021-01-13,"Davis",2706,681,581,20,19,1,80,0.251662971175166
"Decatur",2021-01-13,"Decatur",2875,471,387,4,4,0,80,0.163826086956522
"Delaware",2021-01-13,"Delaware",6764,1699,1542,35,31,4,122,0.251182732111177
"Des Moines",2021-01-13,"Des Moines",17890,3742,3306,40,36,4,396,0.209167132476244
"Dickinson",2021-01-13,"Dickinson",8945,1823,1618,22,20,2,183,0.203801006148686
"Dubuque",2021-01-13,"Dubuque",49294,11171,10044,146,137,9,981,0.226619872601128
"Emmet",2021-01-13,"Emmet",4319,1091,896,30,29,1,165,0.252604769622598
"Fayette",2021-01-13,"Fayette",7657,1542,1209,22,20,2,311,0.201384354185712
"Floyd",2021-01-13,"Floyd",6539,1357,1198,36,28,8,123,0.20752408625172
"Franklin",2021-01-13,"Franklin",4353,989,820,18,17,1,151,0.227199632437399
"Fremont",2021-01-13,"Fremont",2279,491,434,5,3,2,52,0.215445370776656
"Greene",2021-01-13,"Greene",3580,674,604,7,7,0,63,0.188268156424581
"Grundy",2021-01-13,"Grundy",4831,1173,973,22,17,5,178,0.242806872283171
"Guthrie",2021-01-13,"Guthrie",4796,1012,857,24,19,5,131,0.211009174311927
"Hamilton",2021-01-13,"Hamilton",6373,1553,1340,28,27,1,185,0.243684293111564
"Hancock",2021-01-13,"Hancock",5007,1268,1042,24,19,5,202,0.253245456361094
"Hardin",2021-01-13,"Hardin",7048,1527,1366,30,26,4,131,0.216657207718502
"Harrison",2021-01-13,"Harrison",5565,1516,1267,61,57,4,188,0.272416891284816
