"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Henry",2021-01-13,"Henry",9448,2602,2350,30,30,0,222,0.275402201524132
"Howard",2021-01-13,"Howard",3694,805,629,18,14,4,158,0.217920952896589
"Humboldt",2021-01-13,"Humboldt",4062,1031,881,19,16,3,131,0.253815854258986
"Ida",2021-01-13,"Ida",2738,731,646,30,29,1,55,0.266983199415632
"Iowa",2021-01-13,"Iowa",6864,1212,1061,22,21,1,129,0.176573426573427
"Jackson",2021-01-13,"Jackson",7580,1881,1685,31,30,1,165,0.248153034300792
"Jasper",2021-01-13,"Jasper",15040,3119,2589,55,53,2,475,0.207380319148936
"Jefferson",2021-01-13,"Jefferson",6393,1174,866,23,21,2,285,0.18363835445018
"Johnson",2021-01-13,"Johnson",67412,11821,10406,49,45,4,1366,0.175354536284341
"Jones",2021-01-13,"Jones",8458,2681,2497,49,48,1,135,0.316978008985576
"Keokuk",2021-01-13,"Keokuk",3456,832,739,25,25,0,68,0.240740740740741
"Kossuth",2021-01-13,"Kossuth",6572,1668,1448,41,38,3,179,0.253804017041996
"Lee",2021-01-13,"Lee",13432,3082,2626,28,23,5,428,0.229452054794521
"Linn",2021-01-13,"Linn",98583,17459,15591,268,247,21,1600,0.177099499913778
"Louisa",2021-01-13,"Louisa",4641,1132,958,28,24,4,146,0.243912949795303
"Lucas",2021-01-13,"Lucas",3191,641,429,8,8,0,204,0.200877467878408
"Lyon",2021-01-13,"Lyon",3934,1326,1158,32,29,3,136,0.337061514997458
"Madison",2021-01-13,"Madison",6268,1133,855,9,8,1,269,0.180759412890874
"Mahaska",2021-01-13,"Mahaska",8814,1876,1497,36,33,3,343,0.212843203993646
"Marion",2021-01-13,"Marion",12977,2953,2401,52,45,7,500,0.227556446019881
"Marshall",2021-01-13,"Marshall",17522,4221,3855,60,56,4,306,0.240897157858692
"Mills",2021-01-13,"Mills",6759,1345,1212,16,15,1,117,0.198993934013907
"Mitchell",2021-01-13,"Mitchell",4804,1133,926,34,34,0,173,0.235845129059117
"Monona",2021-01-13,"Monona",3171,606,510,16,15,1,80,0.191106906338694
"Monroe",2021-01-13,"Monroe",2820,782,533,18,16,2,231,0.277304964539007
"Montgomery",2021-01-13,"Montgomery",3655,821,645,22,21,1,154,0.224623803009576
"Muscatine",2021-01-13,"Muscatine",18149,3794,3298,75,68,7,421,0.209047330431429
"O'Brien",2021-01-13,"O'Brien",5733,1672,1489,54,50,4,129,0.291644863073435
"Osceola",2021-01-13,"Osceola",2094,630,595,9,7,2,26,0.300859598853868
"Page",2021-01-13,"Page",5203,1426,1307,15,14,1,104,0.274072650394003
"Palo Alto",2021-01-13,"Palo Alto",3836,887,769,9,9,0,109,0.231230448383733
"Pending Investigation",2021-01-13,"Pending Investigation",9773,913,439,0,0,0,474,0.0934206487260821
"Plymouth",2021-01-13,"Plymouth",11601,3473,3144,66,60,6,263,0.299370743901388
"Pocahontas",2021-01-13,"Pocahontas",3065,769,654,11,11,0,104,0.25089722675367
"Polk",2021-01-13,"Polk",228611,44424,38273,434,392,42,5717,0.194321358114876
"Pottawattamie",2021-01-13,"Pottawattamie",40892,8804,7621,111,98,13,1072,0.215298835958134
"Poweshiek",2021-01-13,"Poweshiek",7144,1296,1112,24,22,2,160,0.181410974244121
"Ringgold",2021-01-13,"Ringgold",2003,418,328,9,8,1,81,0.208686969545681
"Sac",2021-01-13,"Sac",4585,1094,986,15,15,0,93,0.238604143947655
"Scott",2021-01-13,"Scott",72905,15097,13167,156,148,8,1774,0.207077703861189
"Shelby",2021-01-13,"Shelby",4444,1002,862,26,26,0,114,0.225472547254725
"Sioux",2021-01-13,"Sioux",13716,4509,4103,51,50,1,355,0.328740157480315
"Story",2021-01-13,"Story",47260,8482,7589,33,29,4,860,0.179475243334744
"Tama",2021-01-13,"Tama",7171,1834,1613,57,55,2,164,0.25575233579696
"Taylor",2021-01-13,"Taylor",2190,586,509,9,7,2,68,0.267579908675799
"Union",2021-01-13,"Union",5697,1075,950,22,21,1,103,0.188695804809549
"Van Buren",2021-01-13,"Van Buren",2276,486,418,12,11,1,56,0.213532513181019
"Wapello",2021-01-13,"Wapello",14220,3330,2835,95,93,2,400,0.234177215189873
"Warren",2021-01-13,"Warren",23204,4225,3401,37,35,2,787,0.182080675745561
"Washington",2021-01-13,"Washington",10010,2101,1667,31,30,1,403,0.20989010989011
"Wayne",2021-01-13,"Wayne",1894,412,333,21,17,4,58,0.21752903907075
"Webster",2021-01-13,"Webster",18962,4609,4122,68,61,7,419,0.243065077523468
"Winnebago",2021-01-13,"Winnebago",5162,1165,1034,29,24,5,102,0.225687717938783
"Winneshiek",2021-01-13,"Winneshiek",8297,1492,1243,19,17,2,230,0.179824032782934
"Woodbury",2021-01-13,"Woodbury",51177,12824,11554,175,162,13,1095,0.250581315825468
"Worth",2021-01-13,"Worth",3116,583,458,3,2,1,122,0.187098844672657
"Wright",2021-01-13,"Wright",6952,1600,1439,24,22,2,137,0.230149597238205
"Total",2021-01-13,"Totals",1405114,299884,260491,4222,3861,361,35171,0.213423252490545
