"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2711","479","284","10","185","0.176687569162671",2020-12-06
"Adams","Adams","1150","193","107","2","84","0.167826086956522",2020-12-06
"Allamakee","Allamakee","4459","923","510","13","400","0.206997084548105",2020-12-06
"Appanoose","Appanoose","4400","839","435","14","390","0.190681818181818",2020-12-06
"Audubon","Audubon","1869","313","228","2","83","0.167469234884965",2020-12-06
"Benton","Benton","9620","1780","1051","23","706","0.185031185031185",2020-12-06
"Black Hawk","Black Hawk","53524","11434","7920","152","3362","0.213623794933114",2020-12-06
"Boone","Boone","9786","1508","959","12","537","0.154097690578377",2020-12-06
"Bremer","Bremer","8841","2053","1189","14","850","0.232213550503337",2020-12-06
"Buchanan","Buchanan","7117","1259","729","10","520","0.176900379373331",2020-12-06
"Buena Vista","Buena Vista","12038","3214","2531","14","669","0.266987871739492",2020-12-06
"Butler","Butler","5203","1097","624","12","461","0.210839900057659",2020-12-06
"Calhoun","Calhoun","4320","1104","682","7","415","0.255555555555556",2020-12-06
"Carroll","Carroll","8912","2074","1466","26","582","0.232719928186715",2020-12-06
"Cass","Cass","4690","872","572","26","274","0.18592750533049",2020-12-06
"Cedar","Cedar","6732","1178","691","14","473","0.174985145573381",2020-12-06
"Cerro Gordo","Cerro Gordo","18231","3816","2155","52","1609","0.209313806154352",2020-12-06
"Cherokee","Cherokee","4409","1004","547","4","453","0.227716035382173",2020-12-06
"Chickasaw","Chickasaw","4048","929","739","6","184","0.22949604743083",2020-12-06
"Clarke","Clarke","3352","517","396","4","117","0.154236276849642",2020-12-06
"Clay","Clay","6231","1294","748","6","540","0.207671320815278",2020-12-06
"Clayton","Clayton","5195","1190","701","10","479","0.229066410009625",2020-12-06
"Clinton","Clinton","16252","3538","2114","46","1378","0.217696283534334",2020-12-06
"Crawford","Crawford","6991","1845","1506","16","323","0.263910742383064",2020-12-06
"Dallas","Dallas","39640","6785","4560","60","2165","0.171165489404642",2020-12-06
"Davis","Davis","2312","503","287","11","205","0.217560553633218",2020-12-06
"Decatur","Decatur","2463","347","231","0","116","0.140885099472188",2020-12-06
"Delaware","Delaware","6144","1493","1041","22","430","0.243001302083333",2020-12-06
"Des Moines","Des Moines","15998","3107","2002","23","1082","0.194211776472059",2020-12-06
"Dickinson","Dickinson","7999","1480","950","12","518","0.185023127890986",2020-12-06
"Dubuque","Dubuque","45101","9636","6951","100","2585","0.213653799250571",2020-12-06
"Emmet","Emmet","3642","800","507","26","267","0.219659527732015",2020-12-06
"Fayette","Fayette","6734","1126","635","12","479","0.167211167211167",2020-12-06
"Floyd","Floyd","5896","1154","604","24","526","0.19572591587517",2020-12-06
"Franklin","Franklin","3828","775","477","21","277","0.202455590386625",2020-12-06
"Fremont","Fremont","2018","395","268","3","124","0.195738354806739",2020-12-06
"Greene","Greene","3214","550","309","2","239","0.171126322339764",2020-12-06
"Grundy","Grundy","4301","902","518","14","370","0.209718670076726",2020-12-06
"Guthrie","Guthrie","4258","808","517","15","276","0.189760450915923",2020-12-06
"Hamilton","Hamilton","5648","1210","608","15","587","0.214235127478754",2020-12-06
"Hancock","Hancock","4408","944","551","8","385","0.214156079854809",2020-12-06
"Hardin","Hardin","6279","1255","712","12","531","0.199872591176939",2020-12-06
"Harrison","Harrison","4847","1161","804","32","325","0.23952960594182",2020-12-06
"Henry","Henry","8161","1998","1340","8","650","0.244822938365396",2020-12-06
"Howard","Howard","3211","598","325","9","264","0.186234817813765",2020-12-06
"Humboldt","Humboldt","3647","830","485","6","339","0.227584315876063",2020-12-06
"Ida","Ida","2397","571","322","16","233","0.238214434710054",2020-12-06
"Iowa","Iowa","6150","1026","614","14","398","0.166829268292683",2020-12-06
"Jackson","Jackson","6683","1543","1038","17","488","0.230884333383211",2020-12-06
"Jasper","Jasper","12953","2370","1579","46","745","0.182969196325176",2020-12-06
"Jefferson","Jefferson","5489","787","385","6","396","0.143377664419749",2020-12-06
"Johnson","Johnson","60030","9990","7154","41","2795","0.166416791604198",2020-12-06
"Jones","Jones","7746","2398","1484","19","895","0.309579137619416",2020-12-06
"Keokuk","Keokuk","3039","676","324","9","343","0.222441592629154",2020-12-06
"Kossuth","Kossuth","5769","1229","642","9","578","0.21303518807419",2020-12-06
"Lee","Lee","11694","2346","1358","21","967","0.200615700359159",2020-12-06
"Linn","Linn","88489","14991","9123","171","5697","0.169410887228921",2020-12-06
"Louisa","Louisa","4181","916","625","22","269","0.219086342980148",2020-12-06
"Lucas","Lucas","2623","360","257","6","97","0.137247426610751",2020-12-06
"Lyon","Lyon","3433","1086","689","10","387","0.316341392368191",2020-12-06
"Madison","Madison","5351","768","475","5","288","0.143524574845823",2020-12-06
"Mahaska","Mahaska","7565","1368","921","28","419","0.180832782551223",2020-12-06
"Marion","Marion","11179","2170","1419","25","726","0.194113963681904",2020-12-06
"Marshall","Marshall","15812","3652","2675","51","926","0.230963824943081",2020-12-06
"Mills","Mills","6117","1128","681","10","437","0.184404119666503",2020-12-06
"Mitchell","Mitchell","4242","863","453","10","400","0.203441772748703",2020-12-06
"Monona","Monona","2837","473","298","8","167","0.166725414169898",2020-12-06
"Monroe","Monroe","2267","473","315","13","145","0.208645787384208",2020-12-06
"Montgomery","Montgomery","3118","541","281","11","249","0.173508659397049",2020-12-06
"Muscatine","Muscatine","15970","3141","1888","72","1181","0.196681277395116",2020-12-06
"O'Brien","O'Brien","5070","1381","953","32","396","0.272386587771203",2020-12-06
"Osceola","Osceola","1879","556","371","2","183","0.295902075572113",2020-12-06
"Page","Page","4690","1203","878","5","320","0.256503198294243",2020-12-06
"Palo Alto","Palo Alto","3472","694","418","5","271","0.199884792626728",2020-12-06
"Pending Investigation","Pending Investigation","8723","738","58","0","680","0.0846039206694944",2020-12-06
"Plymouth","Plymouth","10426","2970","2117","45","808","0.284864761173988",2020-12-06
"Pocahontas","Pocahontas","2785","610","358","4","248","0.21903052064632",2020-12-06
"Polk","Polk","202362","35772","24118","353","11301","0.17677231891363",2020-12-06
"Pottawattamie","Pottawattamie","36302","7033","4227","81","2725","0.193735882320533",2020-12-06
"Poweshiek","Poweshiek","6364","1050","701","14","335","0.164990571967316",2020-12-06
"Ringgold","Ringgold","1774","257","121","2","134","0.144870349492672",2020-12-06
"Sac","Sac","4153","922","546","9","367","0.222008186852877",2020-12-06
