"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-28,"Adair",3191,699,595,20,16,4,84,0.21905358821686
"Adams",2021-01-28,"Adams",1394,305,267,3,3,0,35,0.218794835007174
"Allamakee",2021-01-28,"Allamakee",5290,1317,1154,30,26,4,133,0.248960302457467
"Appanoose",2021-01-28,"Appanoose",5251,1137,945,40,39,1,152,0.216530184726719
"Audubon",2021-01-28,"Audubon",2251,428,367,8,8,0,53,0.190137716570413
"Benton",2021-01-28,"Benton",11035,2152,1938,50,40,10,164,0.195015858631627
"Black Hawk",2021-01-28,"Black Hawk",61565,14251,12772,243,229,14,1236,0.231478924713717
"Boone",2021-01-28,"Boone",11983,2258,1909,18,16,2,331,0.188433614286906
"Bremer",2021-01-28,"Bremer",10470,2515,2265,48,44,4,202,0.240210124164279
"Buchanan",2021-01-28,"Buchanan",8230,1640,1434,24,22,2,182,0.199270959902795
"Buena Vista",2021-01-28,"Buena Vista",13539,3993,3709,31,28,3,253,0.294925769997784
"Butler",2021-01-28,"Butler",6127,1528,1275,24,21,3,229,0.249387954953485
"Calhoun",2021-01-28,"Calhoun",4789,1245,1167,9,9,0,69,0.259970766339528
"Carroll",2021-01-28,"Carroll",10228,2591,2353,34,28,6,204,0.253324208056316
"Cass",2021-01-28,"Cass",5551,1162,1007,44,42,2,111,0.209331651954603
"Cedar",2021-01-28,"Cedar",7929,1569,1382,19,18,1,168,0.197881195611048
"Cerro Gordo",2021-01-28,"Cerro Gordo",21315,4784,4308,72,61,11,404,0.224442880600516
"Cherokee",2021-01-28,"Cherokee",5322,1409,1223,27,23,4,159,0.264750093949643
"Chickasaw",2021-01-28,"Chickasaw",4717,1141,1046,12,11,1,83,0.24189103243587
"Clarke",2021-01-28,"Clarke",4184,823,679,9,9,0,135,0.1967017208413
"Clay",2021-01-28,"Clay",7375,1742,1531,21,17,4,190,0.236203389830508
"Clayton",2021-01-28,"Clayton",6152,1547,1364,49,41,8,134,0.251462938881664
"Clinton",2021-01-28,"Clinton",19334,4643,4118,68,62,6,457,0.2401468914865
"Crawford",2021-01-28,"Crawford",7883,2364,2113,24,21,3,227,0.299885830267665
"Dallas",2021-01-28,"Dallas",46973,9208,7918,72,61,11,1218,0.19602750516254
"Davis",2021-01-28,"Davis",2823,708,632,21,20,1,55,0.250797024442083
"Decatur",2021-01-28,"Decatur",3028,502,433,4,4,0,65,0.165785997357992
"Delaware",2021-01-28,"Delaware",7010,1777,1598,36,32,4,143,0.253495007132668
"Des Moines",2021-01-28,"Des Moines",18697,3997,3509,43,39,4,445,0.213777611381505
"Dickinson",2021-01-28,"Dickinson",9216,1905,1694,29,26,3,182,0.206705729166667
"Dubuque",2021-01-28,"Dubuque",51131,11754,10508,161,152,9,1085,0.229880111869512
"Emmet",2021-01-28,"Emmet",4480,1115,983,32,31,1,100,0.248883928571429
"Fayette",2021-01-28,"Fayette",8058,1684,1398,24,22,2,262,0.208984859766691
"Floyd",2021-01-28,"Floyd",6780,1424,1257,36,28,8,131,0.210029498525074
