"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3899,894,848,32,14,0.229289561426007,2021-07-20
"2","Adams",1718,346,333,4,9,0.20139697322468,2021-07-20
"3","Allamakee",6756,1553,1490,52,11,0.229869745411486,2021-07-20
"4","Appanoose",6547,1277,1227,49,1,0.19505116847411,2021-07-20
"5","Audubon",2920,529,514,12,3,0.181164383561644,2021-07-20
"6","Benton",13987,2624,2547,55,22,0.187602774004433,2021-07-20
"7","Black Hawk",76512,16630,15897,316,417,0.217351526557926,2021-07-20
"8","Boone",14972,2704,2655,34,15,0.18060379374833,2021-07-20
"9","Bremer",13255,2922,2834,62,26,0.220445115050924,2021-07-20
"10","Buchanan",10269,1960,1911,34,15,0.190865712338105,2021-07-20
"11","Buena Vista",15729,4306,4245,40,21,0.273761841185072,2021-07-20
"12","Butler",7599,1675,1624,35,16,0.220423739965785,2021-07-20
"13","Calhoun",5726,1429,1376,13,40,0.249563395040168,2021-07-20
"14","Carroll",12080,2861,2804,52,5,0.236837748344371,2021-07-20
"15","Cass",6784,1405,1338,55,12,0.207104952830189,2021-07-20
"16","Cedar",9922,1928,1901,23,4,0.194315662164886,2021-07-20
"17","Cerro Gordo",27434,5617,5470,97,50,0.204745935700226,2021-07-20
"18","Cherokee",6419,1613,1563,38,12,0.251285246923197,2021-07-20
"19","Chickasaw",5941,1255,1238,17,0,0.211243898333614,2021-07-20
"20","Clarke",5312,1024,990,24,10,0.192771084337349,2021-07-20
"21","Clay",9055,2173,2143,27,3,0.239977912755384,2021-07-20
"22","Clayton",7846,1723,1666,57,0,0.219602345144022,2021-07-20
"23","Clinton",25366,5639,5535,93,11,0.222305448237799,2021-07-20
"24","Crawford",9372,2705,2647,41,17,0.288625693555271,2021-07-20
"25","Dallas",58992,11417,11252,99,66,0.193534716571739,2021-07-20
"26","Davis",3836,861,833,25,3,0.224452554744526,2021-07-20
"27","Decatur",3865,656,629,9,18,0.169728331177232,2021-07-20
"28","Delaware",8733,2114,2065,43,6,0.242070308027024,2021-07-20
"29","Des Moines",23145,4763,4621,74,68,0.205789587383884,2021-07-20
"30","Dickinson",11169,2506,2459,45,2,0.224371026949593,2021-07-20
"31","Dubuque",61555,13585,13315,213,57,0.220696937697994,2021-07-20
"32","Emmet",5584,1367,1321,41,5,0.24480659025788,2021-07-20
"33","Fayette",10086,1881,1824,43,14,0.186496133254015,2021-07-20
"34","Floyd",8473,1646,1600,42,4,0.194264133128762,2021-07-20
"35","Franklin",5986,1274,1220,23,31,0.212829936518543,2021-07-20
"36","Fremont",2883,648,638,10,0,0.224765868886576,2021-07-20
"37","Greene",4452,790,775,11,4,0.177448337825696,2021-07-20
"38","Grundy",6211,1393,1350,33,10,0.224279504105619,2021-07-20
"39","Guthrie",6291,1244,1210,32,2,0.197742807184867,2021-07-20
"40","Hamilton",8219,1859,1781,51,27,0.226183233970069,2021-07-20
"41","Hancock",6639,1530,1469,34,27,0.230456394035246,2021-07-20
"42","Hardin",9243,1905,1842,44,19,0.206101914962674,2021-07-20
"43","Harrison",6875,1817,1737,73,7,0.264290909090909,2021-07-20
"44","Henry",11917,3009,2957,37,15,0.252496433666191,2021-07-20
"45","Howard",4990,1053,1030,22,1,0.211022044088176,2021-07-20
"46","Humboldt",5099,1236,1183,26,27,0.242400470680526,2021-07-20
"47","Ida",3609,924,880,35,9,0.256026600166251,2021-07-20
"48","Iowa",8773,1480,1456,24,0,0.168699418670922,2021-07-20
"49","Jackson",9967,2256,2217,42,-3,0.22634694491823,2021-07-20
"50","Jasper",20166,4518,4426,73,19,0.224040464147575,2021-07-20
"51","Jefferson",8729,1345,1310,35,0,0.154084087524344,2021-07-20
"52","Johnson",88615,14723,14545,86,92,0.166145686396208,2021-07-20
"53","Jones",10867,3011,2955,57,-1,0.277077390264102,2021-07-20
"54","Keokuk",4661,998,954,32,12,0.214117142244154,2021-07-20
"55","Kossuth",8572,2184,2111,66,7,0.254783014465702,2021-07-20
"56","Lee",17447,3892,3781,58,53,0.223075600389752,2021-07-20
"57","Linn",128450,21428,20943,342,143,0.166819774231218,2021-07-20
"58","Louisa",5861,1302,1253,49,0,0.222146391400785,2021-07-20
"59","Lucas",4213,774,750,23,1,0.183717066223594,2021-07-20
"60","Lyon",5122,1608,1558,41,9,0.31393986723936,2021-07-20
"61","Madison",8560,1673,1644,19,10,0.195443925233645,2021-07-20
"62","Mahaska",11353,2321,2238,51,32,0.204439355236501,2021-07-20
"63","Marion",17541,3683,3586,77,20,0.209965224331566,2021-07-20
"64","Marshall",23215,4913,4804,77,32,0.211630411371958,2021-07-20
"65","Mills",8078,1638,1608,24,6,0.202772963604853,2021-07-20
"66","Mitchell",5862,1272,1230,43,-1,0.216990788126919,2021-07-20
"67","Monona",4040,857,818,31,8,0.212128712871287,2021-07-20
"68","Monroe",3869,998,945,33,20,0.257947790126648,2021-07-20
"69","Montgomery",4584,1064,1014,38,12,0.232111692844677,2021-07-20
"70","Muscatine",23502,4913,4786,106,21,0.20904603863501,2021-07-20
"71","O'Brien",7069,2008,1950,61,-3,0.284057150940727,2021-07-20
"72","Osceola",2714,790,776,17,-3,0.29108327192336,2021-07-20
"73","Page",6720,1953,1929,22,2,0.290625,2021-07-20
"74","Palo Alto",4824,1149,1117,24,8,0.23818407960199,2021-07-20
"75","Pending Investigation",3329,7,4,0,3,0.00210273355361971,2021-07-20
"76","Plymouth",14098,4048,3955,82,11,0.287132926656263,2021-07-20
"77","Pocahontas",3683,867,844,22,1,0.2354059190877,2021-07-20
"78","Polk",301753,58809,57853,644,312,0.194891185837423,2021-07-20
"79","Pottawattamie",50911,11296,11063,177,56,0.221877393883444,2021-07-20
"80","Poweshiek",9584,1588,1555,36,-3,0.165692821368948,2021-07-20
"81","Ringgold",2569,566,537,24,5,0.220319190346438,2021-07-20
"82","Sac",5755,1325,1307,20,-2,0.230234578627281,2021-07-20
"83","Scott",95936,20408,20081,250,77,0.212725150100067,2021-07-20
"84","Shelby",5884,1317,1271,38,8,0.223827328348063,2021-07-20
"85","Sioux",17200,5189,5112,74,3,0.301686046511628,2021-07-20
"86","Story",59938,10808,10704,48,56,0.180319663652441,2021-07-20
"87","Tama",9074,2131,2053,72,6,0.234846815076041,2021-07-20
"88","Taylor",2715,670,659,12,-1,0.246777163904236,2021-07-20
"89","Union",7086,1295,1261,35,-1,0.18275472763195,2021-07-20
"90","Van Buren",3007,567,550,18,-1,0.188560026604589,2021-07-20
"91","Wapello",20117,4365,4222,123,20,0.216980663120744,2021-07-20
"92","Warren",30547,5915,5783,92,40,0.193636036271974,2021-07-20
"93","Washington",12930,2597,2545,51,1,0.200850734725445,2021-07-20
"94","Wayne",2762,561,528,23,10,0.203113685734975,2021-07-20
"95","Webster",22706,5348,5063,95,190,0.235532458381045,2021-07-20
"96","Winnebago",6875,1455,1418,31,6,0.211636363636364,2021-07-20
"97","Winneshiek",11184,2006,1945,35,26,0.179363376251788,2021-07-20
"98","Woodbury",64521,15300,15004,230,66,0.237132096526712,2021-07-20
"99","Worth",4208,756,747,8,1,0.179657794676806,2021-07-20
"100","Wright",8342,1886,1821,40,25,0.226084871733397,2021-07-20
"101","Totals",1813360,376101,367376,6158,2567,0.207405589623682,2021-07-19
