"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-09,"Adair",11097,933,720,30,22,8,3437,816,66,2021-03-09
"Adams",2021-03-09,"Adams",4769,326,311,4,4,0,1511,319,4,2021-03-09
"Allamakee",2021-03-09,"Allamakee",18650,1499,1313,48,39,9,5868,1449,88,2021-03-09
"Appanoose",2021-03-09,"Appanoose",15729,1397,1134,47,43,4,5743,1234,53,2021-03-09
"Audubon",2021-03-09,"Audubon",10511,493,437,9,8,1,2482,476,30,2021-03-09
"Benton",2021-03-09,"Benton",32439,2569,2201,54,44,10,12018,2414,159,2021-03-09
"Black Hawk",2021-03-09,"Black Hawk",188888,16347,14312,294,274,20,66979,14972,366,2021-03-09
"Boone",2021-03-09,"Boone",38964,2628,2317,30,28,2,13119,2449,102,2021-03-09
"Bremer",2021-03-09,"Bremer",33456,2840,2539,55,47,8,11621,2706,112,2021-03-09
"Buchanan",2021-03-09,"Buchanan",26563,1878,1673,29,25,4,8917,1781,79,2021-03-09
"Buena Vista",2021-03-09,"Buena Vista",40389,4763,3993,37,34,3,14232,4133,103,2021-03-09
"Butler",2021-03-09,"Butler",25819,1681,1523,31,28,3,6714,1593,39,2021-03-09
"Calhoun",2021-03-09,"Calhoun",16241,1346,1251,11,11,0,5053,1297,35,2021-03-09
"Carroll",2021-03-09,"Carroll",32085,2872,2575,48,41,7,10835,2668,45,2021-03-09
"Cass",2021-03-09,"Cass",18447,1369,1172,51,46,5,6028,1297,74,2021-03-09
"Cedar",2021-03-09,"Cedar",26722,1811,1593,23,21,2,8701,1728,112,2021-03-09
"Cerro Gordo",2021-03-09,"Cerro Gordo",68107,5384,4821,83,70,13,23610,5014,110,2021-03-09
"Cherokee",2021-03-09,"Cherokee",18140,1561,1387,36,29,7,5711,1464,41,2021-03-09
"Chickasaw",2021-03-09,"Chickasaw",15470,1262,1158,15,13,2,5171,1199,26,2021-03-09
"Clarke",2021-03-09,"Clarke",11982,1012,877,20,20,0,4647,952,55,2021-03-09
"Clay",2021-03-09,"Clay",25815,1960,1775,25,20,5,7875,1846,46,2021-03-09
"Clayton",2021-03-09,"Clayton",21669,1683,1533,54,46,8,6652,1601,14,2021-03-09
"Clinton",2021-03-09,"Clinton",54343,5472,4736,84,74,10,21257,5028,208,2021-03-09
"Crawford",2021-03-09,"Crawford",24138,2777,2402,35,31,4,8436,2535,98,2021-03-09
"Dallas",2021-03-09,"Dallas",112223,11492,9581,93,82,11,51205,10235,561,2021-03-09
"Davis",2021-03-09,"Davis",9505,835,717,23,22,1,3241,766,26,2021-03-09
"Decatur",2021-03-09,"Decatur",9045,588,528,9,9,0,3412,572,35,2021-03-09
"Delaware",2021-03-09,"Delaware",23739,1907,1785,40,35,5,7515,1863,38,2021-03-09
"Des Moines",2021-03-09,"Des Moines",49348,4613,4074,61,53,8,20187,4287,152,2021-03-09
"Dickinson",2021-03-09,"Dickinson",22561,2206,1904,40,34,6,9749,2044,100,2021-03-09
"Dubuque",2021-03-09,"Dubuque",164075,13623,11845,196,183,13,54371,12452,411,2021-03-09
"Emmet",2021-03-09,"Emmet",14524,1223,1088,40,38,2,4765,1154,26,2021-03-09
"Fayette",2021-03-09,"Fayette",30707,1869,1702,35,32,3,8768,1795,58,2021-03-09
"Floyd",2021-03-09,"Floyd",22465,1642,1410,41,31,10,7328,1482,31,2021-03-09
"Franklin",2021-03-09,"Franklin",17662,1194,1056,19,18,1,4964,1097,22,2021-03-09
"Fremont",2021-03-09,"Fremont",6498,593,537,9,7,2,2516,561,15,2021-03-09
"Greene",2021-03-09,"Greene",13203,778,710,10,10,0,3914,731,11,2021-03-09
"Grundy",2021-03-09,"Grundy",17062,1400,1242,30,25,5,5504,1325,53,2021-03-09
"Guthrie",2021-03-09,"Guthrie",15833,1180,1046,28,23,5,5330,1097,23,2021-03-09
