"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-11,"Adair",11969,959,796,32,22,10,3617,840,12,2021-04-11
"Adams",2021-04-11,"Adams",5358,336,316,4,4,0,1585,326,6,2021-04-11
"Allamakee",2021-04-11,"Allamakee",20434,1541,1419,51,41,10,6179,1490,20,2021-04-11
"Appanoose",2021-04-11,"Appanoose",17125,1429,1191,47,43,4,6002,1259,21,2021-04-11
"Audubon",2021-04-11,"Audubon",11754,511,466,9,8,1,2631,492,17,2021-04-11
"Benton",2021-04-11,"Benton",35750,2645,2392,55,44,11,12761,2489,42,2021-04-11
"Black Hawk",2021-04-11,"Black Hawk",205575,16867,14788,306,283,23,70121,15447,353,2021-04-11
"Boone",2021-04-11,"Boone",42558,2743,2444,31,29,2,13833,2559,84,2021-04-11
"Bremer",2021-04-11,"Bremer",37622,2918,2672,60,51,9,12269,2782,50,2021-04-11
"Buchanan",2021-04-11,"Buchanan",29588,1975,1762,31,26,5,9461,1873,80,2021-04-11
"Buena Vista",2021-04-11,"Buena Vista",43514,4851,4106,40,36,4,14746,4207,61,2021-04-11
"Butler",2021-04-11,"Butler",28447,1706,1560,34,30,4,7024,1618,24,2021-04-11
"Calhoun",2021-04-11,"Calhoun",17665,1380,1294,11,11,0,5291,1330,25,2021-04-11
"Carroll",2021-04-11,"Carroll",35086,2974,2679,50,43,7,11356,2776,47,2021-04-11
"Cass",2021-04-11,"Cass",19973,1416,1264,54,48,6,6326,1339,21,2021-04-11
"Cedar",2021-04-11,"Cedar",29409,1908,1733,23,21,2,9142,1826,70,2021-04-11
"Cerro Gordo",2021-04-11,"Cerro Gordo",73256,5574,4962,86,72,14,24842,5185,137,2021-04-11
"Cherokee",2021-04-11,"Cherokee",20206,1664,1456,38,30,8,6028,1564,70,2021-04-11
"Chickasaw",2021-04-11,"Chickasaw",16791,1287,1194,15,13,2,5439,1218,9,2021-04-11
"Clarke",2021-04-11,"Clarke",12872,1040,943,23,22,1,4861,979,13,2021-04-11
"Clay",2021-04-11,"Clay",28796,2190,1872,25,20,5,8395,2078,181,2021-04-11
"Clayton",2021-04-11,"Clayton",23937,1738,1562,55,46,9,7078,1652,35,2021-04-11
"Clinton",2021-04-11,"Clinton",60101,5774,4989,89,77,12,22693,5302,224,2021-04-11
"Crawford",2021-04-11,"Crawford",26481,2849,2531,39,34,5,8798,2614,44,2021-04-11
"Dallas",2021-04-11,"Dallas",122657,12107,10287,96,84,12,54082,10809,426,2021-04-11
"Davis",2021-04-11,"Davis",10628,868,749,24,23,1,3452,798,25,2021-04-11
"Decatur",2021-04-11,"Decatur",10112,602,574,9,9,0,3545,588,5,2021-04-11
"Delaware",2021-04-11,"Delaware",26673,2048,1838,39,35,4,8041,2008,131,2021-04-11
"Des Moines",2021-04-11,"Des Moines",53795,4724,4261,65,54,11,21118,4384,58,2021-04-11
"Dickinson",2021-04-11,"Dickinson",25438,2558,2065,43,37,6,10423,2382,274,2021-04-11
"Dubuque",2021-04-11,"Dubuque",181096,14243,12303,202,188,14,57032,13002,497,2021-04-11
"Emmet",2021-04-11,"Emmet",16334,1342,1122,40,38,2,5104,1271,109,2021-04-11
"Fayette",2021-04-11,"Fayette",34235,1906,1763,41,36,5,9265,1825,21,2021-04-11
"Floyd",2021-04-11,"Floyd",24361,1714,1453,42,32,10,7694,1542,47,2021-04-11
"Franklin",2021-04-11,"Franklin",18888,1222,1077,21,19,2,5276,1123,25,2021-04-11
"Fremont",2021-04-11,"Fremont",7033,637,555,10,8,2,2645,604,39,2021-04-11
"Greene",2021-04-11,"Greene",14336,811,731,10,10,0,4111,762,21,2021-04-11
"Grundy",2021-04-11,"Grundy",18645,1424,1297,32,27,5,5767,1347,18,2021-04-11
"Guthrie",2021-04-11,"Guthrie",17661,1246,1086,28,23,5,5664,1167,53,2021-04-11
"Hamilton",2021-04-11,"Hamilton",22579,1955,1701,49,45,4,7520,1767,17,2021-04-11
"Hancock",2021-04-11,"Hancock",20265,1522,1354,34,27,7,5990,1425,37,2021-04-11
"Hardin",2021-04-11,"Hardin",33056,1912,1680,42,34,8,8417,1781,59,2021-04-11
"Harrison",2021-04-11,"Harrison",20408,1875,1612,73,69,4,6422,1745,60,2021-04-11
"Henry",2021-04-11,"Henry",34867,2993,2772,37,36,1,10940,2853,44,2021-04-11
"Howard",2021-04-11,"Howard",16259,1069,985,22,18,4,4606,1025,18,2021-04-11
"Humboldt",2021-04-11,"Humboldt",14903,1226,1120,26,23,3,4728,1178,32,2021-04-11
"Ida",2021-04-11,"Ida",12046,993,813,33,31,2,3339,885,39,2021-04-11
"Iowa",2021-04-11,"Iowa",28532,1509,1397,24,22,2,8117,1446,25,2021-04-11
"Jackson",2021-04-11,"Jackson",24676,2294,2074,42,39,3,9120,2168,52,2021-04-11
"Jasper",2021-04-11,"Jasper",49511,4394,3872,70,65,5,18225,4062,120,2021-04-11
"Jefferson",2021-04-11,"Jefferson",19745,1417,1267,35,29,6,7678,1305,3,2021-04-11
"Johnson",2021-04-11,"Johnson",201448,14660,13159,80,75,5,79880,13826,587,2021-04-11
