"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Jasper",2021-03-04,"Jasper",43594,4179,3411,66,62,4,17065,3859,382,2021-03-04
"Jefferson",2021-03-04,"Jefferson",17644,1387,1227,34,28,6,7292,1282,21,2021-03-04
"Johnson",2021-03-04,"Johnson",180999,13852,12490,74,69,5,74805,13110,546,2021-03-04
"Jones",2021-03-04,"Jones",22309,2942,2747,54,50,4,9373,2846,45,2021-03-04
"Keokuk",2021-03-04,"Keokuk",13437,983,856,29,29,0,3940,917,32,2021-03-04
"Kossuth",2021-03-04,"Kossuth",21986,2086,1840,55,48,7,7430,1977,82,2021-03-04
"Lee",2021-03-04,"Lee",46794,3754,3372,52,39,13,14994,3539,115,2021-03-04
"Linn",2021-03-04,"Linn",249845,20672,18419,313,283,30,109843,19451,719,2021-03-04
"Louisa",2021-03-04,"Louisa",15043,1283,1151,41,34,7,5132,1222,30,2021-03-04
"Lucas",2021-03-04,"Lucas",8068,741,664,21,17,4,3588,713,28,2021-03-04
"Lyon",2021-03-04,"Lyon",13028,1460,1376,41,37,4,4342,1454,37,2021-03-04
"Madison",2021-03-04,"Madison",17313,1548,1316,18,14,4,7233,1417,83,2021-03-04
"Mahaska",2021-03-04,"Mahaska",26412,2248,2004,46,41,5,9859,2148,98,2021-03-04
"Marion",2021-03-04,"Marion",35206,3590,3177,69,60,9,14871,3397,151,2021-03-04
"Marshall",2021-03-04,"Marshall",70919,4973,4381,72,64,8,20089,4626,173,2021-03-04
"Mills",2021-03-04,"Mills",19065,1631,1400,20,17,3,7281,1479,59,2021-03-04
"Mitchell",2021-03-04,"Mitchell",15311,1311,1153,40,38,2,5204,1203,10,2021-03-04
"Monona",2021-03-04,"Monona",15719,815,717,27,26,1,3545,762,18,2021-03-04
"Monroe",2021-03-04,"Monroe",8437,933,821,28,21,7,3250,893,44,2021-03-04
"Montgomery",2021-03-04,"Montgomery",12403,1042,899,36,34,2,4193,967,32,2021-03-04
"Muscatine",2021-03-04,"Muscatine",46374,4523,3934,91,82,9,20069,4226,201,2021-03-04
"O'Brien",2021-03-04,"O'Brien",22134,1960,1687,58,54,4,6294,1821,76,2021-03-04
"Osceola",2021-03-04,"Osceola",7013,706,644,15,13,2,2299,682,23,2021-03-04
"Page",2021-03-04,"Page",17717,1834,1705,19,18,1,6001,1775,51,2021-03-04
"Palo Alto",2021-03-04,"Palo Alto",15754,1052,935,21,19,2,4229,1006,50,2021-03-04
"Pending Investigation",2021-03-04,"Pending Investigation",12868,990,836,0,0,0,6527,969,133,2021-03-04
"Plymouth",2021-03-04,"Plymouth",33246,3954,3507,78,70,8,12565,3673,88,2021-03-04
"Pocahontas",2021-03-04,"Pocahontas",11420,854,779,19,19,0,3287,809,11,2021-03-04
"Polk",2021-03-04,"Polk",581403,58277,48142,551,491,60,257573,51701,3008,2021-03-04
"Pottawattamie",2021-03-04,"Pottawattamie",103459,10792,9298,143,128,15,44694,9817,376,2021-03-04
"Poweshiek",2021-03-04,"Poweshiek",34697,1543,1403,30,28,2,8302,1474,41,2021-03-04
"Ringgold",2021-03-04,"Ringgold",8648,523,466,20,17,3,2261,504,18,2021-03-04
"Sac",2021-03-04,"Sac",16966,1246,1135,18,18,0,5011,1178,25,2021-03-04
"Scott",2021-03-04,"Scott",178834,18323,16229,210,194,16,80424,17065,626,2021-03-04
"Shelby",2021-03-04,"Shelby",14230,1217,1079,33,30,3,5043,1161,49,2021-03-04
"Sioux",2021-03-04,"Sioux",37264,4950,4583,69,66,3,15019,4782,130,2021-03-04
"Story",2021-03-04,"Story",139850,10254,9062,45,39,6,53245,9583,476,2021-03-04
"Tama",2021-03-04,"Tama",28455,2137,1887,65,63,2,8011,2018,66,2021-03-04
"Taylor",2021-03-04,"Taylor",7345,666,615,12,10,2,2403,641,14,2021-03-04
"Union",2021-03-04,"Union",14982,1266,1126,31,26,5,6230,1188,31,2021-03-04
"Van Buren",2021-03-04,"Van Buren",7325,561,510,18,15,3,2584,537,9,2021-03-04
"Wapello",2021-03-04,"Wapello",39947,4354,3595,108,104,4,17145,4023,320,2021-03-04
"Warren",2021-03-04,"Warren",64094,5562,4760,74,69,5,26161,5108,274,2021-03-04
"Washington",2021-03-04,"Washington",35397,2545,2263,47,43,4,11177,2387,77,2021-03-04
"Wayne",2021-03-04,"Wayne",5180,489,406,21,17,4,2101,452,25,2021-03-04
"Webster",2021-03-04,"Webster",60652,5195,4715,87,73,14,20475,4939,137,2021-03-04
"Winnebago",2021-03-04,"Winnebago",15127,1391,1222,31,26,5,5856,1302,49,2021-03-04
"Winneshiek",2021-03-04,"Winneshiek",31245,1892,1658,27,23,4,9592,1824,139,2021-03-04
"Woodbury",2021-03-04,"Woodbury",124068,14983,13162,211,195,16,55870,13765,392,2021-03-04
"Worth",2021-03-04,"Worth",10933,701,626,7,6,1,3531,664,31,2021-03-04
"Wright",2021-03-04,"Wright",18733,1798,1669,31,26,5,7589,1735,35,2021-03-04
"Total",2021-03-04,"Totals",4088220,364892,317738,5498,4930,568,1565883,337594,14358,2021-03-04
