"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3898,892,848,32,12,0.228835300153925,2021-07-18
"2","Adams",1717,346,333,4,9,0.201514269073966,2021-07-18
"3","Allamakee",6749,1551,1490,52,9,0.229811823973922,2021-07-18
"4","Appanoose",6545,1277,1227,49,1,0.19511077158136,2021-07-18
"5","Audubon",2920,529,514,12,3,0.181164383561644,2021-07-18
"6","Benton",13976,2624,2547,55,22,0.187750429307384,2021-07-18
"7","Black Hawk",76465,16615,15887,316,412,0.21728895573138,2021-07-18
"8","Boone",14962,2702,2655,34,13,0.180590830102927,2021-07-18
"9","Bremer",13253,2921,2833,62,26,0.220402927639025,2021-07-18
"10","Buchanan",10269,1959,1911,34,14,0.190768331872626,2021-07-18
"11","Buena Vista",15729,4305,4245,40,20,0.27369826435247,2021-07-18
"12","Butler",7597,1674,1624,35,15,0.220350138212452,2021-07-18
"13","Calhoun",5722,1429,1376,13,40,0.249737853897239,2021-07-18
"14","Carroll",12080,2861,2804,52,5,0.236837748344371,2021-07-18
"15","Cass",6783,1405,1337,55,13,0.207135485773257,2021-07-18
"16","Cedar",9918,1926,1901,23,2,0.194192377495463,2021-07-18
"17","Cerro Gordo",27431,5616,5470,97,49,0.204731872698771,2021-07-18
"18","Cherokee",6417,1613,1563,38,12,0.251363565529063,2021-07-18
"19","Chickasaw",5938,1255,1238,17,0,0.211350623105423,2021-07-18
"20","Clarke",5311,1022,989,24,9,0.192430803991715,2021-07-18
"21","Clay",9053,2172,2143,27,2,0.239920468353032,2021-07-18
"22","Clayton",7846,1723,1666,57,0,0.219602345144022,2021-07-18
"23","Clinton",25361,5638,5535,93,10,0.222309845826269,2021-07-18
"24","Crawford",9370,2705,2647,41,17,0.288687299893276,2021-07-18
"25","Dallas",58957,11408,11252,99,57,0.193496955408179,2021-07-18
"26","Davis",3836,861,833,25,3,0.224452554744526,2021-07-18
"27","Decatur",3865,656,629,9,18,0.169728331177232,2021-07-18
"28","Delaware",8732,2114,2065,43,6,0.242098030233623,2021-07-18
"29","Des Moines",23141,4759,4621,74,64,0.205652305431917,2021-07-18
"30","Dickinson",11168,2506,2459,45,2,0.22439111747851,2021-07-18
"31","Dubuque",61537,13582,13313,213,56,0.220712741927621,2021-07-18
"32","Emmet",5583,1367,1321,41,5,0.244850438832169,2021-07-18
"33","Fayette",10082,1879,1823,43,13,0.18637175163658,2021-07-18
"34","Floyd",8472,1646,1600,42,4,0.194287063267233,2021-07-18
"35","Franklin",5984,1274,1220,23,31,0.212901069518717,2021-07-18
"36","Fremont",2883,648,638,10,0,0.224765868886576,2021-07-18
"37","Greene",4451,790,775,11,4,0.177488204897776,2021-07-18
"38","Grundy",6208,1393,1350,33,10,0.224387886597938,2021-07-18
"39","Guthrie",6290,1244,1210,32,2,0.197774244833068,2021-07-18
"40","Hamilton",8211,1856,1781,51,24,0.22603824138351,2021-07-18
"41","Hancock",6639,1530,1469,34,27,0.230456394035246,2021-07-18
"42","Hardin",9240,1905,1842,44,19,0.206168831168831,2021-07-18
"43","Harrison",6871,1816,1737,73,6,0.264299228642119,2021-07-18
"44","Henry",11916,3007,2957,37,13,0.252349781805975,2021-07-18
"45","Howard",4988,1053,1030,22,1,0.211106655974338,2021-07-18
"46","Humboldt",5099,1236,1183,26,27,0.242400470680526,2021-07-18
"47","Ida",3607,924,880,35,9,0.256168561131134,2021-07-18
"48","Iowa",8770,1480,1456,24,0,0.168757126567845,2021-07-18
"49","Jackson",9965,2256,2217,42,-3,0.226392373306573,2021-07-18
"50","Jasper",20156,4516,4426,73,17,0.22405239134749,2021-07-18
"51","Jefferson",8727,1345,1310,35,0,0.15411939956457,2021-07-18
"52","Johnson",88572,14721,14544,86,91,0.166203766427313,2021-07-18
"53","Jones",10863,3011,2953,57,1,0.277179416367486,2021-07-18
"54","Keokuk",4660,998,953,32,13,0.214163090128755,2021-07-18
"55","Kossuth",8567,2183,2111,66,6,0.254814987743668,2021-07-18
"56","Lee",17440,3892,3780,58,54,0.223165137614679,2021-07-18
"57","Linn",128399,21423,20938,342,143,0.166847093824718,2021-07-18
"58","Louisa",5861,1302,1253,49,0,0.222146391400785,2021-07-18
"59","Lucas",4212,774,750,23,1,0.183760683760684,2021-07-18
"60","Lyon",5122,1608,1558,41,9,0.31393986723936,2021-07-18
"61","Madison",8558,1673,1644,19,10,0.195489600373919,2021-07-18
"62","Mahaska",11350,2317,2238,51,28,0.204140969162996,2021-07-18
"63","Marion",17527,3676,3586,77,13,0.209733553945341,2021-07-18
"64","Marshall",23210,4913,4804,77,32,0.211676001723395,2021-07-18
"65","Mills",8077,1637,1608,24,5,0.202674260245141,2021-07-18
"66","Mitchell",5860,1272,1230,43,-1,0.217064846416382,2021-07-18
"67","Monona",4040,857,817,31,9,0.212128712871287,2021-07-18
"68","Monroe",3864,998,945,33,20,0.258281573498965,2021-07-18
"69","Montgomery",4584,1064,1014,38,12,0.232111692844677,2021-07-18
"70","Muscatine",23492,4913,4786,106,21,0.209135024689256,2021-07-18
"71","O'Brien",7069,2008,1950,61,-3,0.284057150940727,2021-07-18
"72","Osceola",2714,790,776,17,-3,0.29108327192336,2021-07-18
"73","Page",6720,1953,1929,22,2,0.290625,2021-07-18
"74","Palo Alto",4824,1149,1117,24,8,0.23818407960199,2021-07-18
"75","Pending Investigation",3329,7,4,0,3,0.00210273355361971,2021-07-18
"76","Plymouth",14096,4048,3955,82,11,0.287173666288309,2021-07-18
"77","Pocahontas",3683,867,844,22,1,0.2354059190877,2021-07-18
"78","Polk",301592,58784,57851,644,289,0.194912331892093,2021-07-18
"79","Pottawattamie",50892,11288,11063,177,48,0.221803033875658,2021-07-18
"80","Poweshiek",9580,1588,1554,36,-2,0.165762004175365,2021-07-18
"81","Ringgold",2569,566,537,24,5,0.220319190346438,2021-07-18
"82","Sac",5755,1325,1307,20,-2,0.230234578627281,2021-07-18
"83","Scott",95897,20403,20081,250,72,0.212759523238475,2021-07-18
"84","Shelby",5884,1317,1271,38,8,0.223827328348063,2021-07-18
"85","Sioux",17199,5189,5111,74,4,0.301703587417873,2021-07-18
"86","Story",59920,10804,10702,48,54,0.180307076101469,2021-07-18
"87","Tama",9073,2131,2053,72,6,0.234872699217458,2021-07-18
"88","Taylor",2715,669,659,12,-2,0.246408839779006,2021-07-18
"89","Union",7084,1295,1261,35,-1,0.182806324110672,2021-07-18
"90","Van Buren",3006,567,550,18,-1,0.188622754491018,2021-07-18
"91","Wapello",20111,4365,4222,123,20,0.217045398040873,2021-07-18
"92","Warren",30524,5914,5784,92,38,0.19374918097235,2021-07-18
"93","Washington",12929,2597,2545,51,1,0.200866269626421,2021-07-18
"94","Wayne",2760,561,528,23,10,0.203260869565217,2021-07-18
