"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2466","378","153","5","220","0.153284671532847",2020-11-19
"Adams","Adams","1052","144","73","1","70","0.136882129277567",2020-11-19
"Allamakee","Allamakee","4012","664","347","9","308","0.165503489531406",2020-11-19
"Appanoose","Appanoose","3991","666","227","5","434","0.166875469807066",2020-11-19
"Audubon","Audubon","1709","270","138","1","131","0.157987126974839",2020-11-19
"Benton","Benton","8756","1460","547","12","901","0.16674280493376",2020-11-19
"Black Hawk","Black Hawk","48822","9624","5345","124","4155","0.197124247265577",2020-11-19
"Boone","Boone","8760","1186","694","10","482","0.135388127853881",2020-11-19
"Bremer","Bremer","8014","1620","642","12","966","0.202146244072872",2020-11-19
"Buchanan","Buchanan","6466","998","426","7","565","0.154345808846273",2020-11-19
"Buena Vista","Buena Vista","11281","2794","2224","14","556","0.247673078627781",2020-11-19
"Butler","Butler","4773","829","442","3","384","0.173685313220197",2020-11-19
"Calhoun","Calhoun","4004","929","353","7","569","0.232017982017982",2020-11-19
"Carroll","Carroll","8223","1794","1082","15","697","0.218168551623495",2020-11-19
"Cass","Cass","4204","680","448","18","214","0.161750713606089",2020-11-19
"Cedar","Cedar","6059","912","420","13","479","0.150519887770259",2020-11-19
"Cerro Gordo","Cerro Gordo","16529","2981","1289","37","1655","0.180349688426402",2020-11-19
"Cherokee","Cherokee","3938","689","385","4","300","0.174961909598781",2020-11-19
"Chickasaw","Chickasaw","3662","702","534","2","166","0.191698525395958",2020-11-19
"Clarke","Clarke","3109","446","326","4","116","0.143454486973303",2020-11-19
"Clay","Clay","5563","960","507","4","449","0.172568757864462",2020-11-19
"Clayton","Clayton","4701","918","406","4","508","0.19527760051053",2020-11-19
"Clinton","Clinton","14609","2812","1415","37","1360","0.192484085152988",2020-11-19
"Crawford","Crawford","6595","1644","1329","15","300","0.249279757391964",2020-11-19
"Dallas","Dallas","36028","5591","3336","54","2201","0.155184856222938",2020-11-19
"Davis","Davis","2062","389","167","4","218","0.188651794374394",2020-11-19
"Decatur","Decatur","2260","282","146","0","136","0.124778761061947",2020-11-19
