"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-28,"Adair",12275,978,806,32,22,10,3678,853,15,2021-04-28
"Adams",2021-04-28,"Adams",5600,346,318,4,4,0,1610,332,10,2021-04-28
"Allamakee",2021-04-28,"Allamakee",20983,1548,1439,51,41,10,6288,1494,4,2021-04-28
"Appanoose",2021-04-28,"Appanoose",17752,1448,1206,47,43,4,6133,1273,20,2021-04-28
"Audubon",2021-04-28,"Audubon",12188,515,475,9,8,1,2697,497,13,2021-04-28
"Benton",2021-04-28,"Benton",37087,2684,2426,55,44,11,13062,2525,44,2021-04-28
"Black Hawk",2021-04-28,"Black Hawk",212711,17113,15016,306,283,23,71589,15660,338,2021-04-28
"Boone",2021-04-28,"Boone",44268,2789,2492,33,31,2,14149,2606,81,2021-04-28
"Bremer",2021-04-28,"Bremer",39266,2946,2702,60,51,9,12514,2808,46,2021-04-28
"Buchanan",2021-04-28,"Buchanan",31008,2002,1807,31,26,5,9664,1897,59,2021-04-28
"Buena Vista",2021-04-28,"Buena Vista",44952,4887,4147,40,36,4,14982,4233,46,2021-04-28
"Butler",2021-04-28,"Butler",29490,1717,1575,34,30,4,7171,1628,19,2021-04-28
"Calhoun",2021-04-28,"Calhoun",18334,1391,1313,13,12,1,5377,1338,12,2021-04-28
"Carroll",2021-04-28,"Carroll",36409,3037,2708,52,43,9,11563,2822,62,2021-04-28
"Cass",2021-04-28,"Cass",20703,1447,1283,54,48,6,6470,1364,27,2021-04-28
"Cedar",2021-04-28,"Cedar",31082,1960,1763,23,21,2,9364,1867,81,2021-04-28
"Cerro Gordo",2021-04-28,"Cerro Gordo",76021,5710,5030,87,73,14,25446,5302,185,2021-04-28
"Cherokee",2021-04-28,"Cherokee",20860,1683,1504,38,30,8,6118,1579,37,2021-04-28
"Chickasaw",2021-04-28,"Chickasaw",17364,1295,1205,15,13,2,5530,1228,8,2021-04-28
"Clarke",2021-04-28,"Clarke",13379,1046,953,24,22,2,4960,987,10,2021-04-28
"Clay",2021-04-28,"Clay",30436,2245,2001,25,20,5,8596,2137,111,2021-04-28
"Clayton",2021-04-28,"Clayton",24928,1766,1576,56,47,9,7278,1677,45,2021-04-28
"Clinton",2021-04-28,"Clinton",62874,5921,5123,92,79,13,23340,5443,228,2021-04-28
"Crawford",2021-04-28,"Crawford",27494,2868,2556,40,35,5,8946,2629,33,2021-04-28
"Dallas",2021-04-28,"Dallas",127511,12327,10600,97,84,13,55295,11010,313,2021-04-28
"Davis",2021-04-28,"Davis",11014,873,763,24,23,1,3532,804,17,2021-04-28
"Decatur",2021-04-28,"Decatur",10372,609,580,9,9,0,3605,593,4,2021-04-28
"Delaware",2021-04-28,"Delaware",28493,2102,1912,39,35,4,8251,2060,109,2021-04-28
"Des Moines",2021-04-28,"Des Moines",55734,4814,4299,65,54,11,21508,4466,102,2021-04-28
"Dickinson",2021-04-28,"Dickinson",26752,2644,2246,43,37,6,10692,2453,164,2021-04-28
