"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-16,"Adair",11254,940,753,31,22,9,3477,824,40,2021-03-16
"Adams",2021-03-16,"Adams",4881,327,315,4,4,0,1527,319,0,2021-03-16
"Allamakee",2021-03-16,"Allamakee",19076,1517,1337,48,38,10,5951,1468,83,2021-03-16
"Appanoose",2021-03-16,"Appanoose",16068,1399,1151,47,43,4,5795,1237,39,2021-03-16
"Audubon",2021-03-16,"Audubon",10723,495,451,9,8,1,2501,477,17,2021-03-16
"Benton",2021-03-16,"Benton",33285,2599,2248,54,44,10,12274,2444,142,2021-03-16
"Black Hawk",2021-03-16,"Black Hawk",193029,16457,14434,296,276,20,67681,15083,353,2021-03-16
"Boone",2021-03-16,"Boone",39879,2653,2340,30,28,2,13267,2472,102,2021-03-16
"Bremer",2021-03-16,"Bremer",34492,2868,2563,56,48,8,11778,2729,110,2021-03-16
"Buchanan",2021-03-16,"Buchanan",27303,1893,1693,30,26,4,9039,1797,74,2021-03-16
"Buena Vista",2021-03-16,"Buena Vista",41034,4781,4008,37,34,3,14342,4150,105,2021-03-16
"Butler",2021-03-16,"Butler",26507,1683,1532,32,28,4,6793,1598,34,2021-03-16
"Calhoun",2021-03-16,"Calhoun",16575,1355,1262,11,11,0,5107,1304,31,2021-03-16
"Carroll",2021-03-16,"Carroll",32665,2903,2587,49,42,7,10935,2703,67,2021-03-16
"Cass",2021-03-16,"Cass",18821,1383,1191,52,47,5,6096,1311,68,2021-03-16
"Cedar",2021-03-16,"Cedar",27403,1831,1616,23,21,2,8819,1754,115,2021-03-16
"Cerro Gordo",2021-03-16,"Cerro Gordo",69291,5412,4847,85,71,14,23928,5046,114,2021-03-16
"Cherokee",2021-03-16,"Cherokee",18462,1599,1391,37,29,8,5795,1497,69,2021-03-16
"Chickasaw",2021-03-16,"Chickasaw",15741,1266,1169,15,13,2,5225,1202,18,2021-03-16
"Clarke",2021-03-16,"Clarke",12176,1022,894,21,21,0,4699,964,49,2021-03-16
"Clay",2021-03-16,"Clay",26301,2001,1795,25,20,5,7976,1894,74,2021-03-16
"Clayton",2021-03-16,"Clayton",22145,1691,1541,55,46,9,6737,1609,13,2021-03-16
"Clinton",2021-03-16,"Clinton",55547,5513,4802,87,76,11,21547,5059,170,2021-03-16
"Crawford",2021-03-16,"Crawford",24814,2801,2432,36,31,5,8529,2564,96,2021-03-16
"Dallas",2021-03-16,"Dallas",114897,11646,9768,93,82,11,51943,10367,506,2021-03-16
"Davis",2021-03-16,"Davis",9799,843,724,23,22,1,3282,772,25,2021-03-16
"Decatur",2021-03-16,"Decatur",9289,591,538,9,9,0,3439,576,29,2021-03-16
"Delaware",2021-03-16,"Delaware",24303,1924,1797,40,35,5,7626,1880,43,2021-03-16
"Des Moines",2021-03-16,"Des Moines",50352,4638,4131,61,53,8,20415,4313,121,2021-03-16
