"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2012","171","73","1","97","0.0849900596421471",2020-10-27
"Adams","Adams","839","81","44","0","37","0.0965435041716329",2020-10-27
"Allamakee","Allamakee","3369","377","258","9","110","0.111902641733452",2020-10-27
"Appanoose","Appanoose","3190","228","145","3","80","0.0714733542319749",2020-10-27
"Audubon","Audubon","1453","149","89","1","59","0.102546455609085",2020-10-27
"Benton","Benton","6884","595","340","2","253","0.086432306798373",2020-10-27
"Black Hawk","Black Hawk","41172","5650","4452","98","1100","0.13722918488293",2020-10-27
"Boone","Boone","7525","727","520","9","198","0.0966112956810631",2020-10-27
"Bremer","Bremer","6314","677","500","9","168","0.107222046246436",2020-10-27
"Buchanan","Buchanan","5327","460","295","4","161","0.0863525436455791",2020-10-27
"Buena Vista","Buena Vista","10286","2261","2008","12","241","0.219813338518374",2020-10-27
"Butler","Butler","3927","384","336","2","46","0.0977845683728037",2020-10-27
"Calhoun","Calhoun","3094","311","245","4","62","0.100517129928895",2020-10-27
"Carroll","Carroll","7014","1159","698","12","449","0.165240946678072",2020-10-27
"Cass","Cass","3581","391","272","3","116","0.109187377827423",2020-10-27
"Cedar","Cedar","4938","475","256","6","213","0.0961927906034832",2020-10-27
"Cerro Gordo","Cerro Gordo","13398","1381","1062","26","293","0.103075085833707",2020-10-27
"Cherokee","Cherokee","3336","405","273","2","130","0.121402877697842",2020-10-27
"Chickasaw","Chickasaw","2989","361","328","1","32","0.120776179324189",2020-10-27
"Clarke","Clarke","2749","352","261","3","88","0.128046562386322",2020-10-27
"Clay","Clay","4642","538","345","4","189","0.115898319689789",2020-10-27
"Clayton","Clayton","3870","425","317","3","105","0.109819121447028",2020-10-27
"Clinton","Clinton","11807","1496","1130","26","340","0.126704497332091",2020-10-27
"Crawford","Crawford","6022","1362","1094","14","254","0.226170707406177",2020-10-27
"Dallas","Dallas","30299","3473","2806","44","623","0.114624245024588",2020-10-27
"Davis","Davis","1607","178","128","4","46","0.110765401369011",2020-10-27
"Decatur","Decatur","1915","150","67","0","83","0.0783289817232376",2020-10-27
"Delaware","Delaware","4737","792","533","13","246","0.167194426852438",2020-10-27
"Des Moines","Des Moines","11585","1396","816","10","570","0.120500647388865",2020-10-27
"Dickinson","Dickinson","6195","744","543","7","194","0.120096852300242",2020-10-27
"Dubuque","Dubuque","35897","5247","3434","57","1756","0.146168203471042",2020-10-27
"Emmet","Emmet","2773","430","287","19","124","0.155066714749369",2020-10-27
"Fayette","Fayette","4944","381","233","4","144","0.0770631067961165",2020-10-27
"Floyd","Floyd","4436","438","396","11","31","0.0987376014427412",2020-10-27
"Franklin","Franklin","2833","381","343","18","20","0.134486410165902",2020-10-27
"Fremont","Fremont","1554","206","123","1","82","0.132561132561133",2020-10-27
"Greene","Greene","2496","187","109","0","78","0.0749198717948718",2020-10-27
"Grundy","Grundy","3257","313","232","5","76","0.0961007061713233",2020-10-27
"Guthrie","Guthrie","3227","396","260","15","121","0.122714595599628",2020-10-27
"Hamilton","Hamilton","4329","476","423","4","49","0.10995610995611",2020-10-27
"Hancock","Hancock","3087","322","255","4","63","0.104308390022676",2020-10-27
"Hardin","Hardin","4625","478","308","7","163","0.103351351351351",2020-10-27
"Harrison","Harrison","3723","660","291","15","354","0.177276390008058",2020-10-27
"Henry","Henry","6210","1069","779","5","285","0.172141706924316",2020-10-27
"Howard","Howard","2450","270","183","9","78","0.110204081632653",2020-10-27
"Humboldt","Humboldt","2778","325","246","3","76","0.11699064074874",2020-10-27
"Ida","Ida","1821","194","135","2","57","0.106534870950027",2020-10-27
"Iowa","Iowa","4717","415","223","9","183","0.0879796480814077",2020-10-27
"Jackson","Jackson","4927","638","365","3","270","0.12949056220824",2020-10-27
"Jasper","Jasper","9626","1115","855","34","226","0.115832121338043",2020-10-27
"Jefferson","Jefferson","3493","240","139","1","100","0.0687088462639565",2020-10-27
"Johnson","Johnson","46243","5889","5150","30","709","0.127349004173605",2020-10-27
"Jones","Jones","4861","449","293","4","152","0.0923678255502983",2020-10-27
"Keokuk","Keokuk","2040","161","120","1","40","0.078921568627451",2020-10-27
"Kossuth","Kossuth","4297","470","303","0","167","0.109378636257854",2020-10-27
"Lee","Lee","8419","958","654","10","294","0.113790236370115",2020-10-27
"Linn","Linn","63046","5637","4072","132","1433","0.0894109063223678",2020-10-27
"Louisa","Louisa","3124","523","420","15","88","0.16741357234315",2020-10-27
"Lucas","Lucas","2025","206","152","6","48","0.101728395061728",2020-10-27
"Lyon","Lyon","2508","554","379","7","168","0.220893141945774",2020-10-27
"Madison","Madison","4204","364","255","3","106","0.0865842055185538",2020-10-27
"Mahaska","Mahaska","6027","697","445","24","228","0.115646258503401",2020-10-27
"Marion","Marion","8316","1021","901","10","110","0.122775372775373",2020-10-27
"Marshall","Marshall","12835","2026","1767","36","223","0.157849629918192",2020-10-27
"Mills","Mills","4545","407","204","3","200","0.0895489548954895",2020-10-27
"Mitchell","Mitchell","3221","283","199","1","83","0.0878609127600124",2020-10-27
"Monona","Monona","2251","245","173","1","71","0.108840515326522",2020-10-27
"Monroe","Monroe","1769","259","152","11","96","0.146410401356699",2020-10-27
"Montgomery","Montgomery","2299","179","152","7","20","0.0778599391039582",2020-10-27
"Muscatine","Muscatine","11662","1484","1082","58","344","0.127250900360144",2020-10-27
"O'Brien","O'Brien","3716","685","409","14","262","0.184337997847147",2020-10-27
"Osceola","Osceola","1370","287","190","1","96","0.209489051094891",2020-10-27
"Page","Page","3502","407","310","0","97","0.116219303255283",2020-10-27
"Palo Alto","Palo Alto","2558","315","224","2","89","0.123143080531665",2020-10-27
"Pending Investigation","Pending Investigation","5333","19","0","0","19","0.00356272267016689",2020-10-27
"Plymouth","Plymouth","8101","1670","1165","28","477","0.206147389211208",2020-10-27
