"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-02,"Adair",12896,996,842,32,22,10,3866,876,2,2021-07-02
"Adams",2021-07-02,"Adams",6273,358,342,4,4,0,1706,348,2,2021-07-02
"Allamakee",2021-07-02,"Allamakee",23015,1590,1472,52,42,10,6654,1530,6,2021-07-02
"Appanoose",2021-07-02,"Appanoose",19462,1470,1241,49,44,5,6499,1291,1,2021-07-02
"Audubon",2021-07-02,"Audubon",14070,555,509,11,10,1,2913,536,16,2021-07-02
"Benton",2021-07-02,"Benton",40671,2785,2525,55,44,11,13845,2616,36,2021-07-02
"Black Hawk",2021-07-02,"Black Hawk",231797,17848,15671,316,292,24,75561,16313,326,2021-07-02
"Boone",2021-07-02,"Boone",47028,2875,2651,34,31,3,14851,2686,1,2021-07-02
"Bremer",2021-07-02,"Bremer",43242,3032,2809,62,52,10,13158,2894,23,2021-07-02
"Buchanan",2021-07-02,"Buchanan",34086,2059,1890,34,27,7,10182,1943,19,2021-07-02
"Buena Vista",2021-07-02,"Buena Vista",47498,4978,4222,40,36,4,15591,4273,11,2021-07-02
"Butler",2021-07-02,"Butler",31462,1763,1622,35,31,4,7553,1669,12,2021-07-02
"Calhoun",2021-07-02,"Calhoun",19908,1449,1376,13,12,1,5652,1393,4,2021-07-02
"Carroll",2021-07-02,"Carroll",39394,3086,2819,52,43,9,12023,2873,2,2021-07-02
"Cass",2021-07-02,"Cass",21916,1478,1341,55,49,6,6753,1391,-5,2021-07-02
"Cedar",2021-07-02,"Cedar",34116,2017,1889,23,21,2,9858,1924,12,2021-07-02
"Cerro Gordo",2021-07-02,"Cerro Gordo",84772,6009,5411,97,80,17,27138,5554,46,2021-07-02
"Cherokee",2021-07-02,"Cherokee",22459,1703,1554,38,30,8,6369,1599,7,2021-07-02
"Chickasaw",2021-07-02,"Chickasaw",18971,1324,1234,17,14,3,5870,1251,0,2021-07-02
"Clarke",2021-07-02,"Clarke",14492,1075,985,24,22,2,5261,1013,4,2021-07-02
"Clay",2021-07-02,"Clay",33048,2282,2136,27,22,5,8999,2168,5,2021-07-02
"Clayton",2021-07-02,"Clayton",27504,1800,1658,57,48,9,7762,1712,-3,2021-07-02
"Clinton",2021-07-02,"Clinton",70053,6099,5520,93,79,14,25117,5617,4,2021-07-02
"Crawford",2021-07-02,"Crawford",30113,2933,2647,41,35,6,9305,2687,-1,2021-07-02
"Dallas",2021-07-02,"Dallas",137630,12652,11164,99,85,14,58319,11302,39,2021-07-02
"Davis",2021-07-02,"Davis",12104,927,825,25,23,2,3790,853,3,2021-07-02
"Decatur",2021-07-02,"Decatur",11075,636,610,9,9,0,3792,620,1,2021-07-02
"Delaware",2021-07-02,"Delaware",31425,2157,2064,43,38,5,8666,2111,4,2021-07-02
"Des Moines",2021-07-02,"Des Moines",62368,5072,4601,73,61,12,22930,4697,23,2021-07-02
"Dickinson",2021-07-02,"Dickinson",29284,2690,2453,44,38,6,11106,2495,-2,2021-07-02
"Dubuque",2021-07-02,"Dubuque",206398,14857,13263,212,195,17,61061,13536,61,2021-07-02
