"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-19,"Adair",12115,964,804,32,22,10,3637,845,9,2021-04-19
"Adams",2021-04-19,"Adams",5426,338,315,4,4,0,1595,328,9,2021-04-19
"Allamakee",2021-04-19,"Allamakee",20713,1542,1426,51,41,10,6227,1490,13,2021-04-19
"Appanoose",2021-04-19,"Appanoose",17341,1438,1200,47,43,4,6048,1266,19,2021-04-19
"Audubon",2021-04-19,"Audubon",11942,509,467,9,8,1,2656,493,17,2021-04-19
"Benton",2021-04-19,"Benton",36410,2661,2398,55,44,11,12896,2503,50,2021-04-19
"Black Hawk",2021-04-19,"Black Hawk",208777,16988,14857,306,283,23,70812,15559,396,2021-04-19
"Boone",2021-04-19,"Boone",43308,2775,2462,33,31,2,13991,2588,93,2021-04-19
"Bremer",2021-04-19,"Bremer",38289,2926,2681,60,51,9,12390,2793,52,2021-04-19
"Buchanan",2021-04-19,"Buchanan",30205,1989,1784,31,26,5,9557,1888,73,2021-04-19
"Buena Vista",2021-04-19,"Buena Vista",44194,4862,4123,40,36,4,14848,4217,54,2021-04-19
"Butler",2021-04-19,"Butler",28884,1713,1567,34,30,4,7082,1625,24,2021-04-19
"Calhoun",2021-04-19,"Calhoun",17961,1380,1306,11,11,0,5329,1331,14,2021-04-19
"Carroll",2021-04-19,"Carroll",35642,2992,2686,51,43,8,11456,2791,54,2021-04-19
"Cass",2021-04-19,"Cass",20282,1427,1270,54,48,6,6371,1346,22,2021-04-19
"Cedar",2021-04-19,"Cedar",30050,1924,1739,23,21,2,9222,1842,80,2021-04-19
"Cerro Gordo",2021-04-19,"Cerro Gordo",74721,5621,4978,86,72,14,25115,5223,159,2021-04-19
"Cherokee",2021-04-19,"Cherokee",20524,1672,1473,38,30,8,6071,1571,60,2021-04-19
"Chickasaw",2021-04-19,"Chickasaw",17065,1296,1200,15,13,2,5482,1226,11,2021-04-19
"Clarke",2021-04-19,"Clarke",13122,1043,947,23,22,1,4903,983,13,2021-04-19
"Clay",2021-04-19,"Clay",29579,2221,1913,25,20,5,8520,2112,174,2021-04-19
"Clayton",2021-04-19,"Clayton",24378,1757,1568,55,46,9,7177,1670,47,2021-04-19
"Clinton",2021-04-19,"Clinton",61369,5846,5023,90,78,12,23007,5376,263,2021-04-19
"Crawford",2021-04-19,"Crawford",26915,2855,2547,40,35,5,8887,2618,31,2021-04-19
"Dallas",2021-04-19,"Dallas",124656,12205,10403,96,84,12,54662,10899,400,2021-04-19
"Davis",2021-04-19,"Davis",10752,869,753,24,23,1,3483,799,22,2021-04-19
"Decatur",2021-04-19,"Decatur",10258,602,575,9,9,0,3567,589,5,2021-04-19
"Delaware",2021-04-19,"Delaware",27478,2073,1856,39,35,4,8158,2030,135,2021-04-19
"Des Moines",2021-04-19,"Des Moines",54574,4754,4276,65,54,11,21316,4419,78,2021-04-19
"Dickinson",2021-04-19,"Dickinson",26080,2602,2124,43,37,6,10575,2422,255,2021-04-19
"Dubuque",2021-04-19,"Dubuque",184698,14413,12352,202,188,14,57596,13161,607,2021-04-19
"Emmet",2021-04-19,"Emmet",16626,1360,1140,40,38,2,5172,1287,107,2021-04-19
"Fayette",2021-04-19,"Fayette",35106,1909,1771,41,36,5,9385,1830,18,2021-04-19
"Floyd",2021-04-19,"Floyd",24824,1724,1469,42,32,10,7749,1554,43,2021-04-19
"Franklin",2021-04-19,"Franklin",19105,1225,1081,21,19,2,5330,1127,25,2021-04-19
"Fremont",2021-04-19,"Fremont",7152,649,566,9,7,2,2682,613,38,2021-04-19
"Greene",2021-04-19,"Greene",14574,814,740,10,10,0,4160,767,17,2021-04-19
"Grundy",2021-04-19,"Grundy",18894,1429,1299,32,27,5,5824,1354,23,2021-04-19
