"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Van Buren",2021-01-16,"Van Buren",2302,494,428,12,11,1,54,0.214596003475239
"Wapello",2021-01-16,"Wapello",14443,3402,2899,97,95,2,406,0.235546631586236
"Warren",2021-01-16,"Warren",23452,4364,3499,37,35,2,828,0.186082210472454
"Washington",2021-01-16,"Washington",10115,2142,1727,31,30,1,384,0.211764705882353
"Wayne",2021-01-16,"Wayne",1905,414,342,21,17,4,51,0.217322834645669
"Webster",2021-01-16,"Webster",19173,4672,4202,69,62,7,401,0.243676002712147
"Winnebago",2021-01-16,"Winnebago",5220,1182,1051,29,24,5,102,0.226436781609195
"Winneshiek",2021-01-16,"Winneshiek",8399,1535,1279,19,17,2,237,0.182759852363377
"Woodbury",2021-01-16,"Woodbury",51635,12929,11720,175,162,13,1034,0.250392175849714
"Worth",2021-01-16,"Worth",3147,595,470,3,2,1,122,0.189068954559898
"Wright",2021-01-16,"Wright",7021,1624,1462,24,22,2,138,0.231306081754736
"Total",2021-01-16,"Totals",1418943,304125,265321,4257,3894,363,34547,0.214332076764183
