"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Clinton",2020-12-20,"Clinton",17264,3937,3074,52,47,5,811,0.228046802594995
"Crawford",2020-12-20,"Crawford",7229,2005,1696,17,14,3,292,0.277355097523862
"Dallas",2020-12-20,"Dallas",41915,7479,5983,62,52,10,1434,0.178432542049386
"Davis",2020-12-20,"Davis",2489,604,448,18,17,1,138,0.242667738047409
"Decatur",2020-12-20,"Decatur",2625,393,312,3,3,0,78,0.149714285714286
"Delaware",2020-12-20,"Delaware",6424,1583,1353,28,27,1,202,0.246419676214197
"Des Moines",2020-12-20,"Des Moines",16867,3365,2685,31,28,3,649,0.199501986126756
"Dickinson",2020-12-20,"Dickinson",8485,1638,1270,13,11,2,355,0.19304655274013
"Dubuque",2020-12-20,"Dubuque",46840,10234,8743,133,126,7,1358,0.218488471391973
"Emmet",2020-12-20,"Emmet",4028,940,728,23,22,1,189,0.233366434955313
"Fayette",2020-12-20,"Fayette",7120,1242,968,15,14,1,259,0.174438202247191
"Floyd",2020-12-20,"Floyd",6168,1232,939,31,23,8,262,0.199740596627756
"Franklin",2020-12-20,"Franklin",4018,849,669,17,16,1,163,0.211299153807865
"Fremont",2020-12-20,"Fremont",2141,442,359,5,3,2,78,0.206445586174685
"Greene",2020-12-20,"Greene",3413,616,491,7,7,0,118,0.180486375622619
"Grundy",2020-12-20,"Grundy",4489,1000,789,14,12,2,197,0.222766763198931
"Guthrie",2020-12-20,"Guthrie",4466,881,696,22,17,5,163,0.197268248992387
"Hamilton",2020-12-20,"Hamilton",5990,1393,1023,21,21,0,349,0.232554257095159
"Hancock",2020-12-20,"Hancock",4664,1101,796,23,19,4,282,0.23606346483705
"Hardin",2020-12-20,"Hardin",6652,1389,1077,24,22,2,288,0.208809380637402
"Harrison",2020-12-20,"Harrison",5192,1327,999,51,48,3,277,0.255585516178737
"Henry",2020-12-20,"Henry",8937,2396,1796,21,21,0,579,0.268098914624594
"Howard",2020-12-20,"Howard",3415,661,487,15,11,4,159,0.193557833089312
"Humboldt",2020-12-20,"Humboldt",3809,905,711,18,15,3,176,0.237595169335784
"Ida",2020-12-20,"Ida",2570,664,435,21,20,1,208,0.258365758754864
"Iowa",2020-12-20,"Iowa",6437,1102,856,19,19,0,227,0.171197762933043
"Jackson",2020-12-20,"Jackson",7113,1719,1417,29,28,1,273,0.241670181358077
"Jasper",2020-12-20,"Jasper",13973,2674,2030,50,48,2,594,0.191369068918629
"Jefferson",2020-12-20,"Jefferson",5830,909,653,20,19,1,236,0.155917667238422
"Johnson",2020-12-20,"Johnson",62942,10604,8982,45,41,4,1577,0.168472562041244
"Jones",2020-12-20,"Jones",8034,2521,2231,38,37,1,252,0.313791386606921
"Keokuk",2020-12-20,"Keokuk",3228,754,537,19,19,0,198,0.233581164807931
"Kossuth",2020-12-20,"Kossuth",6135,1441,938,25,24,1,478,0.234881825590872
"Lee",2020-12-20,"Lee",12541,2712,1906,23,19,4,783,0.216250697711506
"Linn",2020-12-20,"Linn",92654,15976,13259,231,217,14,2486,0.172426446780495
"Louisa",2020-12-20,"Louisa",4358,1002,795,23,19,4,184,0.229921982560808
"Lucas",2020-12-20,"Lucas",2876,470,305,7,7,0,158,0.163421418636996
"Lyon",2020-12-20,"Lyon",3646,1188,953,21,19,2,214,0.325836533187054
"Madison",2020-12-20,"Madison",5715,884,647,8,7,1,229,0.154680664916885
"Mahaska",2020-12-20,"Mahaska",8127,1582,1185,32,30,2,365,0.194659776055125
"Marion",2020-12-20,"Marion",11973,2495,1926,40,35,5,529,0.208385534118433
"Marshall",2020-12-20,"Marshall",16486,3875,3295,53,50,3,527,0.235047919446803
"Mills",2020-12-20,"Mills",6413,1235,1018,13,12,1,204,0.192577576797131
"Mitchell",2020-12-20,"Mitchell",4443,957,711,24,24,0,222,0.215395003376097
"Monona",2020-12-20,"Monona",2995,526,394,14,13,1,118,0.175626043405676
"Monroe",2020-12-20,"Monroe",2462,558,415,16,15,1,127,0.226645004061738
"Montgomery",2020-12-20,"Montgomery",3369,671,430,13,12,1,228,0.199168892846542
"Muscatine",2020-12-20,"Muscatine",16942,3408,2684,72,65,7,652,0.201156888206823
"O'Brien",2020-12-20,"O'Brien",5422,1530,1236,48,44,4,246,0.282183696053117
"Osceola",2020-12-20,"Osceola",1982,600,500,6,6,0,94,0.302724520686176
"Page",2020-12-20,"Page",4952,1316,1153,13,13,0,150,0.265751211631664
"Palo Alto",2020-12-20,"Palo Alto",3643,779,604,6,6,0,169,0.213834751578369
"Pending Investigation",2020-12-20,"Pending Investigation",8948,457,388,0,0,0,69,0.0510728654447921
"Plymouth",2020-12-20,"Plymouth",10994,3238,2589,46,40,6,603,0.294524285974168
"Pocahontas",2020-12-20,"Pocahontas",2912,669,512,8,8,0,149,0.229739010989011
"Polk",2020-12-20,"Polk",213146,39295,31398,396,360,36,7501,0.184357201167275
"Pottawattamie",2020-12-20,"Pottawattamie",38316,7803,5903,87,79,8,1813,0.203648606326339
"Poweshiek",2020-12-20,"Poweshiek",6676,1142,931,22,21,1,189,0.17106051527861
"Ringgold",2020-12-20,"Ringgold",1888,339,186,7,6,1,146,0.179555084745763
"Sac",2020-12-20,"Sac",4336,999,764,11,11,0,224,0.23039667896679
"Scott",2020-12-20,"Scott",68121,13490,10390,139,131,8,2961,0.19802997607199
"Shelby",2020-12-20,"Shelby",4137,897,710,23,23,0,164,0.216823785351704
"Sioux",2020-12-20,"Sioux",12937,4192,3581,41,40,1,570,0.324031846641416
"Story",2020-12-20,"Story",44628,7704,6494,26,22,4,1184,0.172627050282334
"Tama",2020-12-20,"Tama",6795,1694,1430,55,53,2,209,0.249300956585725
"Taylor",2020-12-20,"Taylor",2068,517,430,8,7,1,79,0.25
"Union",2020-12-20,"Union",5406,971,698,16,16,0,257,0.179615242323344
"Van Buren",2020-12-20,"Van Buren",2143,435,348,11,10,1,76,0.202986467568829
"Wapello",2020-12-20,"Wapello",13254,2974,2358,90,88,2,526,0.224385091293195
"Warren",2020-12-20,"Warren",21532,3500,2583,28,26,2,889,0.162548764629389
"Washington",2020-12-20,"Washington",9266,1746,1291,27,26,1,428,0.188430822361321
"Wayne",2020-12-20,"Wayne",1763,352,279,21,17,4,52,0.199659671015315
"Webster",2020-12-20,"Webster",18112,4224,3366,56,50,6,802,0.23321554770318
"Winnebago",2020-12-20,"Winnebago",4879,1071,852,28,23,5,191,0.219512195121951
"Winneshiek",2020-12-20,"Winneshiek",7713,1293,891,17,15,2,385,0.167639050952937
"Woodbury",2020-12-20,"Woodbury",48442,11823,9946,159,149,10,1718,0.244065067503406
"Worth",2020-12-20,"Worth",2861,468,340,2,2,0,126,0.163579168123034
"Wright",2020-12-20,"Wright",6647,1462,1160,14,12,2,288,0.219948849104859
"Total",2020-12-20,"Totals",1315996,267144,213643,3588,3294,294,49913,0.202997577500236
