"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1487","67","45","1","21","0.0450571620712845",2020-09-22
"Adams","Adams","596","29","25","0","4","0.0486577181208054",2020-09-22
"Allamakee","Allamakee","2782","250","164","6","80","0.089863407620417",2020-09-22
"Appanoose","Appanoose","2458","125","104","3","18","0.0508543531326282",2020-09-22
"Audubon","Audubon","1048","68","35","1","32","0.0648854961832061",2020-09-22
"Benton","Benton","4945","287","183","1","103","0.0580384226491405",2020-09-22
"Black Hawk","Black Hawk","33557","4375","3491","86","798","0.130375182525256",2020-09-22
"Boone","Boone","5962","479","320","8","151","0.0803421670580342",2020-09-22
"Bremer","Bremer","5002","468","265","7","196","0.093562574970012",2020-09-22
"Buchanan","Buchanan","4199","252","164","1","87","0.0600142891164563",2020-09-22
"Buena Vista","Buena Vista","9047","1951","1808","12","131","0.215651597214546",2020-09-22
"Butler","Butler","3163","262","234","2","26","0.0828327537148277",2020-09-22
"Calhoun","Calhoun","2372","172","123","2","47","0.0725126475548061",2020-09-22
"Carroll","Carroll","5374","637","316","5","316","0.118533680684779",2020-09-22
"Cass","Cass","2429","137","117","2","18","0.0564018114450391",2020-09-22
"Cedar","Cedar","3643","224","146","1","77","0.0614877847927532",2020-09-22
"Cerro Gordo","Cerro Gordo","10980","1002","726","21","255","0.0912568306010929",2020-09-22
"Cherokee","Cherokee","2508","204","134","2","68","0.0813397129186603",2020-09-22
"Chickasaw","Chickasaw","2489","224","186","0","38","0.0899959823222178",2020-09-22
"Clarke","Clarke","2193","256","221","3","32","0.116735066119471",2020-09-22
"Clay","Clay","3538","296","231","3","62","0.0836630864895421",2020-09-22
"Clayton","Clayton","3105","234","205","3","26","0.0753623188405797",2020-09-22
"Clinton","Clinton","9300","1076","722","19","335","0.115698924731183",2020-09-22
"Crawford","Crawford","4862","1014","801","5","208","0.20855614973262",2020-09-22
"Dallas","Dallas","24587","2698","2123","38","537","0.109732785618416",2020-09-22
"Davis","Davis","1217","116","74","4","38","0.09531635168447",2020-09-22
"Decatur","Decatur","1421","60","39","0","21","0.0422237860661506",2020-09-22
"Delaware","Delaware","3674","345","283","3","59","0.0939031028851388",2020-09-22
"Des Moines","Des Moines","8401","740","479","7","254","0.0880847518152601",2020-09-22
"Dickinson","Dickinson","4982","487","401","6","80","0.097751906864713",2020-09-22
"Dubuque","Dubuque","28165","2834","1905","41","888","0.100621338540742",2020-09-22
"Emmet","Emmet","2084","252","207","10","35","0.120921305182342",2020-09-22
"Fayette","Fayette","3851","200","128","2","70","0.0519345624513113",2020-09-22
"Floyd","Floyd","3727","302","250","3","49","0.0810303192916555",2020-09-22
"Franklin","Franklin","2446","342","281","18","43","0.139820114472608",2020-09-22
"Fremont","Fremont","1063","90","55","0","35","0.0846660395108184",2020-09-22
"Greene","Greene","1847","89","49","0","40","0.0481862479696806",2020-09-22
"Grundy","Grundy","2671","206","118","2","86","0.0771246724073381",2020-09-22
"Guthrie","Guthrie","2558","231","159","5","67","0.0903049257232213",2020-09-22
"Hamilton","Hamilton","3517","315","257","3","55","0.08956497014501",2020-09-22
"Hancock","Hancock","2469","174","155","2","17","0.0704738760631835",2020-09-22
"Hardin","Hardin","3513","284","213","1","70","0.080842584685454",2020-09-22
"Harrison","Harrison","2545","181","154","2","25","0.0711198428290766",2020-09-22
"Henry","Henry","4775","621","217","4","400","0.130052356020942",2020-09-22
"Howard","Howard","1950","182","113","6","63","0.0933333333333333",2020-09-22
"Humboldt","Humboldt","2140","176","104","3","69","0.0822429906542056",2020-09-22
"Ida","Ida","1416","103","38","0","65","0.0727401129943503",2020-09-22
"Iowa","Iowa","3693","192","106","1","85","0.0519902518277823",2020-09-22
"Jackson","Jackson","3703","306","192","3","111","0.0826357007831488",2020-09-22
"Jasper","Jasper","7402","773","513","32","228","0.104431234801405",2020-09-22
"Jefferson","Jefferson","2667","134","108","1","25","0.0502437195350581",2020-09-22
"Johnson","Johnson","38158","5020","2830","27","2163","0.131558257770323",2020-09-22
"Jones","Jones","3687","248","159","3","86","0.0672633577434228",2020-09-22
"Keokuk","Keokuk","1621","92","47","1","44","0.0567550894509562",2020-09-22
"Kossuth","Kossuth","3246","231","116","0","115","0.0711645101663586",2020-09-22
"Lee","Lee","5966","602","337","7","258","0.1009051290647",2020-09-22
"Linn","Linn","48234","3813","2957","108","748","0.079052120910561",2020-09-22
"Louisa","Louisa","2418","425","371","15","39","0.175765095119934",2020-09-22
"Lucas","Lucas","1536","153","79","6","68","0.099609375",2020-09-22
"Lyon","Lyon","1706","260","169","3","88","0.152403282532239",2020-09-22
"Madison","Madison","3327","206","157","2","47","0.0619176435226931",2020-09-22
"Mahaska","Mahaska","4621","351","247","19","85","0.075957584938325",2020-09-22
"Marion","Marion","6559","727","581","5","141","0.110840067083397",2020-09-22
"Marshall","Marshall","10642","1762","1560","34","168","0.165570381507235",2020-09-22
"Mills","Mills","3488","169","119","1","49","0.0484518348623853",2020-09-22
"Mitchell","Mitchell","2667","183","90","0","93","0.0686164229471316",2020-09-22
"Monona","Monona","1675","140","104","1","35","0.0835820895522388",2020-09-22
"Monroe","Monroe","1316","150","86","10","54","0.113981762917933",2020-09-22
"Montgomery","Montgomery","1825","90","80","5","5","0.0493150684931507",2020-09-22
"Muscatine","Muscatine","9026","1068","887","54","127","0.11832483935298",2020-09-22
"O'Brien","O'Brien","2789","310","177","9","124","0.111150950161348",2020-09-22
"Osceola","Osceola","885","132","94","0","38","0.149152542372881",2020-09-22
"Page","Page","2561","142","138","0","4","0.0554470909800859",2020-09-22
"Palo Alto","Palo Alto","2029","163","104","0","59","0.0803351404632824",2020-09-22
"Pending Investigation","Pending Investigation","2108","9","0","0","9","0.00426944971537002",2020-09-22
"Plymouth","Plymouth","6217","1058","643","20","395","0.170178542705485",2020-09-22
"Pocahontas","Pocahontas","1624","154","119","2","33","0.0948275862068965",2020-09-22
"Polk","Polk","126313","15370","11921","259","3190","0.121681853807605",2020-09-22
"Pottawattamie","Pottawattamie","20307","2002","1630","38","334","0.0985866942433644",2020-09-22
"Poweshiek","Poweshiek","3376","253","190","8","55","0.0749407582938389",2020-09-22
"Ringgold","Ringgold","1071","44","37","2","5","0.0410830999066293",2020-09-22
"Sac","Sac","2492","220","103","0","117","0.0882825040128411",2020-09-22
"Scott","Scott","35370","2819","2062","27","730","0.0797003109980209",2020-09-22
"Shelby","Shelby","2253","244","232","1","11","0.108300044385264",2020-09-22
"Sioux","Sioux","6872","1373","839","3","531","0.199796274738068",2020-09-22
"Story","Story","29024","3315","1735","17","1563","0.114215821389195",2020-09-22
"Tama","Tama","4224","694","599","31","64","0.164299242424242",2020-09-22
"Taylor","Taylor","1190","125","111","1","13","0.105042016806723",2020-09-22
"Union","Union","2947","122","86","3","33","0.0413980318968442",2020-09-22
"Van Buren","Van Buren","1152","111","48","1","62","0.0963541666666667",2020-09-22
"Wapello","Wapello","7917","1274","1146","57","71","0.160919540229885",2020-09-22
"Warren","Warren","12026","932","678","6","248","0.077498752702478",2020-09-22
"Washington","Washington","4630","433","329","11","93","0.0935205183585313",2020-09-22
"Wayne","Wayne","1048","84","60","2","22","0.0801526717557252",2020-09-22
"Webster","Webster","11524","1203","724","14","465","0.104390836515099",2020-09-22
"Winnebago","Winnebago","2872","275","142","11","122","0.0957520891364902",2020-09-22
"Winneshiek","Winneshiek","3914","300","222","5","73","0.0766479305058763",2020-09-22
"Woodbury","Woodbury","28902","5042","3960","63","1019","0.174451595045326",2020-09-22
"Worth","Worth","1576","103","76","0","27","0.0653553299492386",2020-09-22
"Wright","Wright","4212","563","494","1","68","0.13366571699905",2020-09-22
"Total","Totals","744666","81081","59162","1284","20635","0.108882371425579",2020-09-22
