"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-29,"Adair",11580,956,779,31,22,9,3543,836,26,2021-03-29
"Adams",2021-03-29,"Adams",5107,327,316,4,4,0,1555,319,-1,2021-03-29
"Allamakee",2021-03-29,"Allamakee",19786,1533,1363,49,39,10,6087,1483,71,2021-03-29
"Appanoose",2021-03-29,"Appanoose",16583,1419,1184,47,43,4,5885,1249,18,2021-03-29
"Audubon",2021-03-29,"Audubon",11091,499,459,9,8,1,2560,483,15,2021-03-29
"Benton",2021-03-29,"Benton",34541,2623,2323,54,44,10,12531,2469,92,2021-03-29
"Black Hawk",2021-03-29,"Black Hawk",199177,16638,14602,300,279,21,68898,15241,339,2021-03-29
"Boone",2021-03-29,"Boone",41222,2692,2390,31,29,2,13534,2506,85,2021-03-29
"Bremer",2021-03-29,"Bremer",36031,2888,2613,57,48,9,12043,2755,85,2021-03-29
"Buchanan",2021-03-29,"Buchanan",28346,1932,1730,30,26,4,9272,1834,74,2021-03-29
"Buena Vista",2021-03-29,"Buena Vista",42258,4816,4068,39,35,4,14562,4180,73,2021-03-29
"Butler",2021-03-29,"Butler",27660,1696,1545,33,29,4,6906,1609,31,2021-03-29
"Calhoun",2021-03-29,"Calhoun",17156,1370,1277,11,11,0,5217,1321,33,2021-03-29
"Carroll",2021-03-29,"Carroll",33767,2934,2615,49,42,7,11146,2730,66,2021-03-29
"Cass",2021-03-29,"Cass",19440,1398,1223,53,48,5,6225,1326,50,2021-03-29
"Cedar",2021-03-29,"Cedar",28269,1859,1682,23,21,2,8965,1778,73,2021-03-29
"Cerro Gordo",2021-03-29,"Cerro Gordo",71156,5467,4892,85,71,14,24349,5094,117,2021-03-29
"Cherokee",2021-03-29,"Cherokee",19470,1640,1401,37,29,8,5932,1538,100,2021-03-29
"Chickasaw",2021-03-29,"Chickasaw",16193,1273,1178,15,13,2,5333,1209,16,2021-03-29
"Clarke",2021-03-29,"Clarke",12512,1031,923,23,22,1,4790,971,25,2021-03-29
"Clay",2021-03-29,"Clay",27360,2101,1808,25,20,5,8188,1994,161,2021-03-29
"Clayton",2021-03-29,"Clayton",23041,1706,1553,55,46,9,6906,1624,16,2021-03-29
"Clinton",2021-03-29,"Clinton",57422,5627,4919,87,76,11,22087,5172,166,2021-03-29
"Crawford",2021-03-29,"Crawford",25825,2822,2489,36,31,5,8672,2590,65,2021-03-29
"Dallas",2021-03-29,"Dallas",118688,11904,10053,94,83,11,53021,10618,471,2021-03-29
"Davis",2021-03-29,"Davis",10221,855,735,24,23,1,3363,784,25,2021-03-29
"Decatur",2021-03-29,"Decatur",9779,594,560,9,9,0,3500,580,11,2021-03-29
"Delaware",2021-03-29,"Delaware",25197,1975,1811,39,35,4,7851,1931,81,2021-03-29
"Des Moines",2021-03-29,"Des Moines",52205,4671,4212,64,53,11,20786,4346,70,2021-03-29
"Dickinson",2021-03-29,"Dickinson",24190,2410,1980,41,35,6,10159,2243,222,2021-03-29
"Dubuque",2021-03-29,"Dubuque",174102,13871,12185,200,186,14,55866,12672,287,2021-03-29
"Emmet",2021-03-29,"Emmet",15434,1290,1101,40,38,2,4937,1220,79,2021-03-29
"Fayette",2021-03-29,"Fayette",32783,1895,1734,39,34,5,9098,1817,44,2021-03-29
"Floyd",2021-03-29,"Floyd",23547,1680,1430,41,31,10,7556,1517,46,2021-03-29
"Franklin",2021-03-29,"Franklin",18400,1208,1064,21,19,2,5176,1111,26,2021-03-29
"Fremont",2021-03-29,"Fremont",6776,611,542,10,8,2,2593,582,30,2021-03-29
"Greene",2021-03-29,"Greene",13823,801,716,10,10,0,4033,753,27,2021-03-29
"Grundy",2021-03-29,"Grundy",18082,1409,1288,31,26,5,5670,1336,17,2021-03-29
"Guthrie",2021-03-29,"Guthrie",16926,1217,1069,28,23,5,5531,1138,41,2021-03-29
"Hamilton",2021-03-29,"Hamilton",22090,1943,1694,46,43,3,7404,1757,17,2021-03-29
"Hancock",2021-03-29,"Hancock",19672,1501,1340,33,27,6,5868,1405,32,2021-03-29
"Hardin",2021-03-29,"Hardin",31920,1877,1654,40,33,7,8223,1751,57,2021-03-29
"Harrison",2021-03-29,"Harrison",19769,1838,1597,71,67,4,6303,1708,40,2021-03-29
"Henry",2021-03-29,"Henry",33882,2969,2757,37,36,1,10790,2833,39,2021-03-29
"Howard",2021-03-29,"Howard",15772,1062,968,22,18,4,4529,1021,31,2021-03-29
"Humboldt",2021-03-29,"Humboldt",14463,1218,1102,26,23,3,4665,1171,43,2021-03-29
"Ida",2021-03-29,"Ida",11472,980,768,32,30,2,3269,872,72,2021-03-29
"Iowa",2021-03-29,"Iowa",27541,1496,1366,23,21,2,7963,1434,45,2021-03-29
"Jackson",2021-03-29,"Jackson",23731,2264,2058,41,38,3,8939,2140,41,2021-03-29
"Jasper",2021-03-29,"Jasper",47786,4346,3806,69,64,5,17868,4013,138,2021-03-29
"Jefferson",2021-03-29,"Jefferson",19053,1409,1257,35,29,6,7542,1299,7,2021-03-29
"Johnson",2021-03-29,"Johnson",193775,14277,12992,78,73,5,77978,13478,408,2021-03-29
"Jones",2021-03-29,"Jones",23946,2999,2792,55,51,4,9740,2891,44,2021-03-29
"Keokuk",2021-03-29,"Keokuk",14589,1001,891,30,30,0,4123,934,13,2021-03-29
"Kossuth",2021-03-29,"Kossuth",23962,2180,1923,58,51,7,7766,2064,83,2021-03-29
"Lee",2021-03-29,"Lee",50440,3865,3568,55,42,13,15622,3632,9,2021-03-29
"Linn",2021-03-29,"Linn",267805,21118,19079,324,291,33,114490,19830,427,2021-03-29
"Louisa",2021-03-29,"Louisa",16108,1307,1179,48,41,7,5316,1243,16,2021-03-29
"Lucas",2021-03-29,"Lucas",8686,774,689,22,18,4,3723,745,34,2021-03-29
"Lyon",2021-03-29,"Lyon",14297,1506,1415,41,37,4,4501,1498,42,2021-03-29
"Madison",2021-03-29,"Madison",19029,1635,1424,19,15,4,7574,1500,57,2021-03-29
