"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-02-03,"Adair",3219,710,625,24,19,5,61,0.220565392979186
"Adams",2021-02-03,"Adams",1411,309,280,3,3,0,26,0.218993621545004
"Allamakee",2021-02-03,"Allamakee",5362,1331,1187,37,32,5,107,0.248228273032451
"Appanoose",2021-02-03,"Appanoose",5318,1150,993,43,41,2,114,0.216246709289206
"Audubon",2021-02-03,"Audubon",2296,436,384,8,8,0,44,0.189895470383275
"Benton",2021-02-03,"Benton",11176,2187,1981,51,41,10,155,0.195687186828919
"Black Hawk",2021-02-03,"Black Hawk",63478,14432,13071,261,246,15,1100,0.227354358990516
"Boone",2021-02-03,"Boone",12127,2293,2021,24,22,2,248,0.189082213243176
"Bremer",2021-02-03,"Bremer",10877,2554,2313,51,45,6,190,0.234807391744047
"Buchanan",2021-02-03,"Buchanan",8396,1669,1487,24,22,2,158,0.198785135778942
"Buena Vista",2021-02-03,"Buena Vista",13645,4011,3786,35,32,3,190,0.29395382924148
"Butler",2021-02-03,"Butler",6291,1543,1352,29,26,3,162,0.245271022095056
"Calhoun",2021-02-03,"Calhoun",4827,1252,1192,9,9,0,51,0.259374352599959
"Carroll",2021-02-03,"Carroll",10325,2600,2419,43,37,6,138,0.25181598062954
"Cass",2021-02-03,"Cass",5648,1186,1042,45,43,2,99,0.209985835694051
"Cedar",2021-02-03,"Cedar",8026,1598,1413,20,19,1,165,0.199102915524545
"Cerro Gordo",2021-02-03,"Cerro Gordo",21504,4825,4402,74,62,12,349,0.224376860119048
"Cherokee",2021-02-03,"Cherokee",5369,1411,1288,32,27,5,91,0.262804991618551
"Chickasaw",2021-02-03,"Chickasaw",4788,1154,1081,12,11,1,61,0.241019214703425
"Clarke",2021-02-03,"Clarke",4281,868,718,13,13,0,137,0.202756365335202
"Clay",2021-02-03,"Clay",7458,1766,1578,24,19,5,164,0.236792705819254
"Clayton",2021-02-03,"Clayton",6230,1563,1427,51,43,8,85,0.250882825040128
"Clinton",2021-02-03,"Clinton",19645,4732,4235,72,65,7,425,0.240875540850089
"Crawford",2021-02-03,"Crawford",7975,2396,2175,31,28,3,190,0.300438871473354
"Dallas",2021-02-03,"Dallas",47630,9425,8249,78,67,11,1098,0.197879487717825
"Davis",2021-02-03,"Davis",2889,724,649,23,22,1,52,0.250605745932849
"Decatur",2021-02-03,"Decatur",3162,520,458,5,5,0,57,0.164452877925364
"Delaware",2021-02-03,"Delaware",7086,1803,1632,37,33,4,134,0.254445385266723
"Des Moines",2021-02-03,"Des Moines",18923,4057,3612,53,46,7,392,0.214395180468213
"Dickinson",2021-02-03,"Dickinson",9290,1913,1737,34,31,3,142,0.205920344456405
"Dubuque",2021-02-03,"Dubuque",51628,11872,10758,177,168,9,937,0.229952738823894
"Emmet",2021-02-03,"Emmet",4524,1116,1014,35,34,1,67,0.246684350132626
"Fayette",2021-02-03,"Fayette",8206,1703,1468,26,23,3,209,0.2075310748233
"Floyd",2021-02-03,"Floyd",6860,1439,1298,38,30,8,103,0.209766763848397
"Franklin",2021-02-03,"Franklin",4595,1057,941,19,18,1,97,0.230032644178455
"Fremont",2021-02-03,"Fremont",2403,535,477,8,6,2,50,0.222638368705784
"Greene",2021-02-03,"Greene",3701,709,655,8,8,0,46,0.191569845987571
"Grundy",2021-02-03,"Grundy",5197,1250,1142,28,23,5,80,0.240523378872426
"Guthrie",2021-02-03,"Guthrie",5014,1059,968,27,22,5,64,0.211208615875548
"Hamilton",2021-02-03,"Hamilton",6667,1655,1503,36,35,1,116,0.248237588120594
"Hancock",2021-02-03,"Hancock",5290,1346,1212,25,20,5,109,0.254442344045369
"Hardin",2021-02-03,"Hardin",7414,1610,1470,33,30,3,107,0.217156730509846
"Harrison",2021-02-03,"Harrison",5887,1619,1424,65,61,4,130,0.275012739935451
"Henry",2021-02-03,"Henry",9856,2721,2495,33,33,0,193,0.276075487012987
"Howard",2021-02-03,"Howard",3932,912,757,20,16,4,135,0.231943031536114
"Humboldt",2021-02-03,"Humboldt",4289,1094,987,20,17,3,87,0.255071112147354
"Ida",2021-02-03,"Ida",2904,786,683,30,29,1,73,0.270661157024793
"Iowa",2021-02-03,"Iowa",7231,1319,1166,23,21,2,130,0.182409072050892
"Jackson",2021-02-03,"Jackson",8046,2000,1799,35,32,3,166,0.248570718369376
"Jasper",2021-02-03,"Jasper",15844,3424,2955,63,59,4,406,0.216107043675839
"Jefferson",2021-02-03,"Jefferson",6706,1242,1094,29,26,3,119,0.185207277065315
"Johnson",2021-02-03,"Johnson",70680,12541,11367,62,58,4,1112,0.17743350311262
"Jones",2021-02-03,"Jones",8876,2789,2611,53,50,3,125,0.314218116268589
"Keokuk",2021-02-03,"Keokuk",3646,875,801,28,28,0,46,0.239989029072957
"Kossuth",2021-02-03,"Kossuth",6993,1879,1580,49,44,5,250,0.268697268697269
"Lee",2021-02-03,"Lee",14224,3390,2976,42,32,10,372,0.238329583802025
"Linn",2021-02-03,"Linn",103925,18647,16824,294,267,27,1529,0.179427471734424
"Louisa",2021-02-03,"Louisa",4877,1185,1081,34,28,6,70,0.242977240106623
"Lucas",2021-02-03,"Lucas",3375,680,609,12,10,2,59,0.201481481481481
"Lyon",2021-02-03,"Lyon",4139,1402,1263,37,33,4,102,0.338729161633245
"Madison",2021-02-03,"Madison",6752,1317,1051,12,10,2,254,0.195053317535545
"Mahaska",2021-02-03,"Mahaska",9312,2048,1779,40,36,4,229,0.219931271477663
"Marion",2021-02-03,"Marion",13816,3206,2834,59,51,8,313,0.232049797336422
"Marshall",2021-02-03,"Marshall",18727,4424,4099,68,63,5,257,0.236236450045389
"Mills",2021-02-03,"Mills",7026,1412,1307,17,16,1,88,0.200967833760319
"Mitchell",2021-02-03,"Mitchell",4962,1181,1074,39,38,1,68,0.238008867392181
"Monona",2021-02-03,"Monona",3364,731,575,21,20,1,135,0.217300832342449
"Monroe",2021-02-03,"Monroe",2995,842,719,26,21,5,97,0.281135225375626
"Montgomery",2021-02-03,"Montgomery",3966,927,776,30,29,1,121,0.233736762481089
"Muscatine",2021-02-03,"Muscatine",19100,4019,3608,83,75,8,328,0.210418848167539
"O'Brien",2021-02-03,"O'Brien",5968,1731,1584,58,54,4,89,0.29004691689008
"Osceola",2021-02-03,"Osceola",2186,655,613,12,10,2,30,0.299634034766697
"Page",2021-02-03,"Page",5457,1527,1397,17,16,1,113,0.279824079164376
"Palo Alto",2021-02-03,"Palo Alto",4001,939,850,16,15,1,73,0.234691327168208
"Pending Investigation",2021-02-03,"Pending Investigation",8881,1077,758,0,0,0,319,0.121270127237924
"Plymouth",2021-02-03,"Plymouth",12037,3571,3353,73,66,7,145,0.29666860513417
"Pocahontas",2021-02-03,"Pocahontas",3172,794,742,17,17,0,35,0.25031525851198
"Polk",2021-02-03,"Polk",241608,48376,42730,500,447,53,5146,0.200225158107347
"Pottawattamie",2021-02-03,"Pottawattamie",42750,9387,8517,126,112,14,744,0.219578947368421
"Poweshiek",2021-02-03,"Poweshiek",7827,1402,1229,27,25,2,146,0.17912354669733
"Ringgold",2021-02-03,"Ringgold",2143,477,390,12,11,1,75,0.222585160989267
"Sac",2021-02-03,"Sac",4798,1145,1050,17,17,0,78,0.238641100458524
"Scott",2021-02-03,"Scott",76804,16342,14644,182,172,10,1516,0.212775376282485
"Shelby",2021-02-03,"Shelby",4739,1104,948,29,28,1,127,0.232960540198354
"Sioux",2021-02-03,"Sioux",14259,4638,4381,64,61,3,193,0.325268251630549
"Story",2021-02-03,"Story",49760,9058,8239,40,35,5,779,0.182033762057878
"Tama",2021-02-03,"Tama",7638,1948,1758,61,59,2,129,0.255040586540979
"Taylor",2021-02-03,"Taylor",2287,617,566,11,9,2,40,0.269785745518146
"Union",2021-02-03,"Union",5968,1146,1035,27,24,3,84,0.192024128686327
"Van Buren",2021-02-03,"Van Buren",2403,520,460,16,13,3,44,0.216396171452351
"Wapello",2021-02-03,"Wapello",15407,3615,3149,100,98,2,366,0.234633608100214
"Warren",2021-02-03,"Warren",24656,4792,3991,59,55,4,742,0.194354315379624
"Washington",2021-02-03,"Washington",10598,2292,1995,39,37,2,258,0.216267220230232
"Wayne",2021-02-03,"Wayne",1980,427,385,21,17,4,21,0.215656565656566
"Webster",2021-02-03,"Webster",19675,4777,4495,81,69,12,201,0.24279542566709
"Winnebago",2021-02-03,"Winnebago",5456,1249,1112,30,25,5,107,0.228922287390029
"Winneshiek",2021-02-03,"Winneshiek",8868,1669,1408,24,20,4,237,0.188204781235904
"Woodbury",2021-02-03,"Woodbury",53210,13296,12440,198,184,14,658,0.249877842510806
"Worth",2021-02-03,"Worth",3278,629,558,4,3,1,67,0.191885295912142
"Wright",2021-02-03,"Wright",7270,1690,1548,28,24,4,114,0.232462173314993
"Total",2021-02-03,"Totals",1480685,321271,288312,4919,4460,459,28040,0.216974575956399
