"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2395","345","134","5","206","0.144050104384134",2020-11-16
"Adams","Adams","1025","136","66","1","69","0.132682926829268",2020-11-16
"Allamakee","Allamakee","3902","616","328","9","279","0.157867760123014",2020-11-16
"Appanoose","Appanoose","3909","619","211","3","405","0.158352519826042",2020-11-16
"Audubon","Audubon","1668","253","130","1","122","0.151678657074341",2020-11-16
"Benton","Benton","8498","1354","503","10","841","0.159331607437044",2020-11-16
"Black Hawk","Black Hawk","47776","9143","5094","116","3933","0.191372237106497",2020-11-16
"Boone","Boone","8545","1086","664","10","412","0.127091866588648",2020-11-16
"Bremer","Bremer","7795","1511","612","12","887","0.193842206542656",2020-11-16
"Buchanan","Buchanan","6287","909","386","6","517","0.144584062350883",2020-11-16
"Buena Vista","Buena Vista","11132","2728","2182","13","533","0.245059288537549",2020-11-16
"Butler","Butler","4657","774","434","3","337","0.166201417221387",2020-11-16
"Calhoun","Calhoun","3888","873","342","6","525","0.224537037037037",2020-11-16
"Carroll","Carroll","8049","1716","1012","14","690","0.21319418561312",2020-11-16
"Cass","Cass","4142","649","411","14","224","0.156687590535973",2020-11-16
"Cedar","Cedar","5911","853","376","13","464","0.144307223819997",2020-11-16
"Cerro Gordo","Cerro Gordo","15981","2695","1224","32","1439","0.168637757336838",2020-11-16
"Cherokee","Cherokee","3862","643","362","4","277","0.16649404453651",2020-11-16
"Chickasaw","Chickasaw","3555","634","467","1","166","0.178340365682138",2020-11-16
"Clarke","Clarke","3057","431","305","4","122","0.140987896630684",2020-11-16
"Clay","Clay","5420","898","476","4","418","0.165682656826568",2020-11-16
"Clayton","Clayton","4570","839","389","4","446","0.183588621444201",2020-11-16
"Clinton","Clinton","14285","2651","1334","35","1282","0.185579278963948",2020-11-16
"Crawford","Crawford","6508","1601","1294","15","292","0.2460049170252",2020-11-16
"Dallas","Dallas","35182","5300","3236","53","2011","0.150645216303792",2020-11-16
"Davis","Davis","1970","346","154","4","188","0.175634517766497",2020-11-16
"Decatur","Decatur","2214","263","127","0","136","0.118789521228546",2020-11-16
"Delaware","Delaware","5462","1204","673","18","513","0.220432076162578",2020-11-16
"Des Moines","Des Moines","14113","2374","1202","14","1158","0.16821370367746",2020-11-16
"Dickinson","Dickinson","7079","1116","674","9","433","0.157649385506427",2020-11-16
"Dubuque","Dubuque","40881","7855","4661","79","3115","0.192143049338323",2020-11-16
"Emmet","Emmet","3245","623","380","22","221","0.191987673343606",2020-11-16
"Fayette","Fayette","5864","803","338","8","457","0.13693724420191",2020-11-16
"Floyd","Floyd","5164","761","476","12","273","0.147366382649109",2020-11-16
"Franklin","Franklin","3398","586","391","19","176","0.172454384932313",2020-11-16
"Fremont","Fremont","1764","295","176","2","117","0.167233560090703",2020-11-16
"Greene","Greene","2871","399","174","0","225","0.138975966562173",2020-11-16
