"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1476","65","42","1","22","0.0440379403794038",2020-09-20
"Adams","Adams","589","28","23","0","5","0.0475382003395586",2020-09-20
"Allamakee","Allamakee","2754","243","162","5","76","0.0882352941176471",2020-09-20
"Appanoose","Appanoose","2422","120","102","3","15","0.0495458298926507",2020-09-20
"Audubon","Audubon","1020","59","35","1","23","0.057843137254902",2020-09-20
"Benton","Benton","4866","281","180","1","100","0.0577476366625565",2020-09-20
"Black Hawk","Black Hawk","33248","4339","3445","86","808","0.130504090471607",2020-09-20
"Boone","Boone","5868","466","315","7","144","0.0794137695978187",2020-09-20
"Bremer","Bremer","4945","463","258","7","198","0.0936299292214358",2020-09-20
"Buchanan","Buchanan","4129","235","162","1","72","0.0569145071445871",2020-09-20
"Buena Vista","Buena Vista","9010","1942","1803","12","127","0.215538290788013",2020-09-20
"Butler","Butler","3138","258","232","2","24","0.0822179732313576",2020-09-20
"Calhoun","Calhoun","2333","169","119","2","48","0.0724389198456922",2020-09-20
"Carroll","Carroll","5343","633","300","5","328","0.118472768107805",2020-09-20
"Cass","Cass","2402","129","114","2","13","0.0537052456286428",2020-09-20
"Cedar","Cedar","3574","219","146","1","72","0.0612758813654169",2020-09-20
"Cerro Gordo","Cerro Gordo","10868","994","708","21","265","0.0914611704085388",2020-09-20
"Cherokee","Cherokee","2430","186","133","2","51","0.0765432098765432",2020-09-20
"Chickasaw","Chickasaw","2451","207","177","0","30","0.0844553243574051",2020-09-20
"Clarke","Clarke","2169","255","215","3","37","0.117565698478562",2020-09-20
"Clay","Clay","3509","289","228","3","58","0.0823596466229695",2020-09-20
"Clayton","Clayton","3070","232","201","3","28","0.0755700325732899",2020-09-20
"Clinton","Clinton","9216","1062","680","18","364","0.115234375",2020-09-20
"Crawford","Crawford","4806","996","790","4","202","0.207240948813983",2020-09-20
"Dallas","Dallas","24468","2679","2080","38","561","0.109489946051986",2020-09-20
"Davis","Davis","1189","113","74","4","35","0.0950378469301934",2020-09-20
"Decatur","Decatur","1396","58","37","0","21","0.0415472779369628",2020-09-20
"Delaware","Delaware","3640","333","277","3","53","0.0914835164835165",2020-09-20
"Des Moines","Des Moines","8349","737","452","7","278","0.0882740447957839",2020-09-20
"Dickinson","Dickinson","4961","483","396","6","81","0.0973594033460996",2020-09-20
"Dubuque","Dubuque","27903","2773","1883","40","850","0.0993799949826184",2020-09-20
"Emmet","Emmet","2068","252","204","10","38","0.121856866537718",2020-09-20
"Fayette","Fayette","3784","187","124","1","62","0.0494186046511628",2020-09-20
"Floyd","Floyd","3696","296","237","3","56","0.0800865800865801",2020-09-20
"Franklin","Franklin","2420","336","281","17","38","0.138842975206612",2020-09-20
"Fremont","Fremont","1048","86","54","0","32","0.0820610687022901",2020-09-20
"Greene","Greene","1802","84","47","0","37","0.04661487236404",2020-09-20
"Grundy","Grundy","2651","203","112","2","89","0.0765748774047529",2020-09-20
"Guthrie","Guthrie","2530","217","157","5","55","0.0857707509881423",2020-09-20
"Hamilton","Hamilton","3493","314","255","3","56","0.0898940738620097",2020-09-20
"Hancock","Hancock","2460","172","154","2","16","0.0699186991869919",2020-09-20
"Hardin","Hardin","3462","276","212","1","63","0.0797227036395147",2020-09-20
"Harrison","Harrison","2526","177","152","2","23","0.0700712589073634",2020-09-20
"Henry","Henry","4707","603","204","4","395","0.12810707456979",2020-09-20
"Howard","Howard","1927","182","103","5","74","0.0944473274519979",2020-09-20
"Humboldt","Humboldt","2116","171","103","3","65","0.080812854442344",2020-09-20
"Ida","Ida","1400","96","36","0","60","0.0685714285714286",2020-09-20
"Iowa","Iowa","3641","183","106","1","76","0.0502609173304037",2020-09-20
"Jackson","Jackson","3661","297","181","3","113","0.0811253755804425",2020-09-20
"Jasper","Jasper","7316","759","501","32","226","0.103745215965008",2020-09-20
