"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-04,"Adair",12355,980,809,32,22,10,3697,860,19,2021-05-04
"Adams",2021-05-04,"Adams",5674,349,323,4,4,0,1632,337,10,2021-05-04
"Allamakee",2021-05-04,"Allamakee",21286,1552,1442,51,41,10,6326,1499,6,2021-05-04
"Appanoose",2021-05-04,"Appanoose",17986,1453,1212,47,43,4,6172,1278,19,2021-05-04
"Audubon",2021-05-04,"Audubon",12334,517,477,9,8,1,2732,500,14,2021-05-04
"Benton",2021-05-04,"Benton",37532,2709,2434,55,44,11,13166,2545,56,2021-05-04
"Black Hawk",2021-05-04,"Black Hawk",215260,17192,15092,307,284,23,72030,15728,329,2021-05-04
"Boone",2021-05-04,"Boone",44630,2805,2514,34,31,3,14247,2616,68,2021-05-04
"Bremer",2021-05-04,"Bremer",39597,2955,2713,60,51,9,12576,2818,45,2021-05-04
"Buchanan",2021-05-04,"Buchanan",31403,2004,1830,31,26,5,9726,1903,42,2021-05-04
"Buena Vista",2021-05-04,"Buena Vista",45389,4885,4162,40,36,4,15065,4240,38,2021-05-04
"Butler",2021-05-04,"Butler",29704,1725,1579,34,30,4,7224,1635,22,2021-05-04
"Calhoun",2021-05-04,"Calhoun",18524,1403,1318,13,12,1,5412,1350,19,2021-05-04
"Carroll",2021-05-04,"Carroll",36790,3050,2721,52,43,9,11642,2837,64,2021-05-04
"Cass",2021-05-04,"Cass",20873,1456,1285,54,48,6,6510,1373,34,2021-05-04
"Cedar",2021-05-04,"Cedar",31577,1972,1789,23,21,2,9433,1883,71,2021-05-04
"Cerro Gordo",2021-05-04,"Cerro Gordo",77056,5748,5062,89,74,15,25660,5336,185,2021-05-04
"Cherokee",2021-05-04,"Cherokee",21003,1684,1513,38,30,8,6148,1583,32,2021-05-04
"Chickasaw",2021-05-04,"Chickasaw",17618,1305,1208,15,13,2,5571,1232,9,2021-05-04
"Clarke",2021-05-04,"Clarke",13481,1053,957,24,22,2,4988,992,11,2021-05-04
"Clay",2021-05-04,"Clay",30911,2252,2036,25,20,5,8656,2144,83,2021-05-04
"Clayton",2021-05-04,"Clayton",25247,1770,1594,56,47,9,7338,1683,33,2021-05-04
"Clinton",2021-05-04,"Clinton",63980,5978,5190,92,79,13,23590,5491,209,2021-05-04
"Crawford",2021-05-04,"Crawford",27985,2878,2572,40,35,5,9000,2639,27,2021-05-04
"Dallas",2021-05-04,"Dallas",128938,12411,10679,97,84,13,55699,11076,300,2021-05-04
"Davis",2021-05-04,"Davis",11183,879,773,24,23,1,3575,808,11,2021-05-04
"Decatur",2021-05-04,"Decatur",10431,614,581,9,9,0,3621,596,6,2021-05-04
"Delaware",2021-05-04,"Delaware",28717,2119,1941,39,35,4,8315,2078,98,2021-05-04
"Des Moines",2021-05-04,"Des Moines",56524,4852,4319,66,55,11,21677,4498,113,2021-05-04
"Dickinson",2021-05-04,"Dickinson",27006,2660,2311,43,37,6,10762,2473,119,2021-05-04
"Dubuque",2021-05-04,"Dubuque",191960,14574,12694,207,191,16,58564,13297,396,2021-05-04
"Emmet",2021-05-04,"Emmet",17207,1401,1215,40,38,2,5309,1327,72,2021-05-04
"Fayette",2021-05-04,"Fayette",36588,1923,1789,41,36,5,9544,1843,13,2021-05-04
"Floyd",2021-05-04,"Floyd",25946,1770,1494,42,32,10,7946,1593,57,2021-05-04
"Franklin",2021-05-04,"Franklin",19578,1260,1098,21,19,2,5455,1158,39,2021-05-04
"Fremont",2021-05-04,"Fremont",7379,656,592,9,7,2,2724,619,18,2021-05-04
"Greene",2021-05-04,"Greene",15078,820,750,10,10,0,4245,773,13,2021-05-04
"Grundy",2021-05-04,"Grundy",19459,1436,1316,32,27,5,5924,1360,12,2021-05-04
"Guthrie",2021-05-04,"Guthrie",18741,1288,1143,29,24,5,5868,1201,29,2021-05-04
"Hamilton",2021-05-04,"Hamilton",23551,1975,1725,49,45,4,7748,1789,15,2021-05-04
"Hancock",2021-05-04,"Hancock",21587,1557,1386,34,27,7,6203,1460,40,2021-05-04
"Hardin",2021-05-04,"Hardin",35160,1973,1732,43,34,9,8708,1844,69,2021-05-04
"Harrison",2021-05-04,"Harrison",21561,1922,1660,73,69,4,6617,1789,56,2021-05-04
"Henry",2021-05-04,"Henry",36460,3037,2812,37,36,1,11243,2898,49,2021-05-04
"Howard",2021-05-04,"Howard",16956,1090,1003,22,18,4,4723,1041,16,2021-05-04
"Humboldt",2021-05-04,"Humboldt",15557,1235,1153,26,23,3,4834,1187,8,2021-05-04
"Ida",2021-05-04,"Ida",12656,1011,842,34,32,2,3412,902,26,2021-05-04
"Iowa",2021-05-04,"Iowa",29933,1541,1424,24,22,2,8378,1478,30,2021-05-04
"Jackson",2021-05-04,"Jackson",25901,2334,2126,42,39,3,9412,2205,37,2021-05-04
"Jasper",2021-05-04,"Jasper",52179,4461,3991,70,65,5,18771,4122,61,2021-05-04
"Jefferson",2021-05-04,"Jefferson",20607,1437,1282,35,29,6,7859,1319,2,2021-05-04
"Johnson",2021-05-04,"Johnson",212445,15222,13608,83,77,6,82717,14373,682,2021-05-04
"Jones",2021-05-04,"Jones",26493,3083,2857,57,51,6,10284,2959,45,2021-05-04
"Keokuk",2021-05-04,"Keokuk",15834,1021,911,31,31,0,4363,953,11,2021-05-04
"Kossuth",2021-05-04,"Kossuth",26467,2263,2041,64,56,8,8166,2146,41,2021-05-04
"Lee",2021-05-04,"Lee",54073,3949,3618,55,42,13,16269,3714,41,2021-05-04
"Linn",2021-05-04,"Linn",293995,22028,19679,333,297,36,120928,20648,636,2021-05-04
"Louisa",2021-05-04,"Louisa",17440,1339,1214,49,42,7,5543,1278,15,2021-05-04
"Lucas",2021-05-04,"Lucas",9438,796,728,23,18,5,3937,768,17,2021-05-04
"Lyon",2021-05-04,"Lyon",16574,1583,1483,41,37,4,4825,1569,45,2021-05-04
"Madison",2021-05-04,"Madison",20919,1735,1500,19,15,4,8019,1588,69,2021-05-04
"Mahaska",2021-05-04,"Mahaska",30996,2399,2158,50,45,5,10719,2282,74,2021-05-04
"Marion",2021-05-04,"Marion",42655,3803,3471,75,64,11,16521,3595,49,2021-05-04
"Marshall",2021-05-04,"Marshall",83063,5173,4686,75,67,8,21967,4806,45,2021-05-04
"Mills",2021-05-04,"Mills",21433,1781,1548,21,18,3,7802,1612,43,2021-05-04
"Mitchell",2021-05-04,"Mitchell",18024,1368,1218,42,39,3,5581,1256,-4,2021-05-04
"Monona",2021-05-04,"Monona",18319,884,776,30,28,2,3874,827,21,2021-05-04
"Monroe",2021-05-04,"Monroe",9771,994,898,28,21,7,3599,950,24,2021-05-04
"Montgomery",2021-05-04,"Montgomery",14495,1102,960,37,35,2,4396,1024,27,2021-05-04
"Muscatine",2021-05-04,"Muscatine",55901,5039,4411,99,90,9,22147,4711,201,2021-05-04
"O'Brien",2021-05-04,"O'Brien",26355,2141,1881,60,55,5,6822,1988,47,2021-05-04
"Osceola",2021-05-04,"Osceola",9125,803,713,16,13,3,2587,776,47,2021-05-04
"Page",2021-05-04,"Page",21493,1982,1865,21,19,2,6452,1917,31,2021-05-04
"Palo Alto",2021-05-04,"Palo Alto",19000,1176,1064,23,22,1,4606,1119,32,2021-05-04
"Pending Investigation",2021-05-04,"Pending Investigation",10132,1028,959,0,0,0,5332,1001,42,2021-05-04
"Plymouth",2021-05-04,"Plymouth",38561,4298,3846,79,71,8,13580,3996,71,2021-05-04
"Pocahontas",2021-05-04,"Pocahontas",13440,898,816,22,22,0,3525,852,14,2021-05-04
"Polk",2021-05-04,"Polk",698797,64310,54532,619,546,73,284311,57040,1889,2021-05-04
"Pottawattamie",2021-05-04,"Pottawattamie",120977,12102,10354,166,146,20,48825,11000,480,2021-05-04
"Poweshiek",2021-05-04,"Poweshiek",44785,1616,1491,33,30,3,9098,1541,17,2021-05-04
