"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Chickasaw",2021-05-30,"Chickasaw",18443,1314,1221,16,14,2,5748,1244,7,2021-05-30
"Clarke",2021-05-30,"Clarke",14101,1064,970,24,22,2,5151,1005,11,2021-05-30
"Clay",2021-05-30,"Clay",32187,2266,2121,27,22,5,8864,2160,12,2021-05-30
"Clayton",2021-05-30,"Clayton",26578,1792,1638,56,47,9,7553,1705,11,2021-05-30
"Clinton",2021-05-30,"Clinton",67486,6076,5412,93,79,14,24487,5597,92,2021-05-30
"Crawford",2021-05-30,"Crawford",29365,2921,2602,40,35,5,9176,2673,31,2021-05-30
"Dallas",2021-05-30,"Dallas",134041,12582,10988,99,85,14,57251,11245,158,2021-05-30
"Davis",2021-05-30,"Davis",11793,921,785,24,23,1,3706,848,39,2021-05-30
"Decatur",2021-05-30,"Decatur",10812,627,597,9,9,0,3730,611,5,2021-05-30
"Delaware",2021-05-30,"Delaware",30716,2155,2034,41,37,4,8505,2108,33,2021-05-30
"Des Moines",2021-05-30,"Des Moines",59344,5011,4445,67,55,12,22382,4644,132,2021-05-30
"Dickinson",2021-05-30,"Dickinson",28539,2681,2434,44,38,6,10945,2491,13,2021-05-30
"Dubuque",2021-05-30,"Dubuque",202123,14752,13079,209,193,16,59970,13445,157,2021-05-30
"Emmet",2021-05-30,"Emmet",17866,1429,1283,40,38,2,5443,1350,27,2021-05-30
"Fayette",2021-05-30,"Fayette",37969,1938,1809,42,37,5,9764,1854,3,2021-05-30
"Floyd",2021-05-30,"Floyd",26933,1803,1554,42,32,10,8160,1622,26,2021-05-30
"Franklin",2021-05-30,"Franklin",20912,1331,1133,21,19,2,5712,1225,71,2021-05-30
"Fremont",2021-05-30,"Fremont",7942,662,614,9,7,2,2821,626,3,2021-05-30
"Greene",2021-05-30,"Greene",15575,829,763,10,10,0,4343,780,7,2021-05-30
"Grundy",2021-05-30,"Grundy",20028,1446,1329,33,27,6,6053,1366,4,2021-05-30
"Guthrie",2021-05-30,"Guthrie",19548,1309,1181,32,26,6,6056,1223,10,2021-05-30
"Hamilton",2021-05-30,"Hamilton",24225,1997,1745,50,45,5,7927,1809,14,2021-05-30
"Hancock",2021-05-30,"Hancock",22753,1595,1428,34,27,7,6446,1496,34,2021-05-30
"Hardin",2021-05-30,"Hardin",37090,2000,1806,44,34,10,8964,1866,16,2021-05-30
"Harrison",2021-05-30,"Harrison",22152,1932,1718,73,69,4,6722,1798,7,2021-05-30
"Henry",2021-05-30,"Henry",37970,3087,2862,37,36,1,11560,2935,36,2021-05-30
"Howard",2021-05-30,"Howard",17527,1094,1020,22,18,4,4822,1047,5,2021-05-30
"Humboldt",2021-05-30,"Humboldt",15984,1243,1161,26,23,3,4917,1194,7,2021-05-30
"Ida",2021-05-30,"Ida",13030,1025,864,35,32,3,3505,913,14,2021-05-30
"Iowa",2021-05-30,"Iowa",30963,1561,1459,24,22,2,8580,1497,14,2021-05-30
"Jackson",2021-05-30,"Jackson",27139,2377,2165,42,39,3,9698,2244,37,2021-05-30
"Jasper",2021-05-30,"Jasper",54532,4553,4084,72,67,5,19341,4205,49,2021-05-30
"Jefferson",2021-05-30,"Jefferson",21752,1450,1296,35,29,6,8245,1333,2,2021-05-30
"Johnson",2021-05-30,"Johnson",221615,15437,14272,85,77,8,85245,14566,209,2021-05-30
"Jones",2021-05-30,"Jones",28004,3133,2905,57,51,6,10624,3006,44,2021-05-30
"Keokuk",2021-05-30,"Keokuk",16351,1030,924,31,31,0,4486,963,8,2021-05-30
"Kossuth",2021-05-30,"Kossuth",27391,2281,2090,65,56,9,8306,2159,4,2021-05-30
"Lee",2021-05-30,"Lee",56592,4036,3671,55,42,13,16760,3791,65,2021-05-30
"Linn",2021-05-30,"Linn",307300,22431,20323,338,302,36,124471,21042,381,2021-05-30
"Louisa",2021-05-30,"Louisa",18164,1358,1232,49,42,7,5694,1293,12,2021-05-30
"Lucas",2021-05-30,"Lucas",9911,807,748,23,18,5,4073,779,8,2021-05-30
"Lyon",2021-05-30,"Lyon",17270,1594,1531,41,37,4,4977,1586,14,2021-05-30
"Madison",2021-05-30,"Madison",22038,1782,1579,19,15,4,8263,1638,40,2021-05-30
"Mahaska",2021-05-30,"Mahaska",32850,2428,2230,51,46,5,11055,2318,37,2021-05-30
"Marion",2021-05-30,"Marion",44408,3854,3538,76,65,11,16972,3648,34,2021-05-30
"Marshall",2021-05-30,"Marshall",85815,5230,4737,76,68,8,22628,4858,45,2021-05-30
"Mills",2021-05-30,"Mills",22028,1795,1593,23,20,3,7925,1628,12,2021-05-30
"Mitchell",2021-05-30,"Mitchell",18764,1377,1226,42,39,3,5682,1265,-3,2021-05-30
"Monona",2021-05-30,"Monona",18750,885,801,31,29,2,3948,827,-5,2021-05-30
"Monroe",2021-05-30,"Monroe",10182,1003,922,29,22,7,3709,958,7,2021-05-30
"Montgomery",2021-05-30,"Montgomery",14895,1113,988,38,36,2,4465,1035,9,2021-05-30
"Muscatine",2021-05-30,"Muscatine",59009,5202,4645,104,95,9,22804,4857,108,2021-05-30
"O'Brien",2021-05-30,"O'Brien",27252,2153,1931,61,56,5,6947,1998,6,2021-05-30
"Osceola",2021-05-30,"Osceola",9580,815,762,16,13,3,2672,789,11,2021-05-30
"Page",2021-05-30,"Page",22483,2001,1898,22,20,2,6611,1934,14,2021-05-30
"Palo Alto",2021-05-30,"Palo Alto",19666,1194,1095,23,22,1,4702,1135,17,2021-05-30
"Pending Investigation",2021-05-30,"Pending Investigation",8258,992,938,0,0,0,4360,965,27,2021-05-30
"Plymouth",2021-05-30,"Plymouth",39995,4330,3920,80,72,8,13820,4023,23,2021-05-30
"Pocahontas",2021-05-30,"Pocahontas",14083,903,834,22,22,0,3590,858,2,2021-05-30
"Polk",2021-05-30,"Polk",731245,65348,56507,636,558,78,292494,58002,859,2021-05-30
"Pottawattamie",2021-05-30,"Pottawattamie",125022,12297,10858,171,149,22,49762,11176,147,2021-05-30
"Poweshiek",2021-05-30,"Poweshiek",47574,1642,1517,35,32,3,9324,1565,13,2021-05-30
"Ringgold",2021-05-30,"Ringgold",10469,579,538,24,18,6,2508,559,-3,2021-05-30
"Sac",2021-05-30,"Sac",21565,1392,1278,19,19,0,5617,1307,10,2021-05-30
"Scott",2021-05-30,"Scott",225437,21658,19469,244,220,24,92618,20218,505,2021-05-30
"Shelby",2021-05-30,"Shelby",18079,1373,1269,37,33,4,5771,1313,7,2021-05-30
"Sioux",2021-05-30,"Sioux",47852,5341,5041,74,71,3,16881,5160,45,2021-05-30
"Story",2021-05-30,"Story",168304,11448,10461,48,42,6,58646,10687,178,2021-05-30
"Tama",2021-05-30,"Tama",33765,2234,2014,71,67,4,8849,2109,24,2021-05-30
"Taylor",2021-05-30,"Taylor",9185,687,646,12,10,2,2648,664,6,2021-05-30
"Union",2021-05-30,"Union",18094,1372,1244,34,26,8,6877,1291,13,2021-05-30
"Van Buren",2021-05-30,"Van Buren",8910,588,542,18,15,3,2903,562,2,2021-05-30
"Wapello",2021-05-30,"Wapello",49447,4694,4153,122,118,4,19509,4326,51,2021-05-30
"Warren",2021-05-30,"Warren",81684,6309,5621,90,80,10,29669,5810,99,2021-05-30
"Washington",2021-05-30,"Washington",43661,2724,2478,51,47,4,12529,2553,24,2021-05-30
"Wayne",2021-05-30,"Wayne",7587,584,507,23,18,5,2644,543,13,2021-05-30
"Webster",2021-05-30,"Webster",71537,5419,5014,94,79,15,22091,5133,25,2021-05-30
"Winnebago",2021-05-30,"Winnebago",18612,1548,1374,31,26,5,6656,1435,30,2021-05-30
"Winneshiek",2021-05-30,"Winneshiek",41739,2051,1929,35,30,5,10820,1971,7,2021-05-30
"Woodbury",2021-05-30,"Woodbury",152943,16506,14862,229,210,19,62920,15201,110,2021-05-30
"Worth",2021-05-30,"Worth",13942,799,728,8,7,1,4064,755,19,2021-05-30
"Wright",2021-05-30,"Wright",21554,1926,1793,38,31,7,8175,1850,19,2021-05-30
"Total",2021-05-30,"Totals",5047067,401729,360156,6055,5353,702,1760456,371317,5106,2021-05-30
