"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-16,"Adair",12085,962,803,32,22,10,3633,843,8,2021-04-16
"Adams",2021-04-16,"Adams",5412,339,315,4,4,0,1589,327,8,2021-04-16
"Allamakee",2021-04-16,"Allamakee",20642,1543,1424,51,41,10,6212,1491,16,2021-04-16
"Appanoose",2021-04-16,"Appanoose",17296,1439,1199,47,43,4,6042,1267,21,2021-04-16
"Audubon",2021-04-16,"Audubon",11869,509,465,9,8,1,2652,495,21,2021-04-16
"Benton",2021-04-16,"Benton",36197,2657,2397,55,44,11,12850,2496,44,2021-04-16
"Black Hawk",2021-04-16,"Black Hawk",207868,16949,14826,306,283,23,70524,15511,379,2021-04-16
"Boone",2021-04-16,"Boone",43160,2765,2451,33,31,2,13929,2575,91,2021-04-16
"Bremer",2021-04-16,"Bremer",38098,2928,2679,60,51,9,12343,2786,47,2021-04-16
"Buchanan",2021-04-16,"Buchanan",30053,1987,1773,31,26,5,9523,1883,79,2021-04-16
"Buena Vista",2021-04-16,"Buena Vista",44102,4857,4117,40,36,4,14806,4215,58,2021-04-16
"Butler",2021-04-16,"Butler",28822,1713,1565,34,30,4,7060,1624,25,2021-04-16
"Calhoun",2021-04-16,"Calhoun",17888,1382,1304,11,11,0,5314,1330,15,2021-04-16
"Carroll",2021-04-16,"Carroll",35483,2990,2688,50,43,7,11423,2791,53,2021-04-16
"Cass",2021-04-16,"Cass",20219,1419,1268,54,48,6,6358,1343,21,2021-04-16
"Cedar",2021-04-16,"Cedar",29912,1920,1738,23,21,2,9190,1833,72,2021-04-16
"Cerro Gordo",2021-04-16,"Cerro Gordo",74340,5598,4972,86,72,14,24988,5203,145,2021-04-16
"Cherokee",2021-04-16,"Cherokee",20475,1667,1467,38,30,8,6064,1567,62,2021-04-16
"Chickasaw",2021-04-16,"Chickasaw",17027,1295,1199,15,13,2,5469,1225,11,2021-04-16
"Clarke",2021-04-16,"Clarke",13085,1042,946,23,22,1,4888,980,11,2021-04-16
"Clay",2021-04-16,"Clay",29433,2211,1894,25,20,5,8471,2095,176,2021-04-16
"Clayton",2021-04-16,"Clayton",24213,1751,1566,55,46,9,7135,1663,42,2021-04-16
"Clinton",2021-04-16,"Clinton",61023,5833,5012,90,78,12,22892,5356,254,2021-04-16
"Crawford",2021-04-16,"Crawford",26845,2853,2540,39,34,5,8853,2614,35,2021-04-16
"Dallas",2021-04-16,"Dallas",124115,12181,10362,96,84,12,54466,10875,417,2021-04-16
"Davis",2021-04-16,"Davis",10726,869,751,24,23,1,3477,799,24,2021-04-16
"Decatur",2021-04-16,"Decatur",10246,602,574,9,9,0,3561,589,6,2021-04-16
"Delaware",2021-04-16,"Delaware",27253,2067,1848,39,35,4,8088,2023,136,2021-04-16
"Des Moines",2021-04-16,"Des Moines",54321,4744,4271,65,54,11,21236,4406,70,2021-04-16
