"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Van Buren",2021-07-07,"Van Buren",9347,592,548,18,15,3,2982,566,0,2021-07-07
"Wapello",2021-07-07,"Wapello",51250,4723,4211,122,118,4,19949,4351,18,2021-07-07
"Warren",2021-07-07,"Warren",84304,6372,5737,92,82,10,30251,5858,29,2021-07-07
"Washington",2021-07-07,"Washington",45098,2748,2519,51,47,4,12822,2575,5,2021-07-07
"Wayne",2021-07-07,"Wayne",7899,591,520,23,18,5,2726,551,8,2021-07-07
"Webster",2021-07-07,"Webster",74117,5528,5044,94,79,15,22466,5227,89,2021-07-07
"Winnebago",2021-07-07,"Winnebago",19327,1565,1410,31,26,5,6835,1448,7,2021-07-07
"Winneshiek",2021-07-07,"Winneshiek",42996,2085,1941,35,30,5,11102,2005,29,2021-07-07
"Woodbury",2021-07-07,"Woodbury",157505,16582,15011,230,211,19,64110,15263,22,2021-07-07
"Worth",2021-07-07,"Worth",14812,809,752,8,7,1,4195,764,4,2021-07-07
"Wright",2021-07-07,"Wright",21969,1939,1824,40,33,7,8284,1867,3,2021-07-07
"Total",2021-07-07,"Totals",5213998,405252,366482,6148,5426,722,1799959,374253,1623,2021-07-07
