"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3930,901,851,32,18,0.229262086513995,2021-07-22
"2","Adams",1731,350,337,4,9,0.202195262853842,2021-07-22
"3","Allamakee",6839,1564,1492,52,20,0.228688404737535,2021-07-22
"4","Appanoose",6614,1289,1228,49,12,0.194889628061687,2021-07-22
"5","Audubon",2945,536,513,13,10,0.182003395585739,2021-07-22
"6","Benton",14065,2642,2562,55,25,0.18784216139353,2021-07-22
"7","Black Hawk",77195,16850,16030,319,501,0.218278385905823,2021-07-22
"8","Boone",15111,2737,2653,34,50,0.181126331811263,2021-07-22
"9","Bremer",13355,2946,2842,63,41,0.220591538749532,2021-07-22
"10","Buchanan",10340,1978,1916,34,28,0.191295938104449,2021-07-22
"11","Buena Vista",15824,4323,4252,40,31,0.273192618806876,2021-07-22
"12","Butler",7664,1691,1628,35,28,0.220641962421712,2021-07-22
"13","Calhoun",5776,1448,1381,13,54,0.250692520775623,2021-07-22
"14","Carroll",12171,2872,2807,52,13,0.235970750143784,2021-07-22
"15","Cass",6828,1421,1338,55,28,0.208113649677797,2021-07-22
"16","Cedar",9985,1943,1901,23,19,0.194591887831748,2021-07-22
"17","Cerro Gordo",27596,5648,5488,97,63,0.204667343093202,2021-07-22
"18","Cherokee",6457,1622,1568,38,16,0.251200247793093,2021-07-22
"19","Chickasaw",5984,1260,1240,17,3,0.210561497326203,2021-07-22
"20","Clarke",5353,1026,992,24,10,0.191668223426116,2021-07-22
"21","Clay",9107,2179,2145,27,7,0.239266498298013,2021-07-22
"22","Clayton",7917,1732,1667,57,8,0.218769736011115,2021-07-22
"23","Clinton",25584,5658,5537,93,28,0.221153846153846,2021-07-22
"24","Crawford",9438,2735,2650,41,44,0.289785971604153,2021-07-22
"25","Dallas",59459,11506,11260,99,147,0.1935114953161,2021-07-22
"26","Davis",3909,885,834,25,26,0.226400613967767,2021-07-22
"27","Decatur",3901,664,635,9,20,0.170212765957447,2021-07-22
"28","Delaware",8817,2133,2067,43,23,0.241919020074855,2021-07-22
"29","Des Moines",23273,4817,4641,75,101,0.206978043226056,2021-07-22
"30","Dickinson",11211,2511,2460,45,6,0.223976451699224,2021-07-22
"31","Dubuque",61854,13627,13338,213,76,0.220309115012772,2021-07-22
"32","Emmet",5606,1373,1323,41,9,0.244916161255797,2021-07-22
"33","Fayette",10142,1889,1831,43,15,0.186255176493788,2021-07-22
"34","Floyd",8532,1652,1604,42,6,0.193624003750586,2021-07-22
"35","Franklin",6060,1292,1221,23,48,0.213201320132013,2021-07-22
"36","Fremont",2904,649,638,10,1,0.223484848484848,2021-07-22
"37","Greene",4505,800,776,11,13,0.177580466148724,2021-07-22
"38","Grundy",6244,1397,1354,33,10,0.223734785393978,2021-07-22
"39","Guthrie",6348,1253,1212,32,9,0.197385003150599,2021-07-22
"40","Hamilton",8330,1892,1782,51,59,0.227130852340936,2021-07-22
"41","Hancock",6680,1540,1471,34,35,0.230538922155689,2021-07-22
"42","Hardin",9325,1925,1850,44,31,0.206434316353887,2021-07-22
"43","Harrison",6919,1828,1740,73,15,0.264200028905911,2021-07-22
"44","Henry",11976,3017,2961,37,19,0.251920507682031,2021-07-22
"45","Howard",5016,1055,1031,22,2,0.210326953748006,2021-07-22
"46","Humboldt",5150,1260,1190,26,44,0.244660194174757,2021-07-22
"47","Ida",3651,937,882,35,20,0.256642015886059,2021-07-22
"48","Iowa",8832,1491,1458,24,9,0.168817934782609,2021-07-22
"49","Jackson",10036,2259,2217,42,0,0.225089677162216,2021-07-22
"50","Jasper",20316,4542,4428,73,41,0.223567631423509,2021-07-22
"51","Jefferson",8816,1355,1312,35,8,0.153697822141561,2021-07-22
"52","Johnson",89352,14795,14556,86,153,0.165581072611693,2021-07-22
"53","Jones",10913,3013,2955,57,1,0.276092733437185,2021-07-22
"54","Keokuk",4702,1004,957,32,15,0.213526159081242,2021-07-22
"55","Kossuth",8659,2221,2114,66,41,0.256496131192978,2021-07-22
"56","Lee",17632,3969,3805,58,106,0.225102087114338,2021-07-22
"57","Linn",129327,21567,20996,342,229,0.16676332088427,2021-07-22
"58","Louisa",5914,1307,1256,49,2,0.221001014541765,2021-07-22
"59","Lucas",4267,783,751,23,9,0.1835012889618,2021-07-22
"60","Lyon",5160,1612,1569,41,2,0.312403100775194,2021-07-22
"61","Madison",8627,1680,1644,19,17,0.194737452185001,2021-07-22
"62","Mahaska",11449,2351,2240,51,60,0.205345445017032,2021-07-22
"63","Marion",17727,3723,3585,77,61,0.21001861567101,2021-07-22
"64","Marshall",23368,4936,4822,79,35,0.211229031153714,2021-07-22
"65","Mills",8124,1647,1613,24,10,0.202732644017725,2021-07-22
"66","Mitchell",5887,1273,1232,43,-2,0.216239171054867,2021-07-22
"67","Monona",4066,867,818,31,18,0.213231677324151,2021-07-22
"68","Monroe",3929,1014,945,33,36,0.258080936625095,2021-07-22
"69","Montgomery",4622,1069,1014,38,17,0.231285157940286,2021-07-22
"70","Muscatine",23641,4956,4793,106,57,0.209635802208028,2021-07-22
"71","O'Brien",7110,2016,1950,61,5,0.283544303797468,2021-07-22
"72","Osceola",2728,795,776,17,2,0.291422287390029,2021-07-22
"73","Page",6775,1957,1929,22,6,0.288856088560886,2021-07-22
"74","Palo Alto",4853,1152,1119,24,9,0.237378940861323,2021-07-22
"75","Pending Investigation",2852,8,6,0,2,0.00280504908835905,2021-07-22
"76","Plymouth",14138,4057,3960,82,15,0.286957136794455,2021-07-22
"77","Pocahontas",3713,870,845,22,3,0.234311877188257,2021-07-22
"78","Polk",304164,59215,57924,646,645,0.194681158848516,2021-07-22
"79","Pottawattamie",51237,11393,11075,177,141,0.22235884224291,2021-07-22
"80","Poweshiek",9644,1598,1557,36,5,0.165698880132725,2021-07-22
