"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"81","Ringgold",2588,571,539,24,8,0.220633693972179,2021-07-22
"82","Sac",5799,1333,1308,20,5,0.229867218485946,2021-07-22
"83","Scott",96571,20530,20100,250,180,0.212589700841868,2021-07-22
"84","Shelby",5916,1322,1272,38,12,0.223461798512508,2021-07-22
"85","Sioux",17273,5205,5115,74,16,0.301337347305043,2021-07-22
"86","Story",60426,10925,10713,48,164,0.180799655777314,2021-07-22
"87","Tama",9123,2138,2059,72,7,0.234352734845994,2021-07-22
"88","Taylor",2733,671,659,12,0,0.245517746066593,2021-07-22
"89","Union",7112,1295,1263,35,-3,0.182086614173228,2021-07-22
"90","Van Buren",3034,573,551,18,4,0.188859591298616,2021-07-22
"91","Wapello",20286,4401,4225,123,53,0.216947648624667,2021-07-22
"92","Warren",30791,5943,5797,92,54,0.193010944756585,2021-07-22
"93","Washington",13017,2610,2550,51,9,0.200507029269417,2021-07-22
"94","Wayne",2792,566,533,23,10,0.202722063037249,2021-07-22
"95","Webster",22915,5463,5106,96,261,0.238402792930395,2021-07-22
"96","Winnebago",6923,1470,1421,31,18,0.212335692618807,2021-07-22
"97","Winneshiek",11253,2013,1959,36,18,0.178885630498534,2021-07-22
"98","Woodbury",64915,15378,15016,230,132,0.236894400369714,2021-07-22
"99","Worth",4232,764,748,8,8,0.180529300567108,2021-07-22
"100","Wright",8431,1912,1828,40,44,0.226782113628277,2021-07-22
"101","Totals",1826331,378831,368102,6170,4559,0.207427350244835,2021-07-28
