"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1715","94","56","1","37","0.0548104956268222",2020-10-10
"Adams","Adams","726","52","30","0","22","0.0716253443526171",2020-10-10
"Allamakee","Allamakee","3095","294","219","8","67","0.0949919224555735",2020-10-10
"Appanoose","Appanoose","2855","173","134","3","36","0.0605954465849387",2020-10-10
"Audubon","Audubon","1311","114","42","1","71","0.0869565217391304",2020-10-10
"Benton","Benton","5989","400","251","1","148","0.06678911337452",2020-10-10
"Black Hawk","Black Hawk","37646","4854","4103","96","655","0.128938001381289",2020-10-10
"Boone","Boone","6923","601","417","8","176","0.0868120756897299",2020-10-10
"Bremer","Bremer","5773","555","426","7","122","0.0961371903689589",2020-10-10
"Buchanan","Buchanan","4829","342","212","1","129","0.0708221163802029",2020-10-10
"Buena Vista","Buena Vista","9806","2122","1889","12","221","0.216398123597797",2020-10-10
"Butler","Butler","3599","318","275","2","41","0.0883578771881078",2020-10-10
"Calhoun","Calhoun","2818","241","199","3","39","0.0855216465578424",2020-10-10
"Carroll","Carroll","6327","877","559","6","312","0.138612296507033",2020-10-10
"Cass","Cass","3137","227","189","2","36","0.0723621294230156",2020-10-10
"Cedar","Cedar","4281","299","205","3","91","0.0698434945106284",2020-10-10
"Cerro Gordo","Cerro Gordo","12255","1172","956","23","193","0.0956344349245206",2020-10-10
"Cherokee","Cherokee","3098","328","167","2","159","0.105874757908328",2020-10-10
"Chickasaw","Chickasaw","2787","306","285","1","20","0.109795479009688",2020-10-10
"Clarke","Clarke","2486","287","242","3","42","0.115446500402253",2020-10-10
"Clay","Clay","4164","417","256","4","157","0.10014409221902",2020-10-10
"Clayton","Clayton","3501","309","269","3","37","0.0882604970008569",2020-10-10
"Clinton","Clinton","10631","1249","982","25","242","0.117486595804722",2020-10-10
"Crawford","Crawford","5629","1221","910","10","301","0.216912417836205",2020-10-10
"Dallas","Dallas","27652","3061","2553","40","468","0.110697237089541",2020-10-10
"Davis","Davis","1438","143","106","4","33","0.0994436717663421",2020-10-10
"Decatur","Decatur","1699","100","55","0","45","0.0588581518540318",2020-10-10
"Delaware","Delaware","4256","555","458","6","91","0.130404135338346",2020-10-10
"Des Moines","Des Moines","9907","992","683","9","300","0.100131220349248",2020-10-10
"Dickinson","Dickinson","5718","625","443","7","175","0.10930395243092",2020-10-10
"Dubuque","Dubuque","32584","4059","2457","47","1555","0.12457034127179",2020-10-10
"Emmet","Emmet","2461","338","227","11","100","0.13734254368143",2020-10-10
"Fayette","Fayette","4500","282","169","2","111","0.0626666666666667",2020-10-10
"Floyd","Floyd","4137","388","349","9","30","0.0937877689146725",2020-10-10
"Franklin","Franklin","2716","361","325","18","18","0.132916053019146",2020-10-10
"Fremont","Fremont","1411","162","73","0","89","0.114812189936215",2020-10-10
"Greene","Greene","2298","148","75","0","73","0.0644038294168842",2020-10-10
"Grundy","Grundy","2994","254","179","4","71","0.0848363393453574",2020-10-10
"Guthrie","Guthrie","2938","324","199","13","112","0.110279101429544",2020-10-10
"Hamilton","Hamilton","3983","383","327","3","53","0.0961586743660557",2020-10-10
"Hancock","Hancock","2793","243","203","4","36","0.0870032223415682",2020-10-10
"Hardin","Hardin","4125","342","263","3","76","0.0829090909090909",2020-10-10
"Harrison","Harrison","3236","434","191","5","238","0.134116192830655",2020-10-10
"Henry","Henry","5645","892","465","5","422","0.158015943312666",2020-10-10
"Howard","Howard","2223","209","169","7","33","0.094017094017094",2020-10-10
"Humboldt","Humboldt","2509","243","205","3","35","0.0968513351933041",2020-10-10
"Ida","Ida","1649","155","76","2","77","0.0939963614311704",2020-10-10
"Iowa","Iowa","4338","307","162","2","143","0.0707699400645459",2020-10-10
"Jackson","Jackson","4332","439","269","3","167","0.101338873499538",2020-10-10
"Jasper","Jasper","8772","955","663","35","257","0.108869129046968",2020-10-10
"Jefferson","Jefferson","3114","168","128","1","39","0.0539499036608863",2020-10-10
"Johnson","Johnson","42467","5430","4781","29","620","0.127863988508724",2020-10-10
"Jones","Jones","4327","346","215","3","128","0.0799630228795933",2020-10-10
"Keokuk","Keokuk","1868","130","85","1","44","0.069593147751606",2020-10-10
"Kossuth","Kossuth","3884","369","192","0","177","0.095005149330587",2020-10-10
"Lee","Lee","7539","756","557","9","190","0.100278551532033",2020-10-10
"Linn","Linn","55662","4614","3486","119","1009","0.0828931766734936",2020-10-10
"Louisa","Louisa","2795","457","391","15","51","0.16350626118068",2020-10-10
"Lucas","Lucas","1793","164","116","6","42","0.0914668153931958",2020-10-10
"Lyon","Lyon","2252","469","206","5","258","0.208259325044405",2020-10-10
"Madison","Madison","3834","295","196","2","97","0.076943140323422",2020-10-10
"Mahaska","Mahaska","5410","502","342","21","139","0.0927911275415896",2020-10-10
"Marion","Marion","7518","852","778","9","65","0.113328012769354",2020-10-10
"Marshall","Marshall","11950","1861","1713","36","112","0.155732217573222",2020-10-10
"Mills","Mills","4102","269","149","1","119","0.0655777669429547",2020-10-10
"Mitchell","Mitchell","2971","205","169","0","36","0.0690003365870077",2020-10-10
