"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-16,"Adair",12530,985,817,32,22,10,3743,865,16,2021-05-16
"Adams",2021-05-16,"Adams",5861,349,330,4,4,0,1653,338,4,2021-05-16
"Allamakee",2021-05-16,"Allamakee",22029,1571,1442,51,41,10,6424,1514,21,2021-05-16
"Appanoose",2021-05-16,"Appanoose",18536,1454,1221,49,44,5,6276,1279,9,2021-05-16
"Audubon",2021-05-16,"Audubon",12667,531,483,10,9,1,2779,509,16,2021-05-16
"Benton",2021-05-16,"Benton",38452,2723,2454,55,44,11,13349,2565,56,2021-05-16
"Black Hawk",2021-05-16,"Black Hawk",220863,17294,15279,308,285,23,72990,15823,236,2021-05-16
"Boone",2021-05-16,"Boone",45466,2836,2559,34,31,3,14450,2649,56,2021-05-16
"Bremer",2021-05-16,"Bremer",40634,2982,2735,60,51,9,12750,2847,52,2021-05-16
"Buchanan",2021-05-16,"Buchanan",32320,2021,1857,32,26,6,9858,1914,25,2021-05-16
"Buena Vista",2021-05-16,"Buena Vista",45896,4898,4181,40,36,4,15208,4248,27,2021-05-16
"Butler",2021-05-16,"Butler",30285,1743,1588,34,30,4,7345,1650,28,2021-05-16
"Calhoun",2021-05-16,"Calhoun",19020,1434,1320,13,12,1,5524,1384,51,2021-05-16
"Carroll",2021-05-16,"Carroll",37658,3072,2744,52,43,9,11755,2859,63,2021-05-16
"Cass",2021-05-16,"Cass",21252,1470,1299,54,48,6,6605,1386,33,2021-05-16
"Cedar",2021-05-16,"Cedar",32302,1992,1817,23,21,2,9574,1902,62,2021-05-16
"Cerro Gordo",2021-05-16,"Cerro Gordo",78919,5831,5143,89,74,15,26088,5407,175,2021-05-16
"Cherokee",2021-05-16,"Cherokee",21371,1688,1531,38,30,8,6201,1589,20,2021-05-16
"Chickasaw",2021-05-16,"Chickasaw",18165,1308,1217,16,14,2,5667,1241,8,2021-05-16
"Clarke",2021-05-16,"Clarke",13846,1061,962,24,22,2,5082,1002,16,2021-05-16
"Clay",2021-05-16,"Clay",31610,2263,2093,25,20,5,8796,2157,39,2021-05-16
"Clayton",2021-05-16,"Clayton",25976,1783,1623,56,47,9,7445,1696,17,2021-05-16
"Clinton",2021-05-16,"Clinton",65594,6034,5294,93,79,14,24070,5558,171,2021-05-16
"Crawford",2021-05-16,"Crawford",28835,2907,2586,40,35,5,9083,2663,37,2021-05-16
"Dallas",2021-05-16,"Dallas",131823,12510,10816,98,85,13,56548,11183,269,2021-05-16
"Davis",2021-05-16,"Davis",11549,906,775,24,23,1,3641,830,31,2021-05-16
"Decatur",2021-05-16,"Decatur",10678,624,587,9,9,0,3689,608,12,2021-05-16
