"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Delaware",2021-05-16,"Delaware",29918,2140,1993,41,37,4,8441,2097,63,2021-05-16
"Des Moines",2021-05-16,"Des Moines",57961,4951,4363,66,55,11,22054,4581,152,2021-05-16
"Dickinson",2021-05-16,"Dickinson",27704,2674,2388,43,37,6,10860,2485,54,2021-05-16
"Dubuque",2021-05-16,"Dubuque",197550,14664,12955,208,193,15,59289,13379,216,2021-05-16
"Emmet",2021-05-16,"Emmet",17562,1419,1248,40,38,2,5396,1342,54,2021-05-16
"Fayette",2021-05-16,"Fayette",37500,1933,1798,41,36,5,9661,1851,12,2021-05-16
"Floyd",2021-05-16,"Floyd",26495,1788,1513,42,32,10,8070,1611,56,2021-05-16
"Franklin",2021-05-16,"Franklin",20222,1310,1106,21,19,2,5602,1207,80,2021-05-16
"Fremont",2021-05-16,"Fremont",7480,656,609,9,7,2,2754,622,4,2021-05-16
"Greene",2021-05-16,"Greene",15377,825,758,10,10,0,4287,777,9,2021-05-16
"Grundy",2021-05-16,"Grundy",19800,1444,1324,33,27,6,6001,1363,6,2021-05-16
"Guthrie",2021-05-16,"Guthrie",19120,1300,1157,30,24,6,5970,1215,28,2021-05-16
"Hamilton",2021-05-16,"Hamilton",23964,1989,1741,49,45,4,7855,1800,10,2021-05-16
"Hancock",2021-05-16,"Hancock",22112,1583,1405,34,27,7,6356,1484,45,2021-05-16
"Hardin",2021-05-16,"Hardin",36044,1988,1762,43,34,9,8836,1857,52,2021-05-16
"Harrison",2021-05-16,"Harrison",21920,1931,1692,73,69,4,6684,1796,31,2021-05-16
"Henry",2021-05-16,"Henry",37243,3073,2827,37,36,1,11438,2921,57,2021-05-16
"Howard",2021-05-16,"Howard",17326,1089,1009,22,18,4,4778,1046,15,2021-05-16
"Humboldt",2021-05-16,"Humboldt",15777,1239,1158,26,23,3,4881,1191,7,2021-05-16
"Ida",2021-05-16,"Ida",12892,1015,859,35,32,3,3474,905,11,2021-05-16
"Iowa",2021-05-16,"Iowa",30491,1549,1436,24,22,2,8491,1487,27,2021-05-16
"Jackson",2021-05-16,"Jackson",26481,2352,2147,42,39,3,9568,2221,32,2021-05-16
"Jasper",2021-05-16,"Jasper",53606,4538,4044,72,66,6,19063,4192,76,2021-05-16
"Jefferson",2021-05-16,"Jefferson",21060,1444,1289,35,29,6,7959,1324,0,2021-05-16
"Johnson",2021-05-16,"Johnson",217418,15363,13971,83,77,6,84021,14489,435,2021-05-16
"Jones",2021-05-16,"Jones",27543,3114,2878,57,51,6,10482,2990,55,2021-05-16
"Keokuk",2021-05-16,"Keokuk",16130,1028,921,31,31,0,4431,960,8,2021-05-16
"Kossuth",2021-05-16,"Kossuth",26936,2276,2073,64,56,8,8242,2155,18,2021-05-16
"Lee",2021-05-16,"Lee",55451,4002,3642,55,42,13,16547,3760,63,2021-05-16
"Linn",2021-05-16,"Linn",301172,22288,19974,335,299,36,122904,20891,582,2021-05-16
"Louisa",2021-05-16,"Louisa",17868,1343,1229,49,42,7,5639,1281,3,2021-05-16
"Lucas",2021-05-16,"Lucas",9697,801,729,23,18,5,4011,772,20,2021-05-16
"Lyon",2021-05-16,"Lyon",16980,1588,1510,41,37,4,4914,1581,30,2021-05-16
"Madison",2021-05-16,"Madison",21492,1768,1528,19,15,4,8160,1626,79,2021-05-16
"Mahaska",2021-05-16,"Mahaska",32333,2416,2195,51,46,5,10908,2304,58,2021-05-16
"Marion",2021-05-16,"Marion",43620,3835,3489,75,64,11,16761,3627,63,2021-05-16
"Marshall",2021-05-16,"Marshall",84707,5201,4705,75,67,8,22349,4830,50,2021-05-16
"Mills",2021-05-16,"Mills",21751,1790,1570,22,19,3,7870,1624,32,2021-05-16
"Mitchell",2021-05-16,"Mitchell",18419,1376,1222,42,39,3,5632,1264,0,2021-05-16
"Monona",2021-05-16,"Monona",18535,884,788,30,28,2,3915,827,9,2021-05-16
"Monroe",2021-05-16,"Monroe",10023,996,914,29,22,7,3664,953,10,2021-05-16
"Montgomery",2021-05-16,"Montgomery",14710,1111,977,38,36,2,4445,1033,18,2021-05-16
"Muscatine",2021-05-16,"Muscatine",57701,5149,4548,99,90,9,22510,4811,164,2021-05-16
"O'Brien",2021-05-16,"O'Brien",26796,2148,1913,60,55,5,6897,1996,23,2021-05-16
"Osceola",2021-05-16,"Osceola",9348,815,741,16,13,3,2634,787,30,2021-05-16
"Page",2021-05-16,"Page",21961,1994,1885,22,20,2,6584,1927,20,2021-05-16
"Palo Alto",2021-05-16,"Palo Alto",19373,1185,1087,23,22,1,4671,1128,18,2021-05-16
"Pending Investigation",2021-05-16,"Pending Investigation",8972,999,934,0,0,0,4765,970,36,2021-05-16
"Plymouth",2021-05-16,"Plymouth",39340,4315,3903,80,72,8,13711,4012,29,2021-05-16
"Pocahontas",2021-05-16,"Pocahontas",13638,897,823,22,22,0,3562,855,10,2021-05-16
"Polk",2021-05-16,"Polk",716370,64994,55528,626,552,74,288687,57663,1509,2021-05-16
"Pottawattamie",2021-05-16,"Pottawattamie",123302,12256,10634,168,148,20,49369,11132,330,2021-05-16
"Poweshiek",2021-05-16,"Poweshiek",46593,1624,1504,34,31,3,9221,1549,11,2021-05-16
"Ringgold",2021-05-16,"Ringgold",10331,579,532,24,18,6,2481,558,2,2021-05-16
"Sac",2021-05-16,"Sac",21019,1388,1259,19,19,0,5562,1305,27,2021-05-16
"Scott",2021-05-16,"Scott",219380,21484,18929,241,217,24,91289,20054,884,2021-05-16
"Shelby",2021-05-16,"Shelby",17854,1369,1255,37,33,4,5735,1309,17,2021-05-16
"Sioux",2021-05-16,"Sioux",47115,5320,4996,74,71,3,16726,5144,74,2021-05-16
"Story",2021-05-16,"Story",166376,11389,10262,48,42,6,58089,10626,316,2021-05-16
"Tama",2021-05-16,"Tama",33405,2224,1995,71,67,4,8745,2098,32,2021-05-16
"Taylor",2021-05-16,"Taylor",8964,684,645,12,10,2,2610,660,3,2021-05-16
"Union",2021-05-16,"Union",17754,1363,1203,33,26,7,6796,1283,47,2021-05-16
"Van Buren",2021-05-16,"Van Buren",8740,583,541,18,15,3,2860,558,-1,2021-05-16
"Wapello",2021-05-16,"Wapello",48323,4668,4134,122,118,4,19214,4302,46,2021-05-16
"Warren",2021-05-16,"Warren",80079,6274,5484,88,78,10,29271,5780,208,2021-05-16
"Washington",2021-05-16,"Washington",42805,2711,2447,50,46,4,12368,2539,42,2021-05-16
"Wayne",2021-05-16,"Wayne",7404,580,497,23,18,5,2603,539,19,2021-05-16
"Webster",2021-05-16,"Webster",70338,5408,4993,93,78,15,21921,5123,37,2021-05-16
"Winnebago",2021-05-16,"Winnebago",18131,1534,1333,31,26,5,6572,1425,61,2021-05-16
"Winneshiek",2021-05-16,"Winneshiek",41345,2049,1914,35,30,5,10726,1969,20,2021-05-16
"Woodbury",2021-05-16,"Woodbury",150550,16432,14717,228,209,19,62311,15136,191,2021-05-16
"Worth",2021-05-16,"Worth",13580,792,706,8,7,1,4010,747,33,2021-05-16
"Wright",2021-05-16,"Wright",21272,1915,1773,37,30,7,8106,1847,37,2021-05-16
"Total",2021-05-16,"Totals",4952686,399466,354764,6000,5312,688,1739862,369219,8455,2021-05-16
