"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-12,"Adair",2765,506,335,16,12,4,155,0.183001808318264
"Adams",2020-12-12,"Adams",1179,208,133,2,2,0,73,0.176420695504665
"Allamakee",2020-12-12,"Allamakee",4583,995,603,17,14,3,375,0.217106698668994
"Appanoose",2020-12-12,"Appanoose",4513,868,594,33,33,0,241,0.192333259472635
"Audubon",2020-12-12,"Audubon",1904,326,247,6,6,0,73,0.171218487394958
"Benton",2020-12-12,"Benton",9770,1852,1326,28,25,3,498,0.189559877175026
"Black Hawk",2020-12-12,"Black Hawk",54357,11747,9050,183,171,12,2514,0.216108320915429
"Boone",2020-12-12,"Boone",10041,1605,1085,14,12,2,506,0.159844636988348
"Bremer",2020-12-12,"Bremer",9025,2118,1490,32,29,3,596,0.234681440443213
"Buchanan",2020-12-12,"Buchanan",7241,1315,896,15,14,1,404,0.181604750725038
"Buena Vista",2020-12-12,"Buena Vista",12254,3341,2709,18,15,3,614,0.272645666721071
"Butler",2020-12-12,"Butler",5320,1147,763,12,11,1,372,0.215601503759398
"Calhoun",2020-12-12,"Calhoun",4392,1129,861,8,8,0,260,0.257058287795993
"Carroll",2020-12-12,"Carroll",9062,2135,1658,22,16,6,455,0.235599205473405
"Cass",2020-12-12,"Cass",4801,906,635,35,33,2,236,0.188710685273901
"Cedar",2020-12-12,"Cedar",6871,1232,820,15,14,1,397,0.179304322514918
"Cerro Gordo",2020-12-12,"Cerro Gordo",18670,3970,2633,49,42,7,1288,0.212640599892876
"Cherokee",2020-12-12,"Cherokee",4531,1078,634,14,12,2,430,0.23791657470757
"Chickasaw",2020-12-12,"Chickasaw",4126,957,760,9,8,1,188,0.23194377120698
"Clarke",2020-12-12,"Clarke",3444,544,422,6,6,0,116,0.157955865272938
"Clay",2020-12-12,"Clay",6411,1380,879,10,7,3,491,0.215255030416472
"Clayton",2020-12-12,"Clayton",5316,1245,843,24,20,4,378,0.234198645598194
"Clinton",2020-12-12,"Clinton",16647,3704,2559,48,44,4,1097,0.222502553012555
"Crawford",2020-12-12,"Crawford",7091,1910,1594,16,13,3,300,0.269355521083063
"Dallas",2020-12-12,"Dallas",40528,7057,5182,60,50,10,1815,0.174126529806553
"Davis",2020-12-12,"Davis",2353,525,355,12,11,1,158,0.22311942201445
"Decatur",2020-12-12,"Decatur",2552,373,264,2,2,0,107,0.14615987460815
"Delaware",2020-12-12,"Delaware",6245,1531,1196,26,25,1,309,0.24515612489992
"Des Moines",2020-12-12,"Des Moines",16408,3229,2311,26,23,3,892,0.196794246708922
"Dickinson",2020-12-12,"Dickinson",8182,1554,1092,12,10,2,450,0.189929112686385
"Dubuque",2020-12-12,"Dubuque",45732,9891,7769,123,116,7,1999,0.216281815796379
"Emmet",2020-12-12,"Emmet",3832,865,613,23,22,1,229,0.225730688935282
"Fayette",2020-12-12,"Fayette",6872,1173,789,14,13,1,370,0.17069266589057
"Floyd",2020-12-12,"Floyd",6015,1188,745,23,17,6,420,0.197506234413965
"Franklin",2020-12-12,"Franklin",3903,805,551,17,16,1,237,0.206251601332308
"Fremont",2020-12-12,"Fremont",2077,419,311,5,3,2,103,0.20173326913818
"Greene",2020-12-12,"Greene",3291,577,389,6,6,0,182,0.175326648435126
"Grundy",2020-12-12,"Grundy",4365,931,648,14,12,2,269,0.213287514318442
"Guthrie",2020-12-12,"Guthrie",4354,841,608,22,17,5,211,0.193155718879192
"Hamilton",2020-12-12,"Hamilton",5808,1292,770,17,17,0,505,0.222451790633609
"Hancock",2020-12-12,"Hancock",4516,1007,661,21,18,3,325,0.222984942426926
"Hardin",2020-12-12,"Hardin",6430,1303,869,20,18,2,414,0.202643856920684
"Harrison",2020-12-12,"Harrison",4965,1214,877,49,46,3,288,0.244511581067472
"Henry",2020-12-12,"Henry",8679,2275,1593,19,19,0,663,0.262126973153589
"Howard",2020-12-12,"Howard",3281,618,382,15,11,4,221,0.188357208168241
"Humboldt",2020-12-12,"Humboldt",3712,852,554,12,10,2,286,0.229525862068966
"Ida",2020-12-12,"Ida",2465,616,387,17,16,1,212,0.249898580121704
"Iowa",2020-12-12,"Iowa",6260,1050,726,19,19,0,305,0.167731629392971
"Jackson",2020-12-12,"Jackson",6860,1609,1241,23,22,1,345,0.234548104956268
"Jasper",2020-12-12,"Jasper",13296,2480,1784,48,46,2,648,0.186522262334537
"Jefferson",2020-12-12,"Jefferson",5618,837,487,12,11,1,338,0.148985404058384
"Johnson",2020-12-12,"Johnson",61199,10267,7970,42,39,3,2255,0.167764179153254
"Jones",2020-12-12,"Jones",7875,2456,1908,30,30,0,518,0.311873015873016
"Keokuk",2020-12-12,"Keokuk",3113,712,421,16,16,0,275,0.228718278188243
"Kossuth",2020-12-12,"Kossuth",5937,1351,752,22,21,1,577,0.227556004716187
"Lee",2020-12-12,"Lee",12009,2522,1632,20,16,4,870,0.210009159796819
"Linn",2020-12-12,"Linn",90107,15369,11107,214,201,13,4048,0.170563885158756
"Louisa",2020-12-12,"Louisa",4268,953,691,22,18,4,240,0.223289597000937
"Lucas",2020-12-12,"Lucas",2712,390,275,6,6,0,109,0.143805309734513
"Lyon",2020-12-12,"Lyon",3532,1133,789,21,19,2,323,0.320781426953567
"Madison",2020-12-12,"Madison",5530,819,550,8,7,1,261,0.148101265822785
"Mahaska",2020-12-12,"Mahaska",7744,1437,1029,31,29,2,377,0.185563016528926
"Marion",2020-12-12,"Marion",11467,2280,1638,32,27,5,610,0.198831429318915
"Marshall",2020-12-12,"Marshall",16009,3732,2958,53,50,3,721,0.233118870635268
"Mills",2020-12-12,"Mills",6222,1169,830,11,11,0,328,0.187881710061074
"Mitchell",2020-12-12,"Mitchell",4306,898,556,19,19,0,323,0.208546214584301
"Monona",2020-12-12,"Monona",2896,498,342,12,11,1,144,0.171961325966851
"Monroe",2020-12-12,"Monroe",2316,493,358,15,15,0,120,0.21286701208981
"Montgomery",2020-12-12,"Montgomery",3195,590,349,13,12,1,228,0.184663536776213
"Muscatine",2020-12-12,"Muscatine",16332,3269,2231,63,57,6,975,0.200159196669116
"O'Brien",2020-12-12,"O'Brien",5186,1438,1070,43,39,4,325,0.277284998071732
"Osceola",2020-12-12,"Osceola",1933,585,432,5,5,0,148,0.302638385928608
