"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Page",2020-12-12,"Page",4793,1267,1037,9,9,0,221,0.264343834759024
"Palo Alto",2020-12-12,"Palo Alto",3548,727,492,2,2,0,233,0.204904171364149
"Pending Investigation",2020-12-12,"Pending Investigation",8780,593,279,0,0,0,314,0.0675398633257403
"Plymouth",2020-12-12,"Plymouth",10636,3080,2330,40,34,6,710,0.289582549830763
"Pocahontas",2020-12-12,"Pocahontas",2837,633,427,4,4,0,202,0.223123017271766
"Polk",2020-12-12,"Polk",206508,37132,27160,368,334,34,9604,0.17980901466287
"Pottawattamie",2020-12-12,"Pottawattamie",37017,7312,4895,72,66,6,2345,0.197530864197531
"Poweshiek",2020-12-12,"Poweshiek",6500,1093,814,21,20,1,258,0.168153846153846
"Ringgold",2020-12-12,"Ringgold",1813,302,140,5,5,0,157,0.166574738003309
"Sac",2020-12-12,"Sac",4236,963,640,9,9,0,314,0.227337110481586
"Scott",2020-12-12,"Scott",65591,12739,8403,116,110,6,4220,0.194218719031574
"Shelby",2020-12-12,"Shelby",4007,847,614,19,19,0,214,0.21138008485151
"Sioux",2020-12-12,"Sioux",12503,4038,3203,38,37,1,797,0.322962489002639
"Story",2020-12-12,"Story",43350,7341,5481,22,21,1,1838,0.169342560553633
"Tama",2020-12-12,"Tama",6586,1618,1301,55,53,2,262,0.245672638931066
"Taylor",2020-12-12,"Taylor",2013,492,372,8,7,1,112,0.244411326378539
"Union",2020-12-12,"Union",5245,928,527,9,9,0,392,0.176930409914204
"Van Buren",2020-12-12,"Van Buren",2071,417,297,11,10,1,109,0.201352003862868
"Wapello",2020-12-12,"Wapello",12701,2822,2072,87,85,2,663,0.22218722935202
"Warren",2020-12-12,"Warren",20804,3231,2121,24,22,2,1086,0.155306671793886
"Washington",2020-12-12,"Washington",8884,1606,1043,23,22,1,540,0.180774425934264
"Wayne",2020-12-12,"Wayne",1704,332,257,21,17,4,54,0.194835680751174
"Webster",2020-12-12,"Webster",17673,4026,2873,47,41,6,1106,0.227805126464098
"Winnebago",2020-12-12,"Winnebago",4747,1020,723,26,22,4,271,0.214872551084896
"Winneshiek",2020-12-12,"Winneshiek",7359,1184,735,15,13,2,434,0.160891425465416
"Woodbury",2020-12-12,"Woodbury",47089,11364,9136,143,134,9,2085,0.241330246979125
"Worth",2020-12-12,"Worth",2747,419,262,2,2,0,155,0.152530032763014
"Wright",2020-12-12,"Wright",6456,1395,1010,10,8,2,375,0.216078066914498
"Total",2020-12-12,"Totals",1274999,253612,183215,3193,2926,267,67204,0.198911528558062
