"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-20,"Adair",3122,688,563,20,16,4,105,0.220371556694427
"Adams",2021-01-20,"Adams",1362,296,246,3,3,0,47,0.217327459618209
"Allamakee",2021-01-20,"Allamakee",5166,1292,1113,28,24,4,151,0.250096786682153
"Appanoose",2021-01-20,"Appanoose",5141,1105,921,38,38,0,146,0.214938727873954
"Audubon",2021-01-20,"Audubon",2195,416,360,8,8,0,48,0.189521640091116
"Benton",2021-01-20,"Benton",10788,2095,1919,44,40,4,132,0.194197256210604
"Black Hawk",2021-01-20,"Black Hawk",60234,13785,12392,236,223,13,1157,0.228857455921905
"Boone",2021-01-20,"Boone",11740,2189,1782,17,15,2,390,0.186456558773424
"Bremer",2021-01-20,"Bremer",10056,2449,2224,48,44,4,177,0.243536197295147
"Buchanan",2021-01-20,"Buchanan",8048,1600,1393,23,21,2,184,0.198807157057654
"Buena Vista",2021-01-20,"Buena Vista",13373,3935,3610,29,26,3,296,0.294249607417932
"Butler",2021-01-20,"Butler",5992,1483,1220,24,21,3,239,0.247496662216288
"Calhoun",2021-01-20,"Calhoun",4718,1227,1156,9,9,0,62,0.260067825349724
"Carroll",2021-01-20,"Carroll",10072,2555,2270,34,28,6,251,0.253673550436855
"Cass",2021-01-20,"Cass",5427,1133,975,41,39,2,117,0.208770960014741
"Cedar",2021-01-20,"Cedar",7772,1535,1322,19,18,1,194,0.197503860010293
"Cerro Gordo",2021-01-20,"Cerro Gordo",20912,4671,4185,68,57,11,418,0.223364575363428
"Cherokee",2021-01-20,"Cherokee",5251,1391,1182,27,23,4,182,0.264901923443154
"Chickasaw",2021-01-20,"Chickasaw",4607,1119,1008,12,11,1,99,0.242891252441936
"Clarke",2021-01-20,"Clarke",4064,795,635,7,7,0,153,0.195620078740157
"Clay",2021-01-20,"Clay",7222,1689,1502,20,16,4,167,0.233868734422598
"Clayton",2021-01-20,"Clayton",6023,1514,1313,48,41,7,153,0.251369749294372
