"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1414","57","40","1","16","0.0403111739745403",2020-09-15
"Adams","Adams","564","27","21","0","6","0.0478723404255319",2020-09-15
"Allamakee","Allamakee","2645","225","160","5","60","0.0850661625708885",2020-09-15
"Appanoose","Appanoose","2342","116","93","3","20","0.049530315969257",2020-09-15
"Audubon","Audubon","969","46","29","1","16","0.0474716202270382",2020-09-15
"Benton","Benton","4570","247","177","1","69","0.0540481400437637",2020-09-15
"Black Hawk","Black Hawk","32087","4193","3288","83","822","0.130675974693801",2020-09-15
"Boone","Boone","5493","421","293","6","122","0.0766430001820499",2020-09-15
"Bremer","Bremer","4738","436","244","7","185","0.0920219501899536",2020-09-15
"Buchanan","Buchanan","3914","209","152","1","56","0.0533980582524272",2020-09-15
"Buena Vista","Buena Vista","8803","1901","1791","12","98","0.215949108258548",2020-09-15
"Butler","Butler","3000","246","218","2","26","0.082",2020-09-15
"Calhoun","Calhoun","2208","154","113","2","39","0.0697463768115942",2020-09-15
"Carroll","Carroll","5027","559","254","5","300","0.111199522578078",2020-09-15
"Cass","Cass","2289","122","113","2","7","0.0532983835736129",2020-09-15
"Cedar","Cedar","3384","204","139","1","64","0.0602836879432624",2020-09-15
"Cerro Gordo","Cerro Gordo","10540","951","668","21","262","0.0902277039848197",2020-09-15
"Cherokee","Cherokee","2287","160","131","2","27","0.069960647135986",2020-09-15
"Chickasaw","Chickasaw","2322","191","90","0","101","0.0822566752799311",2020-09-15
"Clarke","Clarke","2056","249","211","3","35","0.121108949416342",2020-09-15
"Clay","Clay","3325","258","223","3","32","0.077593984962406",2020-09-15
"Clayton","Clayton","2965","215","186","3","26","0.0725126475548061",2020-09-15
"Clinton","Clinton","8799","1004","574","17","413","0.114103875440391",2020-09-15
"Crawford","Crawford","4570","910","762","4","144","0.199124726477024",2020-09-15
"Dallas","Dallas","23493","2598","2012","38","548","0.110586132039331",2020-09-15
"Davis","Davis","1143","107","71","4","32","0.0936132983377078",2020-09-15
"Decatur","Decatur","1337","55","32","0","23","0.0411368735976066",2020-09-15
"Delaware","Delaware","3483","286","257","3","26","0.0821131208728108",2020-09-15
"Des Moines","Des Moines","7889","689","324","6","359","0.0873367980732666",2020-09-15
"Dickinson","Dickinson","4739","452","385","6","61","0.0953787718928044",2020-09-15
"Dubuque","Dubuque","26678","2416","1815","38","563","0.090561511357673",2020-09-15
"Emmet","Emmet","1978","235","196","10","29","0.118806875631951",2020-09-15
"Fayette","Fayette","3592","170","117","1","52","0.0473273942093541",2020-09-15
"Floyd","Floyd","3540","262","217","3","42","0.0740112994350283",2020-09-15
"Franklin","Franklin","2353","324","279","17","28","0.13769655758606",2020-09-15
"Fremont","Fremont","950","66","45","0","21","0.0694736842105263",2020-09-15
"Greene","Greene","1646","72","45","0","27","0.0437424058323208",2020-09-15
"Grundy","Grundy","2527","185","95","2","88","0.073209339137317",2020-09-15
"Guthrie","Guthrie","2425","205","151","5","49","0.0845360824742268",2020-09-15
"Hamilton","Hamilton","3411","308","247","3","58","0.0902961008501906",2020-09-15
"Hancock","Hancock","2374","170","151","2","17","0.071609098567818",2020-09-15
"Hardin","Hardin","3332","263","195","1","67","0.0789315726290516",2020-09-15
"Harrison","Harrison","2236","162","149","2","11","0.0724508050089445",2020-09-15
"Henry","Henry","4488","464","180","4","280","0.103386809269162",2020-09-15
"Howard","Howard","1836","174","83","4","87","0.0947712418300654",2020-09-15
"Humboldt","Humboldt","2046","165","101","2","62","0.0806451612903226",2020-09-15
"Ida","Ida","1325","74","34","0","40","0.0558490566037736",2020-09-15
"Iowa","Iowa","3500","161","102","1","58","0.046",2020-09-15
"Jackson","Jackson","3496","265","173","3","89","0.0758009153318078",2020-09-15
"Jasper","Jasper","6915","686","485","32","169","0.0992046276211135",2020-09-15
"Jefferson","Jefferson","2564","126","95","1","30","0.0491419656786271",2020-09-15
"Johnson","Johnson","36487","4845","2298","27","2520","0.132787020034533",2020-09-15
"Jones","Jones","3494","223","147","3","73","0.0638236977676016",2020-09-15
"Keokuk","Keokuk","1512","81","43","1","37","0.0535714285714286",2020-09-15
"Kossuth","Kossuth","2956","175","109","0","66","0.0592016238159675",2020-09-15
"Lee","Lee","5660","552","200","6","346","0.0975265017667845",2020-09-15
"Linn","Linn","45908","3537","2775","101","661","0.0770453951381023",2020-09-15
"Louisa","Louisa","2287","406","363","14","29","0.177525142107564",2020-09-15
"Lucas","Lucas","1403","123","73","6","44","0.0876692801140413",2020-09-15
"Lyon","Lyon","1505","196","155","3","38","0.130232558139535",2020-09-15
"Madison","Madison","3141","184","147","2","35","0.0585800700413881",2020-09-15
"Mahaska","Mahaska","4315","295","195","19","81","0.0683661645422943",2020-09-15
"Marion","Marion","6211","669","405","3","261","0.107712123651586",2020-09-15
"Marshall","Marshall","10254","1741","1502","32","207","0.169787400039009",2020-09-15
"Mills","Mills","3320","149","105","1","43","0.0448795180722892",2020-09-15
"Mitchell","Mitchell","2513","169","84","0","85","0.06725029844807",2020-09-15
"Monona","Monona","1590","120","96","1","23","0.0754716981132075",2020-09-15
"Monroe","Monroe","1231","132","79","8","45","0.107229894394801",2020-09-15
"Montgomery","Montgomery","1703","83","78","5","0","0.0487375220199648",2020-09-15
"Muscatine","Muscatine","8714","1045","855","52","138","0.119921964654579",2020-09-15
"O'Brien","O'Brien","2629","264","157","8","99","0.100418410041841",2020-09-15
"Osceola","Osceola","823","109","91","0","18","0.132442284325638",2020-09-15
"Page","Page","2459","135","124","0","11","0.05490036600244",2020-09-15
"Palo Alto","Palo Alto","1926","143","103","0","40","0.0742471443406023",2020-09-15
"Pending Investigation","Pending Investigation","1565","15","0","0","15","0.00958466453674121",2020-09-15
"Plymouth","Plymouth","5851","928","538","20","370","0.158605366603999",2020-09-15
"Pocahontas","Pocahontas","1556","146","117","2","27","0.0938303341902314",2020-09-15
"Polk","Polk","121116","14751","11097","253","3401","0.121792331318736",2020-09-15
"Pottawattamie","Pottawattamie","19300","1828","1555","36","237","0.0947150259067358",2020-09-15
"Poweshiek","Poweshiek","3174","220","183","8","29","0.0693131695022054",2020-09-15
"Ringgold","Ringgold","1010","37","31","2","4","0.0366336633663366",2020-09-15
"Sac","Sac","2306","154","97","0","57","0.0667823070251518",2020-09-15
"Scott","Scott","33505","2535","1924","26","585","0.0756603492016117",2020-09-15
"Shelby","Shelby","2127","234","223","1","10","0.110014104372355",2020-09-15
"Sioux","Sioux","6291","1119","719","3","397","0.177873152122079",2020-09-15
"Story","Story","28006","3154","1412","17","1725","0.112618724559023",2020-09-15
"Tama","Tama","4108","673","554","30","89","0.163826679649464",2020-09-15
"Taylor","Taylor","1119","116","108","1","7","0.103663985701519",2020-09-15
"Union","Union","2781","105","84","3","18","0.0377562028047465",2020-09-15
"Van Buren","Van Buren","1115","108","42","1","65","0.0968609865470852",2020-09-15
"Wapello","Wapello","7608","1199","1029","57","113","0.157597266035752",2020-09-15
"Warren","Warren","11452","908","610","6","292","0.0792874607055536",2020-09-15
"Washington","Washington","4325","396","322","11","63","0.0915606936416185",2020-09-15
"Wayne","Wayne","974","76","50","2","24","0.0780287474332649",2020-09-15
"Webster","Webster","11184","1153","697","14","442","0.103093705293276",2020-09-15
"Winnebago","Winnebago","2695","207","117","10","80","0.076808905380334",2020-09-15
"Winneshiek","Winneshiek","3580","262","161","5","96","0.0731843575418994",2020-09-15
"Woodbury","Woodbury","27070","4589","3819","59","711","0.169523457702253",2020-09-15
"Worth","Worth","1490","97","74","0","23","0.0651006711409396",2020-09-15
"Wright","Wright","4056","540","484","1","55","0.133136094674556",2020-09-15
"Total","Totals","707012","75167","54237","1233","19697","0.106316441587979",2020-09-15
