"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-12,"Adair",12756,993,836,32,22,10,3821,873,5,2021-06-12
"Adams",2021-06-12,"Adams",6132,355,337,4,4,0,1686,344,3,2021-06-12
"Allamakee",2021-06-12,"Allamakee",22688,1584,1462,52,42,10,6569,1525,11,2021-06-12
"Appanoose",2021-06-12,"Appanoose",19148,1468,1230,49,44,5,6429,1290,11,2021-06-12
"Audubon",2021-06-12,"Audubon",13525,546,500,10,9,1,2873,528,18,2021-06-12
"Benton",2021-06-12,"Benton",39861,2746,2511,55,44,11,13630,2585,19,2021-06-12
"Black Hawk",2021-06-12,"Black Hawk",226801,17542,15531,311,288,23,74472,16033,191,2021-06-12
"Boone",2021-06-12,"Boone",46523,2869,2623,34,31,3,14730,2682,25,2021-06-12
"Bremer",2021-06-12,"Bremer",42023,3017,2790,60,51,9,13004,2877,27,2021-06-12
"Buchanan",2021-06-12,"Buchanan",33474,2042,1878,33,27,6,10073,1930,19,2021-06-12
"Buena Vista",2021-06-12,"Buena Vista",46927,4918,4207,40,36,4,15439,4261,14,2021-06-12
"Butler",2021-06-12,"Butler",31032,1750,1613,35,31,4,7461,1659,11,2021-06-12
"Calhoun",2021-06-12,"Calhoun",19636,1441,1373,13,12,1,5606,1389,3,2021-06-12
"Carroll",2021-06-12,"Carroll",38778,3077,2812,52,43,9,11935,2868,4,2021-06-12
"Cass",2021-06-12,"Cass",21753,1476,1341,54,48,6,6717,1392,-3,2021-06-12
"Cedar",2021-06-12,"Cedar",33383,2011,1877,23,21,2,9724,1917,17,2021-06-12
"Cerro Gordo",2021-06-12,"Cerro Gordo",82676,5965,5324,93,78,15,26769,5519,102,2021-06-12
"Cherokee",2021-06-12,"Cherokee",22100,1694,1550,38,30,8,6287,1593,5,2021-06-12
"Chickasaw",2021-06-12,"Chickasaw",18666,1318,1229,17,14,3,5797,1245,-1,2021-06-12
"Clarke",2021-06-12,"Clarke",14287,1069,979,24,22,2,5204,1009,6,2021-06-12
"Clay",2021-06-12,"Clay",32582,2278,2132,27,22,5,8917,2165,6,2021-06-12
"Clayton",2021-06-12,"Clayton",27023,1802,1649,57,48,9,7636,1710,4,2021-06-12
"Clinton",2021-06-12,"Clinton",68807,6095,5476,93,79,14,24826,5613,44,2021-06-12
"Crawford",2021-06-12,"Crawford",29758,2922,2626,40,35,5,9244,2677,11,2021-06-12
"Dallas",2021-06-12,"Dallas",135707,12624,11096,99,85,14,57708,11277,82,2021-06-12
"Davis",2021-06-12,"Davis",11940,927,809,25,23,2,3749,851,17,2021-06-12
"Decatur",2021-06-12,"Decatur",10958,631,605,9,9,0,3759,614,0,2021-06-12
"Delaware",2021-06-12,"Delaware",31010,2154,2052,42,38,4,8560,2109,15,2021-06-12
"Des Moines",2021-06-12,"Des Moines",60885,5036,4532,70,58,12,22632,4667,65,2021-06-12
"Dickinson",2021-06-12,"Dickinson",29018,2684,2445,44,38,6,11039,2493,4,2021-06-12
"Dubuque",2021-06-12,"Dubuque",204449,14812,13169,211,195,16,60469,13491,111,2021-06-12
"Emmet",2021-06-12,"Emmet",18067,1435,1298,41,39,2,5497,1358,19,2021-06-12
"Fayette",2021-06-12,"Fayette",38287,1947,1814,43,38,5,9849,1861,4,2021-06-12
"Floyd",2021-06-12,"Floyd",27294,1808,1572,42,32,10,8246,1628,14,2021-06-12
"Franklin",2021-06-12,"Franklin",21480,1342,1179,23,21,2,5801,1233,31,2021-06-12
"Fremont",2021-06-12,"Fremont",8006,663,617,9,7,2,2831,626,0,2021-06-12
"Greene",2021-06-12,"Greene",15686,829,766,11,10,1,4367,780,3,2021-06-12
"Grundy",2021-06-12,"Grundy",20217,1450,1333,33,27,6,6087,1370,4,2021-06-12
