"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-13,"Adair",12757,993,836,32,22,10,3821,873,5,2021-06-13
"Adams",2021-06-13,"Adams",6162,354,338,4,4,0,1686,344,2,2021-06-13
"Allamakee",2021-06-13,"Allamakee",22695,1585,1463,52,42,10,6576,1525,10,2021-06-13
"Appanoose",2021-06-13,"Appanoose",19163,1468,1231,49,44,5,6433,1290,10,2021-06-13
"Audubon",2021-06-13,"Audubon",13526,547,499,10,9,1,2875,528,19,2021-06-13
"Benton",2021-06-13,"Benton",39872,2750,2512,55,44,11,13643,2585,18,2021-06-13
"Black Hawk",2021-06-13,"Black Hawk",226873,17559,15536,312,288,24,74573,16053,205,2021-06-13
"Boone",2021-06-13,"Boone",46530,2869,2624,34,31,3,14738,2684,26,2021-06-13
"Bremer",2021-06-13,"Bremer",42026,3010,2790,60,51,9,13018,2877,27,2021-06-13
"Buchanan",2021-06-13,"Buchanan",33483,2043,1878,33,27,6,10076,1930,19,2021-06-13
"Buena Vista",2021-06-13,"Buena Vista",46932,4916,4207,40,36,4,15453,4261,14,2021-06-13
"Butler",2021-06-13,"Butler",31038,1753,1613,35,31,4,7466,1659,11,2021-06-13
"Calhoun",2021-06-13,"Calhoun",19641,1442,1372,13,12,1,5607,1389,4,2021-06-13
"Carroll",2021-06-13,"Carroll",38781,3078,2812,52,43,9,11943,2868,4,2021-06-13
"Cass",2021-06-13,"Cass",21759,1476,1342,54,48,6,6722,1392,-4,2021-06-13
"Cedar",2021-06-13,"Cedar",33390,2011,1877,23,21,2,9731,1919,19,2021-06-13
"Cerro Gordo",2021-06-13,"Cerro Gordo",82878,5974,5326,93,78,15,26796,5520,101,2021-06-13
"Cherokee",2021-06-13,"Cherokee",22104,1694,1550,38,30,8,6289,1593,5,2021-06-13
