"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1511","68","46","1","21","0.0450033090668431",2020-09-23
"Adams","Adams","606","31","25","0","6","0.0511551155115512",2020-09-23
"Allamakee","Allamakee","2808","251","168","6","77","0.0893874643874644",2020-09-23
"Appanoose","Appanoose","2471","126","106","3","17","0.0509915014164306",2020-09-23
"Audubon","Audubon","1052","70","35","1","34","0.0665399239543726",2020-09-23
"Benton","Benton","5014","295","184","1","110","0.0588352612684483",2020-09-23
"Black Hawk","Black Hawk","33796","4401","3543","88","770","0.130222511539827",2020-09-23
"Boone","Boone","6020","480","323","8","149","0.079734219269103",2020-09-23
"Bremer","Bremer","5041","472","272","7","193","0.0936322158301924",2020-09-23
"Buchanan","Buchanan","4242","257","166","1","90","0.0605846298915606",2020-09-23
"Buena Vista","Buena Vista","9066","1956","1809","12","135","0.215751158173395",2020-09-23
"Butler","Butler","3198","264","238","2","24","0.0825515947467167",2020-09-23
"Calhoun","Calhoun","2434","177","127","2","48","0.0727198027937551",2020-09-23
"Carroll","Carroll","5445","645","325","5","315","0.118457300275482",2020-09-23
"Cass","Cass","2441","139","119","2","18","0.0569438754608767",2020-09-23
"Cedar","Cedar","3670","227","146","1","80","0.0618528610354223",2020-09-23
"Cerro Gordo","Cerro Gordo","11037","1010","739","21","250","0.0915103741958866",2020-09-23
"Cherokee","Cherokee","2538","213","135","2","76","0.0839243498817967",2020-09-23
"Chickasaw","Chickasaw","2504","227","186","0","41","0.0906549520766773",2020-09-23
"Clarke","Clarke","2207","261","223","3","35","0.118260081558677",2020-09-23
"Clay","Clay","3564","301","232","4","65","0.0844556677890011",2020-09-23
"Clayton","Clayton","3131","238","209","3","26","0.076014053018205",2020-09-23
"Clinton","Clinton","9355","1082","751","20","311","0.115660074826296",2020-09-23
"Crawford","Crawford","4903","1023","806","5","212","0.208647766673465",2020-09-23
"Dallas","Dallas","24768","2706","2152","38","516","0.109253875968992",2020-09-23
"Davis","Davis","1224","119","75","4","40","0.0972222222222222",2020-09-23
"Decatur","Decatur","1434","63","40","0","23","0.0439330543933054",2020-09-23
"Delaware","Delaware","3691","349","287","3","59","0.0945543213221349",2020-09-23
"Des Moines","Des Moines","8511","747","512","7","228","0.0877687698272823",2020-09-23
"Dickinson","Dickinson","4990","487","402","6","79","0.0975951903807615",2020-09-23
"Dubuque","Dubuque","28360","2904","1922","41","941","0.102397743300423",2020-09-23
"Emmet","Emmet","2089","253","208","10","35","0.121110579224509",2020-09-23
"Fayette","Fayette","3886","203","130","2","71","0.0522388059701493",2020-09-23
"Floyd","Floyd","3757","307","258","3","46","0.0817141336172478",2020-09-23
"Franklin","Franklin","2468","344","288","18","38","0.139384116693679",2020-09-23
"Fremont","Fremont","1073","91","55","0","36","0.0848089468779124",2020-09-23
"Greene","Greene","1875","94","51","0","43","0.0501333333333333",2020-09-23
"Grundy","Grundy","2696","214","119","3","92","0.0793768545994065",2020-09-23
"Guthrie","Guthrie","2575","232","160","5","67","0.0900970873786408",2020-09-23
"Hamilton","Hamilton","3531","318","257","3","58","0.0900594732370433",2020-09-23
"Hancock","Hancock","2486","176","155","2","19","0.0707964601769911",2020-09-23
"Hardin","Hardin","3588","286","216","1","69","0.0797101449275362",2020-09-23
"Harrison","Harrison","2554","190","155","2","33","0.0743931088488645",2020-09-23
"Henry","Henry","4824","632","222","4","406","0.131011608623549",2020-09-23
"Howard","Howard","1961","183","114","6","63","0.0933197348291688",2020-09-23
"Humboldt","Humboldt","2164","178","104","3","71","0.0822550831792976",2020-09-23
"Ida","Ida","1424","106","39","0","67","0.074438202247191",2020-09-23
"Iowa","Iowa","3726","194","108","1","85","0.0520665593129361",2020-09-23
"Jackson","Jackson","3733","310","193","3","114","0.0830431288507903",2020-09-23
"Jasper","Jasper","7488","785","516","32","237","0.104834401709402",2020-09-23
"Jefferson","Jefferson","2687","134","109","1","24","0.0498697432080387",2020-09-23
"Johnson","Johnson","38348","5033","3070","27","1936","0.131245436528633",2020-09-23
"Jones","Jones","3717","252","165","3","84","0.0677966101694915",2020-09-23
"Keokuk","Keokuk","1639","96","55","1","40","0.0585723001830384",2020-09-23
"Kossuth","Kossuth","3264","238","117","0","121","0.0729166666666667",2020-09-23
"Lee","Lee","6041","611","370","7","234","0.101142195000828",2020-09-23
"Linn","Linn","48503","3834","2977","108","749","0.0790466569078201",2020-09-23
"Louisa","Louisa","2440","426","372","15","39","0.174590163934426",2020-09-23
"Lucas","Lucas","1541","153","79","6","68","0.0992861778066191",2020-09-23
"Lyon","Lyon","1744","271","169","4","98","0.155389908256881",2020-09-23
"Madison","Madison","3350","207","159","2","46","0.0617910447761194",2020-09-23
"Mahaska","Mahaska","4641","358","250","19","89","0.077138547726783",2020-09-23
"Marion","Marion","6602","735","595","5","135","0.111329900030294",2020-09-23
"Marshall","Marshall","10718","1765","1573","34","158","0.164676245568203",2020-09-23
"Mills","Mills","3494","170","120","1","49","0.048654836863194",2020-09-23
"Mitchell","Mitchell","2692","183","91","0","92","0.0679791976225854",2020-09-23
"Monona","Monona","1696","142","105","1","36","0.0837264150943396",2020-09-23
"Monroe","Monroe","1323","151","88","10","53","0.114134542705971",2020-09-23
"Montgomery","Montgomery","1829","90","80","5","5","0.0492072170585019",2020-09-23
"Muscatine","Muscatine","9095","1081","889","54","138","0.118856514568444",2020-09-23
"O'Brien","O'Brien","2854","325","184","9","132","0.113875262789068",2020-09-23
"Osceola","Osceola","897","140","95","0","45","0.156075808249721",2020-09-23
"Page","Page","2563","142","138","0","4","0.055403823644167",2020-09-23
"Palo Alto","Palo Alto","2039","165","105","0","60","0.0809220205983325",2020-09-23
"Pending Investigation","Pending Investigation","2168","10","0","0","10","0.00461254612546125",2020-09-23
"Plymouth","Plymouth","6264","1067","653","20","394","0.170338441890166",2020-09-23
"Pocahontas","Pocahontas","1633","154","119","2","33","0.0943049601959584",2020-09-23
"Polk","Polk","127048","15420","12098","259","3063","0.121371450160569",2020-09-23
"Pottawattamie","Pottawattamie","20347","2007","1652","38","317","0.0986386199439721",2020-09-23
