"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4965,1477,1281,46,150,0.297482376636455,2022-01-25
"2","Adams",2433,737,622,12,103,0.302918207973695,2022-01-25
"3","Allamakee",8800,2674,2226,58,390,0.303863636363636,2022-01-25
"4","Appanoose",8803,2629,2191,62,376,0.298648188117687,2022-01-25
"5","Audubon",3975,1010,815,18,177,0.254088050314465,2022-01-25
"6","Benton",18436,5612,4447,70,1095,0.304404426122803,2022-01-25
"7","Black Hawk",101613,30511,23106,426,6979,0.3002666981587,2022-01-25
"8","Boone",19421,5060,4227,46,787,0.260542711497863,2022-01-25
"9","Bremer",17328,5130,4196,77,857,0.296052631578947,2022-01-25
"10","Buchanan",13742,4178,3400,51,727,0.304031436472129,2022-01-25
"11","Buena Vista",19882,6110,4935,51,1124,0.307313147570667,2022-01-25
"12","Butler",9950,2976,2485,48,443,0.299095477386935,2022-01-25
"13","Calhoun",7304,2436,2038,21,377,0.333515881708653,2022-01-25
"14","Carroll",15071,4617,3773,60,784,0.306349943600292,2022-01-25
"15","Cass",8907,2767,2380,74,313,0.310654541371955,2022-01-25
"16","Cedar",13231,3732,2875,29,828,0.282064847706145,2022-01-25
"17","Cerro Gordo",35068,10282,8606,150,1526,0.293201779400023,2022-01-25
"18","Cherokee",8323,2770,2192,54,524,0.332812687732789,2022-01-25
"19","Chickasaw",7996,2512,2039,29,444,0.31415707853927,2022-01-25
"20","Clarke",7123,2072,1706,32,334,0.290888670504001,2022-01-25
"21","Clay",11514,3791,3012,40,739,0.32925134618725,2022-01-25
"22","Clayton",10643,3192,2698,69,425,0.29991543737668,2022-01-25
"23","Clinton",33719,10801,8625,130,2046,0.320323853020552,2022-01-25
"24","Crawford",11785,4259,3641,50,568,0.361391599490878,2022-01-25
"25","Dallas",78334,20946,16411,128,4407,0.267393468991753,2022-01-25
"26","Davis",5011,1498,1309,29,160,0.298942326880862,2022-01-25
"27","Decatur",5167,1386,1131,22,233,0.268240758660732,2022-01-25
"28","Delaware",11484,3797,3181,65,551,0.330633925461512,2022-01-25
"29","Des Moines",29384,8374,7229,121,1024,0.284985025864416,2022-01-25
"30","Dickinson",13651,3904,3278,64,562,0.28598637462457,2022-01-25
"31","Dubuque",78602,23730,19963,279,3488,0.301900714994529,2022-01-25
"32","Emmet",6962,2226,1840,49,337,0.319735708129848,2022-01-25
"33","Fayette",13299,3717,3014,67,636,0.279494698849538,2022-01-25
"34","Floyd",11180,3265,2700,59,506,0.292039355992844,2022-01-25
"35","Franklin",7864,2349,1948,38,363,0.298702950152594,2022-01-25
"36","Fremont",4153,1287,1025,21,241,0.309896460390079,2022-01-25
"37","Greene",5959,1597,1310,19,268,0.267997986239302,2022-01-25
"38","Grundy",8097,2351,1908,39,404,0.290354452266271,2022-01-25
"39","Guthrie",8435,2167,1766,41,360,0.256905749851808,2022-01-25
"40","Hamilton",10936,3254,2664,65,525,0.297549378200439,2022-01-25
"41","Hancock",8448,2644,2300,45,299,0.312973484848485,2022-01-25
"42","Hardin",12553,3833,3025,57,751,0.305345335776308,2022-01-25
"43","Harrison",9187,3189,2546,89,554,0.347120931751388,2022-01-25
"44","Henry",16020,5194,4330,62,802,0.324219725343321,2022-01-25
"45","Howard",6411,1910,1610,28,272,0.297925440648885,2022-01-25
"46","Humboldt",6788,2507,2000,35,472,0.369328226281674,2022-01-25
"47","Ida",4823,1685,1350,46,289,0.349367613518557,2022-01-25
"48","Iowa",11812,3353,2496,42,815,0.28386386725364,2022-01-25
"49","Jackson",13358,4319,3551,64,704,0.323326845336128,2022-01-25
"50","Jasper",26648,7910,6651,97,1162,0.296832782948064,2022-01-25
"51","Jefferson",12940,3076,2457,49,570,0.237712519319938,2022-01-25
"52","Johnson",121204,30646,21304,121,9221,0.252846440711528,2022-01-25
"53","Jones",14223,5129,4257,68,804,0.36061309147156,2022-01-25
"54","Keokuk",6591,1871,1570,45,256,0.28387194659384,2022-01-25
"55","Kossuth",10946,3606,3118,85,403,0.329435410195505,2022-01-25
"56","Lee",23575,7295,6169,119,1007,0.309437963944857,2022-01-25
"57","Linn",172454,47708,35661,513,11534,0.276641887111925,2022-01-25
"58","Louisa",7881,2320,1926,58,336,0.294378885928182,2022-01-25
"59","Lucas",5698,1614,1326,29,259,0.283257283257283,2022-01-25
"60","Lyon",6987,2638,2125,46,467,0.377558322599113,2022-01-25
"61","Madison",11053,2939,2494,30,415,0.265900660454175,2022-01-25
"62","Mahaska",15476,4576,3896,81,599,0.295683639183251,2022-01-25
"63","Marion",23524,7023,5936,110,977,0.298546165618092,2022-01-25
"64","Marshall",30096,8738,6925,96,1717,0.290337586390218,2022-01-25
"65","Mills",10564,3061,2394,38,629,0.28975766755017,2022-01-25
"66","Mitchell",7414,2323,1897,49,377,0.313326139735635,2022-01-25
"67","Monona",5097,1568,1276,43,249,0.307631940357073,2022-01-25
"68","Monroe",5081,1755,1469,44,242,0.345404447943318,2022-01-25
"69","Montgomery",6383,2014,1647,49,318,0.315525614914617,2022-01-25
"70","Muscatine",30721,8846,6994,124,1728,0.287946355912893,2022-01-25
"71","O'Brien",9048,3219,2551,70,598,0.355769230769231,2022-01-25
"72","Osceola",3529,1314,1087,20,207,0.372343440068008,2022-01-25
"73","Page",9144,3173,2811,40,322,0.347003499562555,2022-01-25
"74","Palo Alto",6131,1935,1564,35,336,0.315609199151851,2022-01-25
"75","Pending Investigation",4988,121,33,0,88,0.0242582197273456,2022-01-25
"76","Plymouth",17155,6006,4968,93,945,0.350102011075488,2022-01-25
"77","Pocahontas",4706,1498,1249,25,224,0.318317042073948,2022-01-25
"78","Polk",401157,112416,86050,948,25418,0.280229436355342,2022-01-25
"79","Pottawattamie",68620,22367,17057,269,5041,0.325954532206354,2022-01-25
"80","Poweshiek",13046,3179,2616,54,509,0.243676222596965,2022-01-25
"81","Ringgold",3380,1048,828,32,188,0.310059171597633,2022-01-25
"82","Sac",7168,2233,1801,30,402,0.3115234375,2022-01-25
"83","Scott",126300,37801,30042,346,7413,0.299295328582739,2022-01-25
"84","Shelby",7774,2530,2107,46,377,0.325443786982249,2022-01-25
"85","Sioux",22134,7645,6259,80,1306,0.345396223005331,2022-01-25
"86","Story",74601,18007,14370,73,3564,0.241377461428131,2022-01-25
"87","Tama",11631,3612,2926,84,602,0.310549393861233,2022-01-25
"88","Taylor",3630,1195,1036,21,138,0.329201101928375,2022-01-25
"89","Union",9154,2497,2143,46,308,0.272776928118855,2022-01-25
"90","Van Buren",4183,1261,1036,25,200,0.301458283528568,2022-01-25
"91","Wapello",26978,8299,6845,171,1283,0.307621024538513,2022-01-25
"92","Warren",39877,11410,9072,121,2217,0.286129849286556,2022-01-25
"93","Washington",18577,5253,4172,73,1008,0.282769015449211,2022-01-25
"94","Wayne",3859,1140,934,29,177,0.295413319512827,2022-01-25
"95","Webster",29232,9717,7807,145,1765,0.332409688013136,2022-01-25
"96","Winnebago",8941,2762,2362,42,358,0.308913991723521,2022-01-25
"97","Winneshiek",14373,3506,2938,46,522,0.243929590203854,2022-01-25
"98","Woodbury",83031,27143,20842,298,6003,0.32690200045766,2022-01-25
"99","Worth",5562,1640,1302,11,327,0.294857964760877,2022-01-25
"100","Wright",10591,3459,2814,57,588,0.326598054952318,2022-01-25
"101","Totals",2391006,699859,554515,8501,136843,0.292704828009633,2022-01-25
