"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-20,"Adair",12602,989,820,32,22,10,3758,868,16,2021-05-20
"Adams",2021-05-20,"Adams",5893,352,334,4,4,0,1660,339,1,2021-05-20
"Allamakee",2021-05-20,"Allamakee",22174,1575,1445,51,41,10,6444,1515,19,2021-05-20
"Appanoose",2021-05-20,"Appanoose",18607,1461,1222,49,44,5,6300,1283,12,2021-05-20
"Audubon",2021-05-20,"Audubon",12826,530,486,10,9,1,2794,511,15,2021-05-20
"Benton",2021-05-20,"Benton",38812,2729,2462,55,44,11,13394,2568,51,2021-05-20
"Black Hawk",2021-05-20,"Black Hawk",222055,17330,15328,308,285,23,73209,15844,208,2021-05-20
"Boone",2021-05-20,"Boone",45689,2853,2573,34,31,3,14502,2656,49,2021-05-20
"Bremer",2021-05-20,"Bremer",40903,2996,2740,60,51,9,12787,2858,58,2021-05-20
"Buchanan",2021-05-20,"Buchanan",32514,2022,1858,32,26,6,9891,1916,26,2021-05-20
"Buena Vista",2021-05-20,"Buena Vista",46060,4895,4189,40,36,4,15236,4249,20,2021-05-20
"Butler",2021-05-20,"Butler",30423,1742,1588,35,31,4,7362,1652,29,2021-05-20
"Calhoun",2021-05-20,"Calhoun",19147,1438,1323,13,12,1,5535,1386,50,2021-05-20
"Carroll",2021-05-20,"Carroll",37839,3075,2762,52,43,9,11789,2863,49,2021-05-20
"Cass",2021-05-20,"Cass",21360,1471,1308,54,48,6,6626,1388,26,2021-05-20
"Cedar",2021-05-20,"Cedar",32506,1998,1827,23,21,2,9599,1904,54,2021-05-20
"Cerro Gordo",2021-05-20,"Cerro Gordo",79502,5860,5177,89,74,15,26200,5433,167,2021-05-20
"Cherokee",2021-05-20,"Cherokee",21461,1690,1539,38,30,8,6220,1591,14,2021-05-20
"Chickasaw",2021-05-20,"Chickasaw",18269,1314,1218,16,14,2,5696,1242,8,2021-05-20
"Clarke",2021-05-20,"Clarke",13919,1065,964,24,22,2,5102,1003,15,2021-05-20
"Clay",2021-05-20,"Clay",31818,2267,2106,26,21,5,8818,2158,26,2021-05-20
"Clayton",2021-05-20,"Clayton",26207,1784,1625,56,47,9,7477,1696,15,2021-05-20
"Clinton",2021-05-20,"Clinton",66194,6058,5335,93,79,14,24159,5568,140,2021-05-20
"Crawford",2021-05-20,"Crawford",29076,2910,2589,40,35,5,9121,2665,36,2021-05-20
"Dallas",2021-05-20,"Dallas",132625,12559,10877,98,85,13,56762,11208,233,2021-05-20
"Davis",2021-05-20,"Davis",11645,910,776,24,23,1,3669,838,38,2021-05-20
"Decatur",2021-05-20,"Decatur",10725,624,589,9,9,0,3707,608,10,2021-05-20
"Delaware",2021-05-20,"Delaware",30263,2143,2010,41,37,4,8462,2100,49,2021-05-20
"Des Moines",2021-05-20,"Des Moines",58456,4974,4392,66,55,11,22161,4608,150,2021-05-20
