"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-13,"Adair",2775,509,347,16,12,4,146,0.183423423423423
"Adams",2020-12-13,"Adams",1187,211,138,2,2,0,71,0.177759056444819
"Allamakee",2020-12-13,"Allamakee",4601,1003,615,18,15,3,370,0.217996087806998
"Appanoose",2020-12-13,"Appanoose",4524,872,608,33,33,0,231,0.192749778956675
"Audubon",2020-12-13,"Audubon",1907,327,251,6,6,0,70,0.171473518615627
"Benton",2020-12-13,"Benton",9800,1858,1366,28,25,3,464,0.189591836734694
"Black Hawk",2020-12-13,"Black Hawk",54486,11802,9235,184,172,12,2383,0.216606100649708
"Boone",2020-12-13,"Boone",10075,1620,1108,14,12,2,498,0.160794044665012
"Bremer",2020-12-13,"Bremer",9044,2123,1543,32,29,3,548,0.234741264927023
"Buchanan",2020-12-13,"Buchanan",7267,1318,926,15,14,1,377,0.181367827163892
"Buena Vista",2020-12-13,"Buena Vista",12281,3355,2732,18,15,3,605,0.273186222620308
"Butler",2020-12-13,"Butler",5326,1151,792,12,11,1,347,0.216109650769808
"Calhoun",2020-12-13,"Calhoun",4402,1129,880,8,8,0,241,0.256474329850068
"Carroll",2020-12-13,"Carroll",9084,2145,1701,22,16,6,422,0.236129458388375
"Cass",2020-12-13,"Cass",4814,914,644,35,33,2,235,0.189862899875364
"Cedar",2020-12-13,"Cedar",6902,1237,837,15,14,1,385,0.179223413503332
"Cerro Gordo",2020-12-13,"Cerro Gordo",18689,3978,2714,49,42,7,1215,0.212852480068489
"Cherokee",2020-12-13,"Cherokee",4547,1081,640,14,12,2,427,0.237739168682648
"Chickasaw",2020-12-13,"Chickasaw",4130,959,766,9,8,1,184,0.232203389830508
"Clarke",2020-12-13,"Clarke",3456,546,427,6,6,0,113,0.157986111111111
"Clay",2020-12-13,"Clay",6447,1396,897,10,7,3,489,0.216534822398015
"Clayton",2020-12-13,"Clayton",5339,1252,870,24,20,4,358,0.234500842854467
"Clinton",2020-12-13,"Clinton",16730,3735,2649,48,44,4,1038,0.223251643753736
"Crawford",2020-12-13,"Crawford",7103,1916,1601,16,13,3,299,0.269745178093763
"Dallas",2020-12-13,"Dallas",40634,7094,5293,60,50,10,1741,0.174582861642959
"Davis",2020-12-13,"Davis",2365,566,370,12,11,1,184,0.239323467230444
"Decatur",2020-12-13,"Decatur",2553,373,271,2,2,0,100,0.146102624363494
"Delaware",2020-12-13,"Delaware",6269,1541,1211,26,25,1,304,0.245812729302919
"Des Moines",2020-12-13,"Des Moines",16459,3243,2356,26,23,3,861,0.197035056807826
"Dickinson",2020-12-13,"Dickinson",8207,1564,1109,12,10,2,443,0.190569026440843
"Dubuque",2020-12-13,"Dubuque",45854,9940,7895,123,116,7,1922,0.216774981462904
"Emmet",2020-12-13,"Emmet",3852,873,619,23,22,1,231,0.226635514018692
"Fayette",2020-12-13,"Fayette",6904,1184,811,14,13,1,359,0.171494785631518
"Floyd",2020-12-13,"Floyd",6025,1190,780,23,17,6,387,0.197510373443983
"Franklin",2020-12-13,"Franklin",3906,806,570,17,16,1,219,0.206349206349206
"Fremont",2020-12-13,"Fremont",2083,421,322,5,3,2,94,0.202112337974076
"Greene",2020-12-13,"Greene",3302,581,410,6,6,0,165,0.17595396729255
"Grundy",2020-12-13,"Grundy",4370,934,661,14,12,2,259,0.213729977116705
"Guthrie",2020-12-13,"Guthrie",4361,842,617,22,17,5,203,0.19307498280211
"Hamilton",2020-12-13,"Hamilton",5817,1299,797,21,21,0,481,0.223310985043837
"Hancock",2020-12-13,"Hancock",4533,1013,678,21,18,3,314,0.223472314140746
"Hardin",2020-12-13,"Hardin",6443,1313,904,20,18,2,389,0.203787055719385
"Harrison",2020-12-13,"Harrison",5011,1232,896,49,46,3,287,0.245859109958092
"Henry",2020-12-13,"Henry",8706,2285,1631,19,19,0,635,0.262462669423386
"Howard",2020-12-13,"Howard",3287,617,395,15,11,4,207,0.187709157286279
"Humboldt",2020-12-13,"Humboldt",3725,856,564,12,10,2,280,0.229798657718121
"Ida",2020-12-13,"Ida",2489,631,394,17,16,1,220,0.253515468059462
"Iowa",2020-12-13,"Iowa",6280,1053,744,19,19,0,290,0.167675159235669
"Jackson",2020-12-13,"Jackson",6915,1662,1260,23,22,1,379,0.240347071583514
"Jasper",2020-12-13,"Jasper",13331,2494,1813,48,46,2,633,0.187082739479409
"Jefferson",2020-12-13,"Jefferson",5643,842,508,12,11,1,322,0.149211412369307
"Johnson",2020-12-13,"Johnson",61388,10310,8117,42,39,3,2151,0.167948133185639
"Jones",2020-12-13,"Jones",7889,2463,1944,32,32,0,487,0.31220687032577
"Keokuk",2020-12-13,"Keokuk",3126,717,427,16,16,0,274,0.22936660268714
"Kossuth",2020-12-13,"Kossuth",5963,1357,777,22,21,1,558,0.227570015093074
"Lee",2020-12-13,"Lee",12039,2536,1668,20,16,4,848,0.210648724977158
"Linn",2020-12-13,"Linn",90337,15419,11473,215,202,13,3731,0.170683108803702
"Louisa",2020-12-13,"Louisa",4276,959,708,22,18,4,229,0.224275023386342
"Lucas",2020-12-13,"Lucas",2717,391,276,6,6,0,109,0.143908722856091
"Lyon",2020-12-13,"Lyon",3545,1138,805,21,19,2,312,0.321015514809591
"Madison",2020-12-13,"Madison",5547,827,569,8,7,1,250,0.149089597980891
"Mahaska",2020-12-13,"Mahaska",7779,1455,1051,31,29,2,373,0.187042036251446
"Marion",2020-12-13,"Marion",11519,2299,1670,32,27,5,597,0.199583297161212
"Marshall",2020-12-13,"Marshall",16056,3745,2999,53,50,3,693,0.233246138515197
"Mills",2020-12-13,"Mills",6257,1185,853,11,11,0,321,0.189387885568164
"Mitchell",2020-12-13,"Mitchell",4307,899,584,19,19,0,296,0.208729974460181
"Monona",2020-12-13,"Monona",2904,500,347,12,11,1,141,0.172176308539945
"Monroe",2020-12-13,"Monroe",2329,497,363,15,15,0,119,0.213396307428081
