"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Johnson",2021-01-11,"Johnson",66930,11700,10304,49,45,4,1347,0.174809502465262
"Jones",2021-01-11,"Jones",8395,2666,2468,49,48,1,149,0.317569982132222
"Keokuk",2021-01-11,"Keokuk",3441,828,728,25,25,0,75,0.240627724498692
"Kossuth",2021-01-11,"Kossuth",6529,1638,1416,35,34,1,187,0.250880686169398
"Lee",2021-01-11,"Lee",13378,3063,2566,28,23,5,469,0.228957990731051
"Linn",2021-01-11,"Linn",98030,17325,15459,264,244,20,1602,0.176731612771601
"Louisa",2021-01-11,"Louisa",4615,1122,942,27,23,4,153,0.243120260021668
"Lucas",2021-01-11,"Lucas",3173,635,399,8,8,0,228,0.200126063662149
"Lyon",2021-01-11,"Lyon",3891,1311,1142,30,27,3,139,0.336931380107941
"Madison",2021-01-11,"Madison",6192,1097,835,9,8,1,253,0.177164082687338
"Mahaska",2021-01-11,"Mahaska",8737,1848,1444,35,32,3,369,0.211514249742475
"Marion",2021-01-11,"Marion",12884,2913,2326,51,44,7,536,0.226094380627134
"Marshall",2021-01-11,"Marshall",17408,4192,3801,59,55,4,332,0.240808823529412
"Mills",2021-01-11,"Mills",6735,1338,1191,15,14,1,132,0.198663697104677
"Mitchell",2021-01-11,"Mitchell",4783,1116,906,33,33,0,177,0.233326364206565
"Monona",2021-01-11,"Monona",3155,596,505,16,15,1,75,0.188906497622821
"Monroe",2021-01-11,"Monroe",2799,771,507,18,16,2,246,0.27545551982851
"Montgomery",2021-01-11,"Montgomery",3629,813,614,22,21,1,177,0.224028658032516
"Muscatine",2021-01-11,"Muscatine",18058,3751,3261,75,68,7,415,0.207719570273563
"O'Brien",2021-01-11,"O'Brien",5700,1659,1457,54,50,4,148,0.291052631578947
"Osceola",2021-01-11,"Osceola",2081,628,588,9,7,2,31,0.301777991350312
"Page",2021-01-11,"Page",5184,1419,1289,14,13,1,116,0.273726851851852
"Palo Alto",2021-01-11,"Palo Alto",3817,877,749,9,9,0,119,0.229761592873985
"Pending Investigation",2021-01-11,"Pending Investigation",9727,850,413,0,0,0,437,0.0873856276344197
"Plymouth",2021-01-11,"Plymouth",11548,3453,3084,65,59,6,304,0.299012816072047
"Pocahontas",2021-01-11,"Pocahontas",3054,762,635,11,11,0,116,0.24950884086444
"Polk",2021-01-11,"Polk",227042,43887,37585,426,385,41,5876,0.193299037182548
"Pottawattamie",2021-01-11,"Pottawattamie",40714,8740,7462,104,93,11,1174,0.214668173109987
"Poweshiek",2021-01-11,"Poweshiek",7092,1282,1094,24,22,2,164,0.180767061477721
"Ringgold",2021-01-11,"Ringgold",1992,402,322,9,8,1,71,0.201807228915663
"Sac",2021-01-11,"Sac",4550,1080,971,14,14,0,95,0.237362637362637
"Scott",2021-01-11,"Scott",72445,14967,12952,155,147,8,1860,0.206598108910208
"Shelby",2021-01-11,"Shelby",4414,988,844,26,26,0,118,0.22383325781604
"Sioux",2021-01-11,"Sioux",13628,4473,4046,48,47,1,379,0.328221309069563
"Story",2021-01-11,"Story",46931,8399,7491,32,28,4,876,0.178964863309966
"Tama",2021-01-11,"Tama",7134,1828,1591,57,55,2,180,0.256237734791141
"Taylor",2021-01-11,"Taylor",2177,581,499,9,7,2,73,0.266881028938907
"Union",2021-01-11,"Union",5667,1062,933,20,20,0,109,0.187400741132875
"Van Buren",2021-01-11,"Van Buren",2262,480,415,12,11,1,53,0.212201591511936
"Wapello",2021-01-11,"Wapello",14130,3298,2794,93,91,2,411,0.233404104741684
"Warren",2021-01-11,"Warren",23067,4141,3316,37,35,2,788,0.179520527160012
"Washington",2021-01-11,"Washington",9930,2076,1626,30,29,1,420,0.209063444108761
"Wayne",2021-01-11,"Wayne",1890,411,330,21,17,4,60,0.217460317460317
"Webster",2021-01-11,"Webster",18882,4586,4065,67,60,7,454,0.242876813896833
"Winnebago",2021-01-11,"Winnebago",5134,1153,1013,29,24,5,111,0.224581223217764
"Winneshiek",2021-01-11,"Winneshiek",8248,1472,1197,19,17,2,256,0.178467507274491
"Woodbury",2021-01-11,"Woodbury",50983,12758,11408,173,160,13,1177,0.250240276170488
"Worth",2021-01-11,"Worth",3094,574,438,3,2,1,133,0.18552036199095
"Wright",2021-01-11,"Wright",6929,1587,1413,22,20,2,152,0.229037379131188
"Total",2021-01-11,"Totals",1396433,296859,256150,4138,3791,347,36571,0.21258377594915
