"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1618","76","50","1","25","0.0469715698393078",2020-10-04
"Adams","Adams","686","40","28","0","12","0.0583090379008746",2020-10-04
"Allamakee","Allamakee","2990","270","192","6","72","0.0903010033444816",2020-10-04
"Appanoose","Appanoose","2700","150","125","3","22","0.0555555555555556",2020-10-04
"Audubon","Audubon","1259","104","39","1","64","0.0826052422557585",2020-10-04
"Benton","Benton","5683","365","226","1","138","0.0642266408587014",2020-10-04
"Black Hawk","Black Hawk","36397","4644","3964","93","587","0.127592933483529",2020-10-04
"Boone","Boone","6632","555","380","8","167","0.0836851628468034",2020-10-04
"Bremer","Bremer","5576","525","392","7","126","0.0941535150645624",2020-10-04
"Buchanan","Buchanan","4649","314","192","1","121","0.0675414067541407",2020-10-04
"Buena Vista","Buena Vista","9545","2057","1849","12","196","0.215505500261917",2020-10-04
"Butler","Butler","3470","293","264","2","27","0.0844380403458213",2020-10-04
"Calhoun","Calhoun","2710","209","175","3","31","0.0771217712177122",2020-10-04
"Carroll","Carroll","5966","760","492","5","263","0.127388535031847",2020-10-04
"Cass","Cass","2896","194","163","2","29","0.0669889502762431",2020-10-04
"Cedar","Cedar","4074","280","182","2","96","0.0687285223367698",2020-10-04
"Cerro Gordo","Cerro Gordo","11751","1108","894","23","191","0.0942898476725385",2020-10-04
"Cherokee","Cherokee","2980","299","150","2","147","0.100335570469799",2020-10-04
"Chickasaw","Chickasaw","2716","293","256","1","36","0.107879234167894",2020-10-04
"Clarke","Clarke","2405","275","245","3","27","0.114345114345114",2020-10-04
"Clay","Clay","3995","374","242","4","128","0.0936170212765957",2020-10-04
"Clayton","Clayton","3397","284","247","3","34","0.0836031792758316",2020-10-04
"Clinton","Clinton","10232","1196","922","22","252","0.116888193901486",2020-10-04
"Crawford","Crawford","5407","1151","864","7","280","0.212872202700203",2020-10-04
"Dallas","Dallas","26674","2933","2462","38","433","0.109957261753018",2020-10-04
"Davis","Davis","1378","133","96","4","33","0.0965166908563135",2020-10-04
"Decatur","Decatur","1618","76","51","0","25","0.0469715698393078",2020-10-04
"Delaware","Delaware","4100","500","406","4","90","0.121951219512195",2020-10-04
"Des Moines","Des Moines","9346","894","638","9","247","0.0956558955702975",2020-10-04
"Dickinson","Dickinson","5533","573","434","7","132","0.103560455449123",2020-10-04
"Dubuque","Dubuque","31344","3701","2213","44","1444","0.118076824910669",2020-10-04
"Emmet","Emmet","2294","299","220","10","69","0.130340017436792",2020-10-04
"Fayette","Fayette","4329","250","159","2","89","0.0577500577500578",2020-10-04
"Floyd","Floyd","4016","375","314","5","56","0.0933764940239044",2020-10-04
"Franklin","Franklin","2626","355","321","18","16","0.135186595582635",2020-10-04
"Fremont","Fremont","1346","143","64","0","79","0.106240713224368",2020-10-04
"Greene","Greene","2185","126","69","0","57","0.0576659038901602",2020-10-04
"Grundy","Grundy","2918","240","149","4","87","0.0822481151473612",2020-10-04
"Guthrie","Guthrie","2827","291","179","10","102","0.102935974531305",2020-10-04
"Hamilton","Hamilton","3779","341","311","3","27","0.0902355120402223",2020-10-04
"Hancock","Hancock","2702","215","185","2","28","0.0795706883789785",2020-10-04
"Hardin","Hardin","4008","328","255","1","72","0.0818363273453094",2020-10-04
"Harrison","Harrison","3028","319","182","5","132","0.105350066050198",2020-10-04
"Henry","Henry","5393","836","436","5","395","0.155015761171889",2020-10-04
"Howard","Howard","2140","196","149","7","40","0.091588785046729",2020-10-04
"Humboldt","Humboldt","2387","202","182","3","17","0.0846250523669878",2020-10-04
"Ida","Ida","1593","146","55","2","89","0.0916509730069052",2020-10-04
"Iowa","Iowa","4153","249","126","1","122","0.0599566578377077",2020-10-04
"Jackson","Jackson","4165","401","238","3","160","0.0962785114045618",2020-10-04
"Jasper","Jasper","8357","909","620","34","255","0.108771090104104",2020-10-04
"Jefferson","Jefferson","2973","150","121","1","28","0.0504540867810293",2020-10-04
"Johnson","Johnson","40919","5261","4541","28","692","0.128571079449644",2020-10-04
"Jones","Jones","4119","311","192","3","116","0.0755037630492838",2020-10-04
"Keokuk","Keokuk","1825","125","76","1","48","0.0684931506849315",2020-10-04
"Kossuth","Kossuth","3697","319","146","0","173","0.0862861779821477",2020-10-04
"Lee","Lee","6679","694","512","7","175","0.103907770624345",2020-10-04
"Linn","Linn","53249","4376","3266","116","994","0.082179947041259",2020-10-04
"Louisa","Louisa","2700","443","386","15","42","0.164074074074074",2020-10-04
"Lucas","Lucas","1693","160","102","6","52","0.0945067926757236",2020-10-04
"Lyon","Lyon","2116","422","187","4","231","0.199432892249527",2020-10-04
"Madison","Madison","3668","265","186","2","77","0.0722464558342421",2020-10-04
"Mahaska","Mahaska","5195","451","329","21","101","0.0868142444658325",2020-10-04
"Marion","Marion","7246","801","738","9","54","0.11054374827491",2020-10-04
"Marshall","Marshall","11619","1828","1688","35","105","0.157328513641449",2020-10-04
"Mills","Mills","3888","221","143","1","77","0.0568415637860082",2020-10-04
"Mitchell","Mitchell","2907","201","145","0","56","0.0691434468524252",2020-10-04
"Monona","Monona","1990","175","112","1","62","0.0879396984924623",2020-10-04
"Monroe","Monroe","1420","165","113","11","41","0.116197183098592",2020-10-04
"Montgomery","Montgomery","2021","109","94","5","10","0.0539336961900049",2020-10-04
"Muscatine","Muscatine","10003","1165","965","56","144","0.116465060481855",2020-10-04
"O'Brien","O'Brien","3224","456","230","9","217","0.141439205955335",2020-10-04
"Osceola","Osceola","1137","184","103","0","81","0.161829375549692",2020-10-04
"Page","Page","2962","246","179","0","67","0.0830519918973666",2020-10-04
"Palo Alto","Palo Alto","2293","234","128","0","106","0.102049716528565",2020-10-04
"Pending Investigation","Pending Investigation","3365","16","0","0","16","0.00475482912332838",2020-10-04
"Plymouth","Plymouth","7026","1265","846","22","397","0.180045545118133",2020-10-04
"Pocahontas","Pocahontas","1840","178","140","2","36","0.0967391304347826",2020-10-04
"Polk","Polk","136608","16469","13944","270","2255","0.120556629187163",2020-10-04
"Pottawattamie","Pottawattamie","22378","2345","1807","41","497","0.104790419161677",2020-10-04
"Poweshiek","Poweshiek","3963","352","241","9","102","0.0888215997981327",2020-10-04
"Ringgold","Ringgold","1216","56","49","2","5","0.0460526315789474",2020-10-04
"Sac","Sac","2833","290","129","0","161","0.102364984115778",2020-10-04
"Scott","Scott","39228","3305","2388","29","888","0.084251045171816",2020-10-04
"Shelby","Shelby","2506","284","255","1","28","0.113328012769354",2020-10-04
"Sioux","Sioux","8280","1874","1001","4","869","0.226328502415459",2020-10-04
"Story","Story","30699","3556","2918","17","621","0.115834391999739",2020-10-04
"Tama","Tama","4668","791","671","32","88","0.169451585261354",2020-10-04
"Taylor","Taylor","1301","164","116","1","47","0.126056879323597",2020-10-04
"Union","Union","3220","152","102","3","47","0.0472049689440994",2020-10-04
"Van Buren","Van Buren","1244","127","111","1","15","0.102090032154341",2020-10-04
"Wapello","Wapello","8576","1376","1255","57","64","0.16044776119403",2020-10-04
"Warren","Warren","13136","995","856","6","133","0.0757460414129111",2020-10-04
"Washington","Washington","5382","514","374","11","129","0.095503530286139",2020-10-04
"Wayne","Wayne","1136","91","79","3","9","0.0801056338028169",2020-10-04
"Webster","Webster","12430","1390","1149","14","227","0.111826226870475",2020-10-04
"Winnebago","Winnebago","3109","345","205","14","126","0.110968156963654",2020-10-04
"Winneshiek","Winneshiek","4458","353","268","8","77","0.079183490354419",2020-10-04
"Woodbury","Woodbury","32891","5918","4324","69","1525","0.179927639779879",2020-10-04
"Worth","Worth","1744","116","88","0","28","0.0665137614678899",2020-10-04
"Wright","Wright","4650","613","536","1","76","0.131827956989247",2020-10-04
"Total","Totals","821403","92544","71581","1381","19582","0.112665768203915",2020-10-04
