"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3882,884,849,32,3,0.227717671303452,2021-07-17
"2","Adams",1706,342,333,4,5,0.200468933177022,2021-07-17
"3","Allamakee",6713,1548,1487,52,9,0.230597348428422,2021-07-17
"4","Appanoose",6512,1275,1227,49,-1,0.195792383292383,2021-07-17
"5","Audubon",2910,529,513,11,5,0.181786941580756,2021-07-17
"6","Benton",13921,2620,2530,55,35,0.188204870339774,2021-07-17
"7","Black Hawk",76003,16478,15794,316,368,0.216807231293502,2021-07-17
"8","Boone",14899,2692,2653,34,5,0.180683267333378,2021-07-17
"9","Bremer",13212,2910,2824,62,24,0.220254314259764,2021-07-17
"10","Buchanan",10230,1951,1904,34,13,0.190713587487781,2021-07-17
"11","Buena Vista",15666,4293,4244,40,9,0.274032937571812,2021-07-17
"12","Butler",7574,1670,1621,35,14,0.220491153947716,2021-07-17
"13","Calhoun",5677,1407,1377,13,17,0.247842170160296,2021-07-17
"14","Carroll",12039,2856,2802,52,2,0.237229005731373,2021-07-17
"15","Cass",6772,1390,1336,55,-1,0.205256940342587,2021-07-17
"16","Cedar",9892,1925,1898,23,4,0.194601698342095,2021-07-17
"17","Cerro Gordo",27306,5596,5461,97,38,0.204936643961034,2021-07-17
"18","Cherokee",6390,1610,1563,38,9,0.251956181533646,2021-07-17
"19","Chickasaw",5900,1253,1235,17,1,0.212372881355932,2021-07-17
"20","Clarke",5290,1021,990,24,7,0.193005671077505,2021-07-17
"21","Clay",9029,2173,2143,27,3,0.240668955587551,2021-07-17
"22","Clayton",7801,1718,1665,57,-4,0.220228175874888,2021-07-17
"23","Clinton",25265,5626,5533,93,0,0.222679596279438,2021-07-17
"24","Crawford",9342,2697,2649,41,7,0.288696210661529,2021-07-17
"25","Dallas",58670,11381,11248,99,34,0.193983296403613,2021-07-17
"26","Davis",3818,860,833,25,2,0.225248821372446,2021-07-17
"27","Decatur",3838,645,628,9,8,0.168056279312142,2021-07-17
"28","Delaware",8693,2112,2063,43,6,0.242954101000805,2021-07-17
"29","Des Moines",23038,4726,4617,73,36,0.20513933501172,2021-07-17
"30","Dickinson",11141,2505,2459,45,1,0.224845166502109,2021-07-17
"31","Dubuque",61328,13568,13300,213,55,0.221236629272111,2021-07-17
"32","Emmet",5559,1367,1320,41,6,0.245907537326857,2021-07-17
"33","Fayette",10042,1879,1822,43,14,0.187114120693089,2021-07-17
"34","Floyd",8437,1646,1597,42,7,0.19509304255067,2021-07-17
"35","Franklin",5947,1258,1218,23,17,0.211535227845973,2021-07-17
"36","Fremont",2875,647,637,10,0,0.22504347826087,2021-07-17
"37","Greene",4433,789,775,11,3,0.177983307015565,2021-07-17
"38","Grundy",6184,1387,1349,33,5,0.224288486416559,2021-07-17
"39","Guthrie",6226,1242,1207,32,3,0.19948602634115,2021-07-17
"40","Hamilton",8161,1836,1779,51,6,0.224972429849283,2021-07-17
"41","Hancock",6594,1516,1467,34,15,0.229905975128905,2021-07-17
"42","Hardin",9209,1893,1840,44,9,0.205559778477576,2021-07-17
"43","Harrison",6849,1812,1737,73,2,0.264564169951818,2021-07-17
"44","Henry",11882,3004,2952,37,15,0.252819390674971,2021-07-17
"45","Howard",4964,1052,1028,22,2,0.211925866236906,2021-07-17
"46","Humboldt",5069,1223,1181,26,16,0.24127046754784,2021-07-17
"47","Ida",3593,923,881,35,7,0.256888394099638,2021-07-17
"48","Iowa",8751,1479,1456,24,-1,0.169009256085019,2021-07-17
"49","Jackson",9927,2256,2218,42,-4,0.227258990631611,2021-07-17
"50","Jasper",20087,4505,4420,73,12,0.224274406332454,2021-07-17
"51","Jefferson",8575,1340,1308,35,-3,0.156268221574344,2021-07-17
"52","Johnson",88113,14676,14531,85,60,0.166558850566886,2021-07-17
"53","Jones",10825,3009,2951,57,1,0.27796766743649,2021-07-17
"54","Keokuk",4638,994,948,32,14,0.214316515739543,2021-07-17
"55","Kossuth",8531,2171,2110,66,-5,0.254483647872465,2021-07-17
"56","Lee",17340,3872,3773,58,41,0.223298731257209,2021-07-17
"57","Linn",127865,21381,20892,342,147,0.167215422515935,2021-07-17
"58","Louisa",5832,1302,1252,49,1,0.223251028806584,2021-07-17
"59","Lucas",4182,771,750,23,-2,0.184361549497848,2021-07-17
"60","Lyon",5100,1607,1558,41,8,0.315098039215686,2021-07-17
"61","Madison",8533,1668,1642,19,7,0.19547638579632,2021-07-17
"62","Mahaska",11286,2309,2236,51,22,0.204589757221336,2021-07-17
"63","Marion",17431,3660,3584,77,-1,0.209970741781883,2021-07-17
"64","Marshall",23131,4906,4795,76,35,0.212096320954563,2021-07-17
"65","Mills",8057,1637,1603,24,10,0.203177361300732,2021-07-17
"66","Mitchell",5818,1268,1231,43,-6,0.217944310759711,2021-07-17
"67","Monona",4026,850,817,31,2,0.211127670144064,2021-07-17
"68","Monroe",3841,980,943,32,5,0.255141890132778,2021-07-17
"69","Montgomery",4556,1053,1014,38,1,0.231123792800702,2021-07-17
"70","Muscatine",23399,4902,4782,106,14,0.209496132313347,2021-07-17
"71","O'Brien",7050,2006,1950,61,-5,0.284539007092199,2021-07-17
"72","Osceola",2709,790,776,17,-3,0.291620524178664,2021-07-17
"73","Page",6694,1950,1929,22,-1,0.291305646847924,2021-07-17
"74","Palo Alto",4795,1145,1117,24,4,0.238790406673618,2021-07-17
"75","Pending Investigation",3330,6,4,0,2,0.0018018018018018,2021-07-17
"76","Plymouth",14070,4045,3953,82,10,0.287491115849325,2021-07-17
"77","Pocahontas",3673,865,844,22,-1,0.23550231418459,2021-07-17
"78","Polk",300287,58644,57775,643,226,0.195293169534479,2021-07-17
"79","Pottawattamie",50730,11257,11046,177,34,0.221900256258624,2021-07-17
"80","Poweshiek",9547,1586,1553,36,-3,0.166125484445376,2021-07-17
"81","Ringgold",2551,564,536,24,4,0.22108976871815,2021-07-17
"82","Sac",5736,1323,1306,20,-3,0.230648535564854,2021-07-17
"83","Scott",95456,20344,20058,250,36,0.21312437143815,2021-07-17
"84","Shelby",5861,1307,1268,37,2,0.222999488141955,2021-07-17
"85","Sioux",17146,5185,5103,74,8,0.302402892802986,2021-07-17
"86","Story",59728,10777,10692,48,37,0.180434637021163,2021-07-17
"87","Tama",9037,2130,2050,72,8,0.235697687285604,2021-07-17
"88","Taylor",2702,669,658,12,-1,0.24759437453738,2021-07-17
"89","Union",7060,1294,1260,35,-1,0.18328611898017,2021-07-17
"90","Van Buren",2993,567,550,18,-1,0.189442031406615,2021-07-17
"91","Wapello",19994,4353,4215,122,16,0.217715314594378,2021-07-17
"92","Warren",30368,5899,5777,92,30,0.19425052687039,2021-07-17
"93","Washington",12874,2594,2542,51,1,0.201491377971105,2021-07-17
"94","Wayne",2742,560,528,23,9,0.204230488694384,2021-07-17
"95","Webster",22542,5257,5052,94,111,0.233209120752373,2021-07-17
"96","Winnebago",6849,1453,1415,31,7,0.212147758796905,2021-07-17
"97","Winneshiek",11135,2001,1934,35,32,0.179703637180063,2021-07-17
"98","Woodbury",64208,15247,14994,230,23,0.237462621480189,2021-07-17
"99","Worth",4198,755,745,8,2,0.179847546450691,2021-07-17
"100","Wright",8291,1866,1819,40,7,0.225063321674104,2021-07-17
"101","Totals",1804681,374770,366832,6149,1789,0.207665509860191,2021-07-10
