"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3884,884,849,32,3,0.227600411946447,2021-07-17
"2","Adams",1710,343,333,4,6,0.200584795321637,2021-07-17
"3","Allamakee",6724,1549,1487,52,10,0.230368828078525,2021-07-17
"4","Appanoose",6521,1275,1227,49,-1,0.19552215917804,2021-07-17
"5","Audubon",2913,529,514,11,4,0.181599725369035,2021-07-17
"6","Benton",13942,2621,2539,55,27,0.187993114330799,2021-07-17
"7","Black Hawk",76122,16519,15829,316,374,0.217006909960327,2021-07-17
"8","Boone",14913,2692,2654,34,4,0.180513645812378,2021-07-17
"9","Bremer",13227,2915,2828,62,25,0.220382550842973,2021-07-17
"10","Buchanan",10242,1952,1907,34,11,0.190587775825034,2021-07-17
"11","Buena Vista",15692,4295,4246,40,9,0.273706347183278,2021-07-17
"12","Butler",7578,1671,1622,35,14,0.220506730007918,2021-07-17
"13","Calhoun",5687,1414,1377,13,24,0.248637242834535,2021-07-17
"14","Carroll",12058,2856,2803,52,1,0.236855199867308,2021-07-17
"15","Cass",6780,1397,1336,55,6,0.206047197640118,2021-07-17
"16","Cedar",9899,1926,1900,23,3,0.194565107586625,2021-07-17
"17","Cerro Gordo",27334,5600,5465,97,38,0.204873051876783,2021-07-17
"18","Cherokee",6399,1610,1563,38,9,0.251601812783247,2021-07-17
"19","Chickasaw",5910,1253,1236,17,0,0.212013536379019,2021-07-17
"20","Clarke",5295,1022,990,24,8,0.193012275731822,2021-07-17
"21","Clay",9034,2172,2143,27,2,0.240425060881116,2021-07-17
"22","Clayton",7815,1721,1665,57,-1,0.220217530390275,2021-07-17
"23","Clinton",25295,5627,5535,93,-1,0.222455030638466,2021-07-17
"24","Crawford",9358,2700,2649,41,10,0.288523188715538,2021-07-17
"25","Dallas",58751,11388,11251,99,38,0.193834998553216,2021-07-17
"26","Davis",3826,860,833,25,2,0.224777835859906,2021-07-17
"27","Decatur",3846,649,629,9,11,0.168746749869995,2021-07-17
"28","Delaware",8710,2113,2064,43,6,0.242594718714122,2021-07-17
"29","Des Moines",23061,4730,4617,73,40,0.205108191318677,2021-07-17
"30","Dickinson",11146,2505,2460,45,0,0.224744302888929,2021-07-17
"31","Dubuque",61398,13574,13307,213,54,0.22108211993876,2021-07-17
"32","Emmet",5561,1367,1321,41,5,0.245819097284661,2021-07-17
"33","Fayette",10055,1879,1823,43,13,0.186872202884137,2021-07-17
"34","Floyd",8449,1646,1598,42,6,0.194815954550834,2021-07-17
"35","Franklin",5953,1262,1218,23,21,0.211993952628927,2021-07-17
"36","Fremont",2877,647,637,10,0,0.224887035106013,2021-07-17
"37","Greene",4440,789,775,11,3,0.177702702702703,2021-07-17
"38","Grundy",6190,1390,1349,33,8,0.224555735056543,2021-07-17
"39","Guthrie",6272,1243,1209,32,2,0.198182397959184,2021-07-17
"40","Hamilton",8173,1841,1779,51,11,0.225253884742445,2021-07-17
"41","Hancock",6604,1520,1467,34,19,0.230163537250151,2021-07-17
"42","Hardin",9215,1895,1842,44,9,0.205642973412914,2021-07-17
"43","Harrison",6857,1812,1737,73,2,0.264255505323028,2021-07-17
"44","Henry",11890,3005,2953,37,15,0.25273338940286,2021-07-17
"45","Howard",4972,1052,1028,22,2,0.211584875301689,2021-07-17
"46","Humboldt",5074,1225,1182,26,17,0.241426882144265,2021-07-17
"47","Ida",3595,923,881,35,7,0.256745479833102,2021-07-17
"48","Iowa",8755,1479,1456,24,-1,0.168932038834951,2021-07-17
"49","Jackson",9945,2256,2218,42,-4,0.22684766214178,2021-07-17
"50","Jasper",20102,4506,4423,73,10,0.224156800318376,2021-07-17
"51","Jefferson",8677,1343,1310,35,-2,0.154776996657831,2021-07-17
"52","Johnson",88231,14682,14533,85,64,0.166404098332786,2021-07-17
"53","Jones",10841,3010,2951,57,2,0.277649663315192,2021-07-17
"54","Keokuk",4646,995,950,32,13,0.214162720619888,2021-07-17
"55","Kossuth",8539,2173,2110,66,-3,0.254479447242066,2021-07-17
"56","Lee",17364,3878,3779,58,41,0.223335636950012,2021-07-17
"57","Linn",128084,21391,20919,342,130,0.16700758876987,2021-07-17
"58","Louisa",5837,1302,1253,49,0,0.223059790988521,2021-07-17
"59","Lucas",4191,771,750,23,-2,0.183965640658554,2021-07-17
"60","Lyon",5106,1608,1558,41,9,0.314923619271445,2021-07-17
"61","Madison",8538,1669,1643,19,7,0.195479034902788,2021-07-17
"62","Mahaska",11303,2312,2237,51,24,0.204547465274706,2021-07-17
"63","Marion",17464,3666,3586,77,3,0.209917544663307,2021-07-17
"64","Marshall",23158,4910,4799,76,35,0.212021763537438,2021-07-17
"65","Mills",8062,1637,1603,24,10,0.203051352021831,2021-07-17
"66","Mitchell",5829,1271,1230,43,-2,0.218047692571625,2021-07-17
"67","Monona",4028,852,817,31,4,0.211519364448858,2021-07-17
"68","Monroe",3847,983,944,32,7,0.255523784767351,2021-07-17
"69","Montgomery",4563,1056,1014,38,4,0.231426692965155,2021-07-17
"70","Muscatine",23433,4903,4782,106,15,0.2092348397559,2021-07-17
"71","O'Brien",7061,2007,1950,61,-4,0.284237360147288,2021-07-17
"72","Osceola",2710,790,776,17,-3,0.291512915129151,2021-07-17
"73","Page",6700,1951,1929,22,0,0.291194029850746,2021-07-17
"74","Palo Alto",4801,1146,1117,24,5,0.238700270776921,2021-07-17
"75","Pending Investigation",3369,8,4,0,4,0.00237459186702286,2021-07-17
"76","Plymouth",14079,4046,3953,82,11,0.287378364940692,2021-07-17
"77","Pocahontas",3677,865,844,22,-1,0.235246124558064,2021-07-17
"78","Polk",300669,58677,57808,643,226,0.195154804785329,2021-07-17
"79","Pottawattamie",50803,11267,11052,177,38,0.221778241442434,2021-07-17
"80","Poweshiek",9560,1586,1554,36,-4,0.165899581589958,2021-07-17
"81","Ringgold",2558,564,536,24,4,0.220484753713839,2021-07-17
"82","Sac",5743,1325,1306,20,-1,0.230715653839457,2021-07-17
"83","Scott",95594,20364,20067,250,47,0.213025922129004,2021-07-17
"84","Shelby",5873,1312,1269,37,6,0.223395198365401,2021-07-17
"85","Sioux",17167,5187,5104,74,9,0.30214947282577,2021-07-17
"86","Story",59782,10777,10696,48,33,0.180271653675019,2021-07-17
"87","Tama",9043,2130,2050,72,8,0.235541302665045,2021-07-17
"88","Taylor",2709,669,659,12,-2,0.246954595791805,2021-07-17
"89","Union",7066,1295,1261,35,-1,0.183272006793094,2021-07-17
"90","Van Buren",2998,567,550,18,-1,0.189126084056037,2021-07-17
"91","Wapello",20025,4356,4217,122,17,0.21752808988764,2021-07-17
"92","Warren",30438,5901,5782,92,27,0.193869505223734,2021-07-17
"93","Washington",12885,2595,2542,51,2,0.20139697322468,2021-07-17
"94","Wayne",2746,560,528,23,9,0.203932993445011,2021-07-17
"95","Webster",22579,5278,5054,94,130,0.233757030869392,2021-07-17
"96","Winnebago",6859,1453,1416,31,6,0.21183846041697,2021-07-17
"97","Winneshiek",11150,2001,1939,35,27,0.179461883408072,2021-07-17
"98","Woodbury",64287,15261,15002,230,29,0.237388585561622,2021-07-17
"99","Worth",4201,756,745,8,3,0.179957153058796,2021-07-17
"100","Wright",8300,1871,1820,40,11,0.225421686746988,2021-07-17
"101","Totals",1807222,375076,367052,6149,1875,0.20754284753063,2021-07-13
