"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Greene","Greene","1961","99","52","0","47","0.0504844467108618",2020-09-25
"Grundy","Grundy","2735","219","123","3","93","0.080073126142596",2020-09-25
"Guthrie","Guthrie","2618","242","165","6","71","0.092436974789916",2020-09-25
"Hamilton","Hamilton","3575","322","261","3","58","0.0900699300699301",2020-09-25
"Hancock","Hancock","2512","178","156","2","20","0.070859872611465",2020-09-25
"Hardin","Hardin","3674","295","220","1","74","0.0802939575394665",2020-09-25
"Harrison","Harrison","2647","209","156","3","50","0.0789573101624481",2020-09-25
"Henry","Henry","4939","685","266","4","415","0.138692042923669",2020-09-25
"Howard","Howard","1997","186","127","6","53","0.0931397095643465",2020-09-25
"Humboldt","Humboldt","2195","186","107","3","76","0.0847380410022779",2020-09-25
"Ida","Ida","1467","115","39","1","75","0.0783912747102931",2020-09-25
"Iowa","Iowa","3823","198","111","1","86","0.0517917865550615",2020-09-25
"Jackson","Jackson","3800","333","203","3","127","0.0876315789473684",2020-09-25
"Jasper","Jasper","7667","819","531","32","256","0.106821442545976",2020-09-25
"Jefferson","Jefferson","2722","138","109","1","28","0.0506980161645849",2020-09-25
"Johnson","Johnson","38826","5088","3518","27","1543","0.131046206150518",2020-09-25
"Jones","Jones","3787","264","167","3","94","0.069712173224188",2020-09-25
"Keokuk","Keokuk","1681","105","57","1","47","0.0624628197501487",2020-09-25
"Kossuth","Kossuth","3365","256","117","0","139","0.0760772659732541",2020-09-25
"Lee","Lee","6115","621","403","7","211","0.101553556827473",2020-09-25
"Linn","Linn","49345","3943","3030","110","803","0.0799067788023103",2020-09-25
"Louisa","Louisa","2483","428","379","15","34","0.172372130487314",2020-09-25
"Lucas","Lucas","1571","153","79","6","68","0.0973901973265436",2020-09-25
"Lyon","Lyon","1802","310","171","4","135","0.172031076581576",2020-09-25
"Madison","Madison","3404","212","163","2","47","0.0622796709753232",2020-09-25
"Mahaska","Mahaska","4747","392","285","19","88","0.0825784706130187",2020-09-25
"Marion","Marion","6714","753","624","6","123","0.112153708668454",2020-09-25
"Marshall","Marshall","10851","1770","1597","34","139","0.163118606580039",2020-09-25
"Mills","Mills","3564","177","125","1","51","0.0496632996632997",2020-09-25
"Mitchell","Mitchell","2739","189","101","0","88","0.0690032858707558",2020-09-25
"Monona","Monona","1726","145","107","1","37","0.0840092699884125",2020-09-25
"Monroe","Monroe","1351","157","99","10","48","0.116210214655811",2020-09-25
"Montgomery","Montgomery","1854","90","82","5","3","0.0485436893203883",2020-09-25
"Muscatine","Muscatine","9222","1091","903","54","134","0.11830405551941",2020-09-25
"O'Brien","O'Brien","2934","352","194","9","149","0.119972733469666",2020-09-25
"Osceola","Osceola","938","151","100","0","51","0.160980810234542",2020-09-25
"Page","Page","2609","153","145","0","8","0.0586431582981985",2020-09-25
"Palo Alto","Palo Alto","2075","184","107","0","77","0.0886746987951807",2020-09-25
"Pending Investigation","Pending Investigation","2369","8","0","0","8","0.00337695230054875",2020-09-25
"Plymouth","Plymouth","6414","1107","700","20","387","0.172591206735267",2020-09-25
"Pocahontas","Pocahontas","1661","156","122","2","32","0.0939193257074052",2020-09-25
"Polk","Polk","129010","15700","12408","261","3031","0.121695992558716",2020-09-25
"Pottawattamie","Pottawattamie","20763","2074","1693","38","343","0.0998892260270674",2020-09-25
"Poweshiek","Poweshiek","3483","279","193","8","78","0.0801033591731266",2020-09-25
"Ringgold","Ringgold","1098","49","37","2","10","0.0446265938069217",2020-09-25
"Sac","Sac","2585","246","107","0","139","0.0951644100580271",2020-09-25
"Scott","Scott","36255","2930","2164","28","738","0.0808164391118466",2020-09-25
"Shelby","Shelby","2330","258","234","1","23","0.110729613733906",2020-09-25
"Sioux","Sioux","7220","1514","885","3","626","0.209695290858726",2020-09-25
"Story","Story","29470","3407","2225","17","1165","0.115609093993892",2020-09-25
"Tama","Tama","4323","704","612","31","61","0.162849872773537",2020-09-25
"Taylor","Taylor","1203","127","112","1","14","0.105569409808811",2020-09-25
"Union","Union","3023","129","86","3","40","0.042672841548131",2020-09-25
"Van Buren","Van Buren","1182","113","52","1","60","0.0956006768189509",2020-09-25
"Wapello","Wapello","8111","1314","1150","57","107","0.162002219208482",2020-09-25
"Warren","Warren","12323","949","711","6","232","0.0770104682301388",2020-09-25
"Washington","Washington","4870","453","331","11","111","0.0930184804928131",2020-09-25
"Wayne","Wayne","1071","85","68","2","15","0.0793650793650794",2020-09-25
"Webster","Webster","11664","1229","741","14","474","0.105366941015089",2020-09-25
"Winnebago","Winnebago","2943","291","147","13","131","0.0988786952089704",2020-09-25
"Winneshiek","Winneshiek","4149","324","238","6","80","0.0780911062906725",2020-09-25
"Woodbury","Woodbury","29940","5275","4049","63","1163","0.176185704742819",2020-09-25
"Worth","Worth","1619","104","78","0","26","0.064237183446572",2020-09-25
"Wright","Wright","4285","574","498","1","75","0.133955659276546",2020-09-25
"Total","Totals","763690","84160","62574","1303","20283","0.110201783446163",2020-09-25
