"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-18,"Adair",12542,986,817,32,22,10,3748,865,16,2021-05-18
"Adams",2021-05-18,"Adams",5864,350,331,4,4,0,1658,338,3,2021-05-18
"Allamakee",2021-05-18,"Allamakee",22047,1571,1444,51,41,10,6428,1514,19,2021-05-18
"Appanoose",2021-05-18,"Appanoose",18562,1459,1219,49,44,5,6287,1282,14,2021-05-18
"Audubon",2021-05-18,"Audubon",12766,531,483,10,9,1,2783,510,17,2021-05-18
"Benton",2021-05-18,"Benton",38615,2722,2458,55,44,11,13369,2565,52,2021-05-18
"Black Hawk",2021-05-18,"Black Hawk",221358,17298,15301,308,285,23,73057,15824,215,2021-05-18
"Boone",2021-05-18,"Boone",45524,2839,2567,34,31,3,14471,2652,51,2021-05-18
"Bremer",2021-05-18,"Bremer",40735,2988,2738,60,51,9,12756,2851,53,2021-05-18
"Buchanan",2021-05-18,"Buchanan",32377,2020,1857,32,26,6,9870,1915,26,2021-05-18
"Buena Vista",2021-05-18,"Buena Vista",45958,4898,4183,40,36,4,15212,4249,26,2021-05-18
"Butler",2021-05-18,"Butler",30323,1743,1588,34,30,4,7348,1650,28,2021-05-18
"Calhoun",2021-05-18,"Calhoun",19056,1436,1322,13,12,1,5529,1385,50,2021-05-18
"Carroll",2021-05-18,"Carroll",37736,3069,2753,52,43,9,11765,2860,55,2021-05-18
"Cass",2021-05-18,"Cass",21287,1471,1303,54,48,6,6611,1387,30,2021-05-18
"Cedar",2021-05-18,"Cedar",32395,1992,1819,23,21,2,9578,1899,57,2021-05-18
"Cerro Gordo",2021-05-18,"Cerro Gordo",79074,5840,5157,89,74,15,26124,5415,169,2021-05-18
"Cherokee",2021-05-18,"Cherokee",21401,1691,1536,38,30,8,6205,1589,15,2021-05-18
"Chickasaw",2021-05-18,"Chickasaw",18207,1311,1217,16,14,2,5671,1241,8,2021-05-18
"Clarke",2021-05-18,"Clarke",13875,1062,963,24,22,2,5091,1002,15,2021-05-18
"Clay",2021-05-18,"Clay",31662,2265,2101,25,20,5,8797,2157,31,2021-05-18
"Clayton",2021-05-18,"Clayton",26009,1787,1626,56,47,9,7452,1696,14,2021-05-18
"Clinton",2021-05-18,"Clinton",65803,6038,5322,93,79,14,24102,5561,146,2021-05-18
"Crawford",2021-05-18,"Crawford",28888,2905,2588,40,35,5,9086,2663,35,2021-05-18
