"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-20,"Adair",12137,968,805,32,22,10,3639,845,8,2021-04-20
"Adams",2021-04-20,"Adams",5431,341,315,4,4,0,1595,328,9,2021-04-20
"Allamakee",2021-04-20,"Allamakee",20755,1545,1431,51,41,10,6230,1490,8,2021-04-20
"Appanoose",2021-04-20,"Appanoose",17378,1438,1200,47,43,4,6052,1266,19,2021-04-20
"Audubon",2021-04-20,"Audubon",11984,513,470,9,8,1,2656,493,14,2021-04-20
"Benton",2021-04-20,"Benton",36524,2665,2402,55,44,11,12909,2503,46,2021-04-20
"Black Hawk",2021-04-20,"Black Hawk",209367,17006,14888,306,283,23,70839,15563,369,2021-04-20
"Boone",2021-04-20,"Boone",43422,2774,2466,33,31,2,13998,2588,89,2021-04-20
"Bremer",2021-04-20,"Bremer",38613,2933,2686,60,51,9,12394,2793,47,2021-04-20
"Buchanan",2021-04-20,"Buchanan",30345,1990,1787,31,26,5,9561,1889,71,2021-04-20
"Buena Vista",2021-04-20,"Buena Vista",44303,4865,4127,40,36,4,14850,4219,52,2021-04-20
"Butler",2021-04-20,"Butler",28995,1715,1569,34,30,4,7083,1625,22,2021-04-20
"Calhoun",2021-04-20,"Calhoun",18018,1382,1310,11,11,0,5335,1332,11,2021-04-20
"Carroll",2021-04-20,"Carroll",35774,3003,2694,52,43,9,11459,2791,45,2021-04-20
"Cass",2021-04-20,"Cass",20331,1429,1273,54,48,6,6377,1348,21,2021-04-20
"Cedar",2021-04-20,"Cedar",30267,1927,1745,23,21,2,9231,1843,75,2021-04-20
"Cerro Gordo",2021-04-20,"Cerro Gordo",74918,5631,4987,86,72,14,25133,5230,157,2021-04-20
"Cherokee",2021-04-20,"Cherokee",20612,1674,1484,38,30,8,6074,1571,49,2021-04-20
"Chickasaw",2021-04-20,"Chickasaw",17112,1292,1200,15,13,2,5484,1226,11,2021-04-20
"Clarke",2021-04-20,"Clarke",13150,1044,947,24,22,2,4905,983,12,2021-04-20
"Clay",2021-04-20,"Clay",29747,2225,1930,25,20,5,8523,2113,158,2021-04-20
"Clayton",2021-04-20,"Clayton",24432,1757,1568,55,46,9,7179,1671,48,2021-04-20
"Clinton",2021-04-20,"Clinton",61531,5858,5040,90,78,12,23027,5377,247,2021-04-20
"Crawford",2021-04-20,"Crawford",27002,2857,2548,40,35,5,8889,2620,32,2021-04-20
"Dallas",2021-04-20,"Dallas",125054,12223,10452,96,84,12,54693,10901,353,2021-04-20
"Davis",2021-04-20,"Davis",10778,869,753,24,23,1,3483,799,22,2021-04-20
"Decatur",2021-04-20,"Decatur",10270,604,576,9,9,0,3567,589,4,2021-04-20
"Delaware",2021-04-20,"Delaware",27729,2071,1867,39,35,4,8165,2033,127,2021-04-20
"Des Moines",2021-04-20,"Des Moines",54662,4757,4283,65,54,11,21320,4418,70,2021-04-20
"Dickinson",2021-04-20,"Dickinson",26188,2609,2147,43,37,6,10578,2423,233,2021-04-20
"Dubuque",2021-04-20,"Dubuque",185334,14426,12379,203,189,14,57643,13168,586,2021-04-20
