"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-03,"Adair",2968,614,477,17,13,4,120,0.206873315363881
"Adams",2021-01-03,"Adams",1290,269,194,2,2,0,73,0.208527131782946
"Allamakee",2021-01-03,"Allamakee",4956,1191,922,26,22,4,243,0.240314769975787
"Appanoose",2021-01-03,"Appanoose",4829,977,844,36,36,0,97,0.202319320770346
"Audubon",2021-01-03,"Audubon",2076,385,313,7,7,0,65,0.185452793834297
"Benton",2021-01-03,"Benton",10371,1996,1770,38,34,4,188,0.192459743515572
"Black Hawk",2021-01-03,"Black Hawk",57597,12869,11402,220,207,13,1247,0.223431775960553
"Boone",2021-01-03,"Boone",10958,1942,1535,15,13,2,392,0.177222120824968
"Bremer",2021-01-03,"Bremer",9531,2273,2071,44,40,4,158,0.23848494386738
"Buchanan",2021-01-03,"Buchanan",7670,1459,1262,17,16,1,180,0.190221642764016
"Buena Vista",2021-01-03,"Buena Vista",12905,3742,3225,26,23,3,491,0.289965129794653
"Butler",2021-01-03,"Butler",5660,1298,1103,23,20,3,172,0.229328621908127
"Calhoun",2021-01-03,"Calhoun",4580,1174,1103,9,9,0,62,0.256331877729258
"Carroll",2021-01-03,"Carroll",9632,2397,2061,31,25,6,305,0.248857973421927
"Cass",2021-01-03,"Cass",5182,1064,848,39,37,2,177,0.205326128907758
"Cedar",2021-01-03,"Cedar",7351,1404,1171,19,18,1,214,0.190994422527547
"Cerro Gordo",2021-01-03,"Cerro Gordo",19898,4361,3812,62,51,11,487,0.219167755553322
"Cherokee",2021-01-03,"Cherokee",4955,1261,1011,22,20,2,228,0.254490413723512
"Chickasaw",2021-01-03,"Chickasaw",4372,1048,931,11,10,1,106,0.239707227813358
"Clarke",2021-01-03,"Clarke",3802,697,520,6,6,0,171,0.183324566017885
"Clay",2021-01-03,"Clay",6906,1555,1300,13,10,3,242,0.225166521865045
"Clayton",2021-01-03,"Clayton",5705,1409,1193,46,39,7,170,0.246976336546889
"Clinton",2021-01-03,"Clinton",17895,4156,3555,55,49,6,546,0.232243643475831
"Crawford",2021-01-03,"Crawford",7415,2134,1845,22,19,3,267,0.287795010114632
"Dallas",2021-01-03,"Dallas",43684,8015,6810,67,57,10,1138,0.183476787839941
"Davis",2021-01-03,"Davis",2620,651,534,20,19,1,97,0.248473282442748
"Decatur",2021-01-03,"Decatur",2771,430,358,4,4,0,68,0.155178635871527
"Delaware",2021-01-03,"Delaware",6604,1643,1482,32,31,1,129,0.248788612961841
"Des Moines",2021-01-03,"Des Moines",17397,3574,3100,35,32,3,439,0.205437719146979
"Dickinson",2021-01-03,"Dickinson",8723,1728,1501,20,18,2,207,0.198096984982231
"Dubuque",2021-01-03,"Dubuque",48129,10711,9590,139,131,8,982,0.222547736292048
"Emmet",2021-01-03,"Emmet",4166,1022,826,27,26,1,169,0.245319251080173
"Fayette",2021-01-03,"Fayette",7386,1429,1128,19,18,1,282,0.193474140265367
"Floyd",2021-01-03,"Floyd",6354,1291,1136,34,26,8,121,0.203179099779666
"Franklin",2021-01-03,"Franklin",4194,920,765,17,16,1,138,0.219360991893181
"Fremont",2021-01-03,"Fremont",2215,473,406,5,3,2,62,0.213544018058691
"Greene",2021-01-03,"Greene",3509,648,553,7,7,0,88,0.184667996580222
"Grundy",2021-01-03,"Grundy",4681,1103,900,18,14,4,185,0.235633411664174
"Guthrie",2021-01-03,"Guthrie",4669,961,804,23,18,5,134,0.205825658599272
"Hamilton",2021-01-03,"Hamilton",6206,1493,1234,24,24,0,235,0.240573638414438
"Hancock",2021-01-03,"Hancock",4866,1188,942,24,19,5,222,0.244143033292232
"Hardin",2021-01-03,"Hardin",6880,1464,1263,26,24,2,175,0.212790697674419
"Harrison",2021-01-03,"Harrison",5424,1458,1139,58,55,3,261,0.268805309734513
"Henry",2021-01-03,"Henry",9203,2493,2172,27,27,0,294,0.270889927197653
"Howard",2021-01-03,"Howard",3568,743,580,17,13,4,146,0.208239910313901
"Humboldt",2021-01-03,"Humboldt",3955,984,833,18,15,3,133,0.248798988621997
"Ida",2021-01-03,"Ida",2659,701,570,29,28,1,102,0.263632944716059
"Iowa",2021-01-03,"Iowa",6627,1147,1015,21,20,1,111,0.173079824958503
"Jackson",2021-01-03,"Jackson",7340,1788,1589,29,28,1,170,0.243596730245232
"Jasper",2021-01-03,"Jasper",14558,2924,2369,54,52,2,501,0.200851765352384
"Jefferson",2021-01-03,"Jefferson",6138,1042,797,20,19,1,225,0.169762137504073
