"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-12,"Adair",11178,938,736,31,22,9,3459,820,53,2021-03-12
"Adams",2021-03-12,"Adams",4834,327,313,4,4,0,1518,319,2,2021-03-12
"Allamakee",2021-03-12,"Allamakee",18892,1512,1324,48,38,10,5908,1457,85,2021-03-12
"Appanoose",2021-03-12,"Appanoose",15931,1396,1141,47,43,4,5765,1235,47,2021-03-12
"Audubon",2021-03-12,"Audubon",10680,495,441,9,8,1,2489,477,27,2021-03-12
"Benton",2021-03-12,"Benton",32808,2589,2223,54,44,10,12111,2432,155,2021-03-12
"Black Hawk",2021-03-12,"Black Hawk",191279,16410,14391,295,275,20,67347,15029,343,2021-03-12
"Boone",2021-03-12,"Boone",39628,2636,2332,30,28,2,13191,2458,96,2021-03-12
"Bremer",2021-03-12,"Bremer",34092,2854,2547,56,48,8,11707,2720,117,2021-03-12
"Buchanan",2021-03-12,"Buchanan",26964,1884,1681,30,26,4,8987,1789,78,2021-03-12
"Buena Vista",2021-03-12,"Buena Vista",40772,4767,4002,37,34,3,14278,4138,99,2021-03-12
"Butler",2021-03-12,"Butler",26226,1684,1527,32,28,4,6751,1594,35,2021-03-12
"Calhoun",2021-03-12,"Calhoun",16443,1351,1255,11,11,0,5074,1302,36,2021-03-12
"Carroll",2021-03-12,"Carroll",32367,2888,2578,48,41,7,10894,2682,56,2021-03-12
"Cass",2021-03-12,"Cass",18684,1377,1180,52,47,5,6064,1304,72,2021-03-12
"Cedar",2021-03-12,"Cedar",27057,1820,1602,23,21,2,8752,1741,116,2021-03-12
"Cerro Gordo",2021-03-12,"Cerro Gordo",68929,5401,4839,84,71,13,23738,5030,107,2021-03-12
"Cherokee",2021-03-12,"Cherokee",18300,1580,1388,37,29,8,5756,1479,54,2021-03-12
"Chickasaw",2021-03-12,"Chickasaw",15638,1264,1164,15,13,2,5201,1200,21,2021-03-12
"Clarke",2021-03-12,"Clarke",12094,1016,888,21,21,0,4673,957,48,2021-03-12
"Clay",2021-03-12,"Clay",26171,1987,1788,25,20,5,7943,1881,68,2021-03-12
"Clayton",2021-03-12,"Clayton",21993,1684,1533,54,46,8,6701,1604,17,2021-03-12
"Clinton",2021-03-12,"Clinton",55086,5493,4774,87,76,11,21404,5042,181,2021-03-12
"Crawford",2021-03-12,"Crawford",24482,2788,2419,36,31,5,8491,2553,98,2021-03-12
"Dallas",2021-03-12,"Dallas",113797,11581,9680,93,82,11,51613,10303,530,2021-03-12
"Davis",2021-03-12,"Davis",9660,840,720,23,22,1,3259,770,27,2021-03-12
"Decatur",2021-03-12,"Decatur",9161,590,533,9,9,0,3429,575,33,2021-03-12
"Delaware",2021-03-12,"Delaware",24003,1913,1792,40,35,5,7583,1871,39,2021-03-12
"Des Moines",2021-03-12,"Des Moines",50010,4624,4106,61,53,8,20285,4299,132,2021-03-12
"Dickinson",2021-03-12,"Dickinson",22938,2243,1927,40,34,6,9812,2069,102,2021-03-12
"Dubuque",2021-03-12,"Dubuque",166051,13671,11916,199,186,13,54635,12483,368,2021-03-12
"Emmet",2021-03-12,"Emmet",14686,1226,1091,40,38,2,4787,1158,27,2021-03-12
"Fayette",2021-03-12,"Fayette",30992,1873,1710,36,33,3,8814,1800,54,2021-03-12
"Floyd",2021-03-12,"Floyd",22637,1652,1417,41,31,10,7372,1491,33,2021-03-12
"Franklin",2021-03-12,"Franklin",17877,1196,1056,20,19,1,5001,1098,22,2021-03-12
"Fremont",2021-03-12,"Fremont",6528,592,532,9,7,2,2524,557,16,2021-03-12
"Greene",2021-03-12,"Greene",13315,783,712,10,10,0,3939,737,15,2021-03-12
"Grundy",2021-03-12,"Grundy",17278,1401,1255,31,26,5,5538,1327,41,2021-03-12
"Guthrie",2021-03-12,"Guthrie",16070,1183,1048,28,23,5,5367,1103,27,2021-03-12
"Hamilton",2021-03-12,"Hamilton",21362,1925,1662,42,41,1,7230,1741,37,2021-03-12
"Hancock",2021-03-12,"Hancock",18942,1480,1326,32,27,5,5728,1383,25,2021-03-12
"Hardin",2021-03-12,"Hardin",30396,1838,1616,39,33,6,8004,1713,58,2021-03-12
"Harrison",2021-03-12,"Harrison",18606,1807,1576,70,66,4,6160,1679,33,2021-03-12
"Henry",2021-03-12,"Henry",32571,2947,2726,37,36,1,10519,2804,41,2021-03-12
"Howard",2021-03-12,"Howard",15102,1044,940,22,18,4,4364,1001,39,2021-03-12
"Humboldt",2021-03-12,"Humboldt",13866,1191,1086,25,22,3,4534,1143,32,2021-03-12
"Ida",2021-03-12,"Ida",10794,950,766,32,30,2,3169,841,43,2021-03-12
"Iowa",2021-03-12,"Iowa",26195,1473,1331,23,21,2,7754,1412,58,2021-03-12
"Jackson",2021-03-12,"Jackson",22856,2233,2024,39,36,3,8691,2109,46,2021-03-12
"Jasper",2021-03-12,"Jasper",45348,4235,3561,68,63,5,17367,3907,278,2021-03-12
"Jefferson",2021-03-12,"Jefferson",18237,1397,1244,34,28,6,7390,1286,8,2021-03-12
"Johnson",2021-03-12,"Johnson",186973,13989,12699,76,71,5,75890,13209,434,2021-03-12
"Jones",2021-03-12,"Jones",22916,2957,2772,55,51,4,9493,2859,32,2021-03-12
"Keokuk",2021-03-12,"Keokuk",13974,993,878,29,29,0,3993,927,20,2021-03-12
"Kossuth",2021-03-12,"Kossuth",22836,2107,1868,57,51,6,7531,1992,67,2021-03-12
"Lee",2021-03-12,"Lee",48321,3768,3415,55,42,13,15167,3548,78,2021-03-12
"Linn",2021-03-12,"Linn",257298,20816,18734,320,288,32,111484,19560,506,2021-03-12
"Louisa",2021-03-12,"Louisa",15444,1293,1155,47,40,7,5209,1232,30,2021-03-12
"Lucas",2021-03-12,"Lucas",8304,758,669,21,17,4,3640,731,41,2021-03-12
"Lyon",2021-03-12,"Lyon",13490,1476,1393,41,37,4,4404,1466,32,2021-03-12
"Madison",2021-03-12,"Madison",18323,1603,1371,18,14,4,7388,1465,76,2021-03-12
"Mahaska",2021-03-12,"Mahaska",27277,2271,2055,46,41,5,9976,2166,65,2021-03-12
"Marion",2021-03-12,"Marion",36809,3650,3256,73,63,10,15260,3446,117,2021-03-12
"Marshall",2021-03-12,"Marshall",72961,5027,4464,73,65,8,20418,4674,137,2021-03-12
"Mills",2021-03-12,"Mills",19470,1656,1435,20,17,3,7347,1492,37,2021-03-12
"Mitchell",2021-03-12,"Mitchell",15713,1328,1156,40,38,2,5264,1219,23,2021-03-12
"Monona",2021-03-12,"Monona",16188,828,729,29,27,2,3591,772,14,2021-03-12
"Monroe",2021-03-12,"Monroe",8684,945,842,28,21,7,3310,905,35,2021-03-12
"Montgomery",2021-03-12,"Montgomery",12786,1044,923,36,34,2,4230,969,10,2021-03-12
"Muscatine",2021-03-12,"Muscatine",47601,4589,3996,93,84,9,20363,4285,196,2021-03-12
"O'Brien",2021-03-12,"O'Brien",22748,1992,1707,58,54,4,6383,1849,84,2021-03-12
"Osceola",2021-03-12,"Osceola",7310,711,647,15,13,2,2333,685,23,2021-03-12
"Page",2021-03-12,"Page",18980,1876,1752,19,18,1,6118,1814,43,2021-03-12
"Palo Alto",2021-03-12,"Palo Alto",16119,1074,954,22,20,2,4281,1025,49,2021-03-12
"Pending Investigation",2021-03-12,"Pending Investigation",12647,1016,857,0,0,0,6437,994,137,2021-03-12
"Plymouth",2021-03-12,"Plymouth",33912,4006,3534,79,71,8,12693,3713,100,2021-03-12
"Pocahontas",2021-03-12,"Pocahontas",11706,856,788,19,19,0,3328,811,4,2021-03-12
"Polk",2021-03-12,"Polk",602440,59275,49391,570,507,63,261664,52495,2534,2021-03-12
"Pottawattamie",2021-03-12,"Pottawattamie",105987,10944,9456,149,132,17,45256,9933,328,2021-03-12
"Poweshiek",2021-03-12,"Poweshiek",35920,1563,1430,30,28,2,8400,1489,29,2021-03-12
"Ringgold",2021-03-12,"Ringgold",8833,531,476,20,17,3,2283,512,16,2021-03-12
"Sac",2021-03-12,"Sac",17575,1276,1142,18,18,0,5111,1199,39,2021-03-12
"Scott",2021-03-12,"Scott",183807,18551,16516,215,198,17,81561,17272,541,2021-03-12
"Shelby",2021-03-12,"Shelby",14720,1245,1096,34,31,3,5130,1187,57,2021-03-12
"Sioux",2021-03-12,"Sioux",38475,4993,4620,69,66,3,15234,4821,132,2021-03-12
"Story",2021-03-12,"Story",144236,10423,9209,46,40,6,53925,9721,466,2021-03-12
"Tama",2021-03-12,"Tama",29218,2155,1902,68,65,3,8104,2034,64,2021-03-12
"Taylor",2021-03-12,"Taylor",7646,666,618,12,10,2,2418,639,9,2021-03-12
"Union",2021-03-12,"Union",15312,1276,1145,31,26,5,6280,1196,20,2021-03-12
"Van Buren",2021-03-12,"Van Buren",7552,562,515,18,15,3,2625,538,5,2021-03-12
"Wapello",2021-03-12,"Wapello",41191,4441,3711,112,108,4,17486,4095,272,2021-03-12
"Warren",2021-03-12,"Warren",66610,5674,4876,79,71,8,26583,5198,243,2021-03-12
"Washington",2021-03-12,"Washington",36614,2571,2306,48,44,4,11336,2396,42,2021-03-12
"Wayne",2021-03-12,"Wayne",5447,523,416,21,17,4,2191,480,43,2021-03-12
"Webster",2021-03-12,"Webster",62032,5246,4770,88,74,14,20636,4977,119,2021-03-12
"Winnebago",2021-03-12,"Winnebago",15552,1407,1238,31,26,5,5946,1312,43,2021-03-12
"Winneshiek",2021-03-12,"Winneshiek",32647,1915,1723,30,26,4,9767,1844,91,2021-03-12
"Woodbury",2021-03-12,"Woodbury",127509,15207,13285,215,199,16,56700,13955,455,2021-03-12
"Worth",2021-03-12,"Worth",11178,707,642,8,7,1,3578,668,18,2021-03-12
"Wright",2021-03-12,"Wright",19078,1817,1682,31,26,5,7642,1749,36,2021-03-12
"Total",2021-03-12,"Totals",4218175,369626,323633,5621,5030,591,1588457,341421,12167,2021-03-12
