"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-05,"Adair",12904,996,842,32,22,10,3868,876,2,2021-07-05
"Adams",2021-07-05,"Adams",6296,359,342,4,4,0,1711,349,3,2021-07-05
"Allamakee",2021-07-05,"Allamakee",23071,1592,1473,52,42,10,6667,1531,6,2021-07-05
"Appanoose",2021-07-05,"Appanoose",19495,1470,1243,49,44,5,6506,1291,-1,2021-07-05
"Audubon",2021-07-05,"Audubon",14077,555,518,11,10,1,2913,536,7,2021-07-05
"Benton",2021-07-05,"Benton",40740,2787,2526,55,44,11,13864,2618,37,2021-07-05
"Black Hawk",2021-07-05,"Black Hawk",232256,17879,15687,316,292,24,75686,16351,348,2021-07-05
"Boone",2021-07-05,"Boone",47052,2874,2653,34,31,3,14858,2686,-1,2021-07-05
"Bremer",2021-07-05,"Bremer",43313,3035,2813,62,52,10,13168,2895,20,2021-07-05
"Buchanan",2021-07-05,"Buchanan",34137,2060,1893,34,27,7,10199,1943,16,2021-07-05
"Buena Vista",2021-07-05,"Buena Vista",47524,4980,4224,40,36,4,15598,4274,10,2021-07-05
"Butler",2021-07-05,"Butler",31496,1765,1622,35,31,4,7562,1670,13,2021-07-05
"Calhoun",2021-07-05,"Calhoun",19931,1449,1376,13,12,1,5660,1395,6,2021-07-05
"Carroll",2021-07-05,"Carroll",39444,3087,2819,52,43,9,12041,2873,2,2021-07-05
"Cass",2021-07-05,"Cass",21927,1479,1341,55,49,6,6760,1393,-3,2021-07-05
"Cedar",2021-07-05,"Cedar",34161,2017,1889,23,21,2,9864,1924,12,2021-07-05
"Cerro Gordo",2021-07-05,"Cerro Gordo",84936,6017,5416,97,80,17,27183,5562,49,2021-07-05
"Cherokee",2021-07-05,"Cherokee",22471,1703,1554,38,30,8,6370,1599,7,2021-07-05
"Chickasaw",2021-07-05,"Chickasaw",18995,1325,1234,17,14,3,5881,1252,1,2021-07-05
"Clarke",2021-07-05,"Clarke",14512,1078,986,24,22,2,5268,1016,6,2021-07-05
"Clay",2021-07-05,"Clay",33099,2282,2138,27,22,5,9010,2168,3,2021-07-05
