"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1338","50","33","1","16","0.0373692077727952",2020-09-07
"Adams","Adams","530","23","17","0","6","0.0433962264150943",2020-09-07
"Allamakee","Allamakee","2504","191","153","5","33","0.0762779552715655",2020-09-07
"Appanoose","Appanoose","2117","95","77","3","15","0.0448748228625413",2020-09-07
"Audubon","Audubon","907","41","28","1","12","0.0452039691289967",2020-09-07
"Benton","Benton","4319","222","159","1","62","0.0514007872192637",2020-09-07
"Black Hawk","Black Hawk","30610","4022","3078","78","866","0.131394968964391",2020-09-07
"Boone","Boone","5123","381","264","5","112","0.074370486043334",2020-09-07
"Bremer","Bremer","4486","382","223","7","152","0.0851538118591173",2020-09-07
"Buchanan","Buchanan","3716","188","127","1","60","0.0505920344456405",2020-09-07
"Buena Vista","Buena Vista","8561","1860","1780","12","68","0.217264338278239",2020-09-07
"Butler","Butler","2854","224","196","2","26","0.0784863349684653",2020-09-07
"Calhoun","Calhoun","2080","140","94","2","44","0.0673076923076923",2020-09-07
"Carroll","Carroll","4740","493","223","4","266","0.104008438818565",2020-09-07
"Cass","Cass","2148","118","107","2","9","0.0549348230912477",2020-09-07
"Cedar","Cedar","3106","178","131","1","46","0.0573084352865422",2020-09-07
"Cerro Gordo","Cerro Gordo","10034","886","609","20","257","0.0882997807454654",2020-09-07
"Cherokee","Cherokee","2149","147","128","2","17","0.0684039087947883",2020-09-07
"Chickasaw","Chickasaw","2107","137","83","0","54","0.0650213573801614",2020-09-07
"Clarke","Clarke","1956","244","198","3","43","0.124744376278119",2020-09-07
"Clay","Clay","3184","244","194","3","47","0.0766331658291457",2020-09-07
"Clayton","Clayton","2843","192","162","3","27","0.0675342947590573",2020-09-07
"Clinton","Clinton","8339","934","411","13","510","0.112003837390574",2020-09-07
"Crawford","Crawford","4371","866","725","3","138","0.198123999084878",2020-09-07
"Dallas","Dallas","22254","2489","1886","38","565","0.111845061561966",2020-09-07
"Davis","Davis","1084","96","60","3","33","0.0885608856088561",2020-09-07
"Decatur","Decatur","1249","48","26","0","22","0.0384307445956765",2020-09-07
"Delaware","Delaware","3283","261","209","3","49","0.0795004568991776",2020-09-07
"Des Moines","Des Moines","7468","629","181","5","443","0.0842260310658811",2020-09-07
"Dickinson","Dickinson","4583","443","375","6","62","0.0966615753873009",2020-09-07
"Dubuque","Dubuque","25393","2186","1682","36","468","0.0860867168117198",2020-09-07
"Emmet","Emmet","1886","229","191","8","30","0.121420996818664",2020-09-07
"Fayette","Fayette","3435","159","86","1","72","0.0462882096069869",2020-09-07
"Floyd","Floyd","3373","240","189","3","48","0.0711532760154165",2020-09-07
"Franklin","Franklin","2259","309","259","17","33","0.136786188579017",2020-09-07
"Fremont","Fremont","904","63","42","0","21","0.0696902654867257",2020-09-07
"Greene","Greene","1578","67","42","0","25","0.0424588086185044",2020-09-07
"Grundy","Grundy","2339","143","79","1","63","0.0611372381359555",2020-09-07
"Guthrie","Guthrie","2249","181","136","5","40","0.0804802134281903",2020-09-07
"Hamilton","Hamilton","3269","295","243","2","50","0.0902416641174671",2020-09-07
"Hancock","Hancock","2268","163","141","2","20","0.0718694885361552",2020-09-07
"Hardin","Hardin","3181","250","185","1","64","0.0785916378497328",2020-09-07
"Harrison","Harrison","2126","157","137","2","18","0.0738476011288805",2020-09-07
"Henry","Henry","4218","403","125","4","274","0.095542911332385",2020-09-07
"Howard","Howard","1688","152","70","3","79","0.0900473933649289",2020-09-07
"Humboldt","Humboldt","1895","155","99","2","54","0.0817941952506596",2020-09-07
"Ida","Ida","1199","50","30","0","20","0.0417014178482068",2020-09-07
"Iowa","Iowa","3253","126","97","1","28","0.0387334767906548",2020-09-07
"Jackson","Jackson","3329","235","157","2","76","0.0705917693000901",2020-09-07
"Jasper","Jasper","6512","634","456","30","148","0.0973587223587224",2020-09-07
"Jefferson","Jefferson","2459","124","85","1","38","0.0504270028466856",2020-09-07
"Johnson","Johnson","34479","4556","2103","26","2427","0.132138403085936",2020-09-07
"Jones","Jones","3238","195","139","2","54","0.0602223594811612",2020-09-07
"Keokuk","Keokuk","1368","76","36","1","39","0.0555555555555556",2020-09-07
"Kossuth","Kossuth","2713","134","89","0","45","0.0493918171765573",2020-09-07
"Lee","Lee","5241","494","117","6","371","0.0942568212173249",2020-09-07
"Linn","Linn","43611","3226","2563","96","567","0.0739721629864025",2020-09-07
"Louisa","Louisa","2191","400","363","14","23","0.182565038795071",2020-09-07
"Lucas","Lucas","1274","101","66","5","30","0.0792778649921507",2020-09-07
"Lyon","Lyon","1390","166","139","2","25","0.119424460431655",2020-09-07
"Madison","Madison","2980","172","126","2","44","0.0577181208053691",2020-09-07
"Mahaska","Mahaska","3963","256","168","18","70","0.0645975271259147",2020-09-07
"Marion","Marion","5805","595","265","2","328","0.102497846683893",2020-09-07
"Marshall","Marshall","9915","1714","1431","32","251","0.172869389813414",2020-09-07
"Mills","Mills","3250","137","91","1","45","0.0421538461538462",2020-09-07
"Mitchell","Mitchell","2389","142","78","0","64","0.0594390958560067",2020-09-07
"Monona","Monona","1464","110","92","1","17","0.0751366120218579",2020-09-07
"Monroe","Monroe","1163","122","66","8","48","0.104901117798796",2020-09-07
"Montgomery","Montgomery","1648","83","71","5","7","0.0503640776699029",2020-09-07
"Muscatine","Muscatine","8372","998","808","52","138","0.119206880076445",2020-09-07
"O'Brien","O'Brien","2467","225","138","8","79","0.0912038913660316",2020-09-07
"Osceola","Osceola","781","100","84","0","16","0.128040973111396",2020-09-07
"Page","Page","2352","124","115","0","9","0.0527210884353742",2020-09-07
"Palo Alto","Palo Alto","1827","125","86","0","39","0.0684181718664477",2020-09-07
"Pending Investigation","Pending Investigation","891","6","0","0","6","0.00673400673400673",2020-09-07
"Plymouth","Plymouth","5512","843","449","18","376","0.152939042089985",2020-09-07
"Pocahontas","Pocahontas","1463","140","112","2","26","0.0956937799043062",2020-09-07
"Polk","Polk","115490","14074","10298","243","3533","0.121863364793489",2020-09-07
"Pottawattamie","Pottawattamie","18569","1721","1454","34","233","0.0926813506381604",2020-09-07
"Poweshiek","Poweshiek","2995","203","167","8","28","0.067779632721202",2020-09-07
"Ringgold","Ringgold","959","34","27","2","5","0.0354535974973931",2020-09-07
"Sac","Sac","2140","125","87","0","38","0.058411214953271",2020-09-07
"Scott","Scott","31835","2381","1766","23","592","0.0747918957122664",2020-09-07
"Shelby","Shelby","2033","223","211","1","11","0.109690113133301",2020-09-07
"Sioux","Sioux","5927","988","639","3","346","0.166694786569934",2020-09-07
"Story","Story","26621","2911","1256","16","1639","0.109349761466511",2020-09-07
"Tama","Tama","3973","652","528","29","95","0.164107727158319",2020-09-07
"Taylor","Taylor","1067","114","102","1","11","0.106841611996251",2020-09-07
"Union","Union","2656","94","75","3","16","0.0353915662650602",2020-09-07
"Van Buren","Van Buren","1030","107","35","1","71","0.103883495145631",2020-09-07
"Wapello","Wapello","7246","1130","971","54","105","0.155948109301684",2020-09-07
