"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-06,"Adair",11832,957,791,32,22,10,3587,838,15,2021-04-06
"Adams",2021-04-06,"Adams",5203,330,316,4,4,0,1571,321,1,2021-04-06
"Allamakee",2021-04-06,"Allamakee",20210,1540,1407,51,41,10,6147,1487,29,2021-04-06
"Appanoose",2021-04-06,"Appanoose",16924,1427,1189,47,43,4,5942,1257,21,2021-04-06
"Audubon",2021-04-06,"Audubon",11375,506,465,9,8,1,2610,490,16,2021-04-06
"Benton",2021-04-06,"Benton",35348,2644,2368,55,44,11,12659,2483,60,2021-04-06
"Black Hawk",2021-04-06,"Black Hawk",202849,16757,14726,306,283,23,69554,15342,310,2021-04-06
"Boone",2021-04-06,"Boone",42034,2726,2427,31,29,2,13709,2533,75,2021-04-06
"Bremer",2021-04-06,"Bremer",36981,2905,2657,59,50,9,12180,2769,53,2021-04-06
"Buchanan",2021-04-06,"Buchanan",29159,1957,1755,31,26,5,9387,1860,74,2021-04-06
"Buena Vista",2021-04-06,"Buena Vista",42927,4836,4095,40,36,4,14657,4195,60,2021-04-06
"Butler",2021-04-06,"Butler",28102,1701,1557,33,29,4,6970,1614,24,2021-04-06
"Calhoun",2021-04-06,"Calhoun",17476,1378,1291,11,11,0,5254,1326,24,2021-04-06
"Carroll",2021-04-06,"Carroll",34578,2974,2650,50,43,7,11253,2743,43,2021-04-06
"Cass",2021-04-06,"Cass",19781,1405,1253,54,48,6,6280,1332,25,2021-04-06
"Cedar",2021-04-06,"Cedar",28990,1897,1718,23,21,2,9072,1809,68,2021-04-06
"Cerro Gordo",2021-04-06,"Cerro Gordo",72333,5515,4940,85,71,14,24604,5135,110,2021-04-06
"Cherokee",2021-04-06,"Cherokee",19965,1651,1425,38,30,8,5976,1548,85,2021-04-06
"Chickasaw",2021-04-06,"Chickasaw",16564,1282,1192,15,13,2,5391,1214,7,2021-04-06
"Clarke",2021-04-06,"Clarke",12687,1038,934,23,22,1,4832,978,21,2021-04-06
"Clay",2021-04-06,"Clay",28247,2160,1842,25,20,5,8301,2040,173,2021-04-06
"Clayton",2021-04-06,"Clayton",23534,1723,1557,55,46,9,6995,1632,20,2021-04-06
"Clinton",2021-04-06,"Clinton",59021,5717,4960,89,77,12,22415,5244,195,2021-04-06
"Crawford",2021-04-06,"Crawford",26233,2837,2517,38,33,5,8730,2600,45,2021-04-06
"Dallas",2021-04-06,"Dallas",121099,12035,10197,96,84,12,53601,10729,436,2021-04-06
"Davis",2021-04-06,"Davis",10501,864,745,24,23,1,3420,792,23,2021-04-06
"Decatur",2021-04-06,"Decatur",10024,599,571,9,9,0,3515,584,4,2021-04-06
"Delaware",2021-04-06,"Delaware",26162,2023,1828,39,35,4,7948,1973,106,2021-04-06
"Des Moines",2021-04-06,"Des Moines",53218,4697,4245,64,53,11,20969,4366,57,2021-04-06
"Dickinson",2021-04-06,"Dickinson",24926,2502,2016,43,37,6,10298,2325,266,2021-04-06
"Dubuque",2021-04-06,"Dubuque",178118,14082,12264,202,188,14,56476,12841,375,2021-04-06
"Emmet",2021-04-06,"Emmet",15935,1324,1114,40,38,2,5030,1250,96,2021-04-06
"Fayette",2021-04-06,"Fayette",33695,1902,1761,41,36,5,9189,1822,20,2021-04-06
"Floyd",2021-04-06,"Floyd",24075,1698,1450,42,32,10,7636,1530,38,2021-04-06
"Franklin",2021-04-06,"Franklin",18645,1217,1074,21,19,2,5227,1119,24,2021-04-06
"Fremont",2021-04-06,"Fremont",6908,627,552,10,8,2,2616,591,29,2021-04-06
"Greene",2021-04-06,"Greene",14159,807,726,10,10,0,4077,756,20,2021-04-06
"Grundy",2021-04-06,"Grundy",18457,1417,1294,32,27,5,5720,1340,14,2021-04-06
"Guthrie",2021-04-06,"Guthrie",17405,1244,1082,28,23,5,5610,1161,51,2021-04-06
"Hamilton",2021-04-06,"Hamilton",22412,1948,1697,49,45,4,7465,1764,18,2021-04-06
"Hancock",2021-04-06,"Hancock",19990,1510,1348,34,27,7,5941,1415,33,2021-04-06
"Hardin",2021-04-06,"Hardin",32633,1893,1675,40,33,7,8343,1767,52,2021-04-06
"Harrison",2021-04-06,"Harrison",20169,1857,1606,73,69,4,6366,1725,46,2021-04-06
"Henry",2021-04-06,"Henry",34480,2979,2768,37,36,1,10872,2844,39,2021-04-06
"Howard",2021-04-06,"Howard",16045,1068,978,22,18,4,4570,1023,23,2021-04-06
"Humboldt",2021-04-06,"Humboldt",14734,1226,1118,26,23,3,4713,1177,33,2021-04-06
"Ida",2021-04-06,"Ida",11811,987,797,33,31,2,3309,878,48,2021-04-06
"Iowa",2021-04-06,"Iowa",28116,1503,1391,24,22,2,8040,1441,26,2021-04-06
"Jackson",2021-04-06,"Jackson",24389,2290,2069,42,39,3,9040,2156,45,2021-04-06
"Jasper",2021-04-06,"Jasper",48807,4379,3853,69,64,5,18089,4046,124,2021-04-06
"Jefferson",2021-04-06,"Jefferson",19429,1416,1263,35,29,6,7616,1302,4,2021-04-06
"Johnson",2021-04-06,"Johnson",198240,14502,13108,80,75,5,79011,13671,483,2021-04-06
"Jones",2021-04-06,"Jones",24529,3020,2804,55,51,4,9848,2907,48,2021-04-06
"Keokuk",2021-04-06,"Keokuk",14844,1004,899,30,30,0,4184,936,7,2021-04-06
"Kossuth",2021-04-06,"Kossuth",24624,2209,1939,60,53,7,7860,2092,93,2021-04-06
"Lee",2021-04-06,"Lee",51370,3881,3578,55,42,13,15760,3651,18,2021-04-06
"Linn",2021-04-06,"Linn",273152,21292,19207,328,293,35,115769,19976,441,2021-04-06
"Louisa",2021-04-06,"Louisa",16394,1317,1188,48,41,7,5361,1255,19,2021-04-06
"Lucas",2021-04-06,"Lucas",8875,775,704,22,18,4,3764,747,21,2021-04-06
"Lyon",2021-04-06,"Lyon",14810,1529,1421,41,37,4,4555,1518,56,2021-04-06
"Madison",2021-04-06,"Madison",19432,1647,1448,19,15,4,7649,1512,45,2021-04-06
"Mahaska",2021-04-06,"Mahaska",29216,2312,2108,49,44,5,10313,2203,46,2021-04-06
"Marion",2021-04-06,"Marion",39831,3725,3379,75,64,11,15886,3519,65,2021-04-06
"Marshall",2021-04-06,"Marshall",78260,5110,4603,74,66,8,21197,4745,68,2021-04-06
"Mills",2021-04-06,"Mills",20415,1718,1484,20,17,3,7598,1556,52,2021-04-06
"Mitchell",2021-04-06,"Mitchell",16941,1361,1191,41,38,3,5438,1248,16,2021-04-06
"Monona",2021-04-06,"Monona",17337,854,745,30,28,2,3745,802,27,2021-04-06
"Monroe",2021-04-06,"Monroe",9242,961,875,28,21,7,3446,920,17,2021-04-06
"Montgomery",2021-04-06,"Montgomery",13585,1061,934,37,35,2,4216,985,14,2021-04-06
"Muscatine",2021-04-06,"Muscatine",51401,4798,4196,96,87,9,21250,4489,197,2021-04-06
"O'Brien",2021-04-06,"O'Brien",24486,2085,1790,59,54,5,6625,1937,88,2021-04-06
"Osceola",2021-04-06,"Osceola",8110,753,670,16,13,3,2452,721,35,2021-04-06
"Page",2021-04-06,"Page",20260,1942,1795,20,18,2,6302,1863,48,2021-04-06
"Palo Alto",2021-04-06,"Palo Alto",17505,1133,1003,22,20,2,4453,1081,56,2021-04-06
"Pending Investigation",2021-04-06,"Pending Investigation",11484,1029,930,0,0,0,5933,1024,94,2021-04-06
"Plymouth",2021-04-06,"Plymouth",36102,4205,3627,79,71,8,13173,3891,185,2021-04-06
"Pocahontas",2021-04-06,"Pocahontas",12242,875,794,21,21,0,3421,830,15,2021-04-06
"Polk",2021-04-06,"Polk",649289,61892,51859,590,525,65,272714,54891,2442,2021-04-06
