"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2700","472","281","10","181","0.174814814814815",2020-12-05
"Adams","Adams","1146","191","105","2","84","0.166666666666667",2020-12-05
"Allamakee","Allamakee","4441","914","506","13","395","0.205809502364332",2020-12-05
"Appanoose","Appanoose","4384","835","430","14","391","0.190465328467153",2020-12-05
"Audubon","Audubon","1866","312","228","2","82","0.167202572347267",2020-12-05
"Benton","Benton","9591","1773","1026","23","724","0.184860807006569",2020-12-05
"Black Hawk","Black Hawk","53329","11373","7842","149","3382","0.213261077462544",2020-12-05
"Boone","Boone","9719","1480","943","12","525","0.152279041053606",2020-12-05
"Bremer","Bremer","8819","2046","1159","13","874","0.231999092867672",2020-12-05
"Buchanan","Buchanan","7102","1254","717","10","527","0.176569980287243",2020-12-05
"Buena Vista","Buena Vista","12014","3207","2525","14","668","0.266938571666389",2020-12-05
"Butler","Butler","5195","1089","613","11","465","0.209624639076035",2020-12-05
"Calhoun","Calhoun","4315","1102","667","7","428","0.255388180764774",2020-12-05
"Carroll","Carroll","8881","2065","1452","26","587","0.232518860488684",2020-12-05
"Cass","Cass","4667","867","567","26","274","0.18577244482537",2020-12-05
"Cedar","Cedar","6705","1165","676","14","475","0.173750932140194",2020-12-05
"Cerro Gordo","Cerro Gordo","18163","3782","2132","52","1598","0.208225513406376",2020-12-05
"Cherokee","Cherokee","4386","989","544","4","441","0.225490196078431",2020-12-05
"Chickasaw","Chickasaw","4030","924","736","6","182","0.229280397022332",2020-12-05
"Clarke","Clarke","3338","514","395","4","115","0.153984421809467",2020-12-05
"Clay","Clay","6201","1282","736","6","540","0.206740848250282",2020-12-05
"Clayton","Clayton","5165","1180","693","10","477","0.228460793804453",2020-12-05
"Clinton","Clinton","16182","3516","2082","46","1388","0.217278457545421",2020-12-05
"Crawford","Crawford","6980","1843","1502","16","325","0.26404011461318",2020-12-05
"Dallas","Dallas","39400","6704","4495","60","2149","0.170152284263959",2020-12-05
"Davis","Davis","2303","501","282","11","208","0.21754233608337",2020-12-05
"Decatur","Decatur","2462","346","228","0","118","0.140536149471974",2020-12-05
"Delaware","Delaware","6126","1491","1029","22","440","0.243388834476004",2020-12-05
"Des Moines","Des Moines","15924","3075","1990","23","1062","0.193104747550867",2020-12-05
"Dickinson","Dickinson","7985","1476","947","12","517","0.184846587351284",2020-12-05
"Dubuque","Dubuque","44954","9578","6886","100","2592","0.213062241402322",2020-12-05
"Emmet","Emmet","3628","797","503","26","268","0.2196802646086",2020-12-05
"Fayette","Fayette","6717","1121","615","12","494","0.166889980646122",2020-12-05
"Floyd","Floyd","5862","1141","596","23","522","0.194643466393722",2020-12-05
"Franklin","Franklin","3812","771","473","21","277","0.202256033578174",2020-12-05
"Fremont","Fremont","2011","391","263","3","125","0.194430631526604",2020-12-05
"Greene","Greene","3206","548","302","2","244","0.170929507174049",2020-12-05
"Grundy","Grundy","4292","900","510","14","376","0.209692451071761",2020-12-05
"Guthrie","Guthrie","4225","802","508","15","279","0.189822485207101",2020-12-05
