"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Lyon","Lyon","1306","151","131","2","18","0.1156202143951",2020-09-01
"Madison","Madison","2808","165","111","2","52","0.0587606837606838",2020-09-01
"Mahaska","Mahaska","3664","220","152","18","50","0.0600436681222707",2020-09-01
"Marion","Marion","5174","488","209","1","278","0.0943177425589486",2020-09-01
"Marshall","Marshall","9493","1647","1398","32","217","0.173496260402402",2020-09-01
"Mills","Mills","3082","129","85","1","43","0.0418559377027904",2020-09-01
"Mitchell","Mitchell","2217","108","78","0","30","0.0487144790257104",2020-09-01
"Monona","Monona","1353","107","92","1","14","0.0790835181079084",2020-09-01
"Monroe","Monroe","1052","110","62","8","40","0.104562737642586",2020-09-01
"Montgomery","Montgomery","1560","79","63","5","11","0.0506410256410256",2020-09-01
"Muscatine","Muscatine","7880","968","790","52","126","0.122842639593909",2020-09-01
"O'Brien","O'Brien","2321","201","130","7","64","0.0866006031882809",2020-09-01
"Osceola","Osceola","753","99","80","0","19","0.131474103585657",2020-09-01
"Page","Page","2237","113","108","0","5","0.0505140813589629",2020-09-01
"Palo Alto","Palo Alto","1716","117","79","0","38","0.0681818181818182",2020-09-01
"Pending Investigation","Pending Investigation","7927","14","1","0","13","0.00176611580673647",2020-09-01
"Plymouth","Plymouth","5027","745","437","18","290","0.148199721503879",2020-09-01
"Pocahontas","Pocahontas","1399","131","110","2","19","0.093638313080772",2020-09-01
"Polk","Polk","108568","13415","9790","225","3400","0.123563112519343",2020-09-01
"Pottawattamie","Pottawattamie","17618","1635","1368","34","233","0.0928028153025315",2020-09-01
"Poweshiek","Poweshiek","2767","183","161","8","14","0.0661366100469823",2020-09-01
"Ringgold","Ringgold","856","31","27","1","3","0.036214953271028",2020-09-01
"Sac","Sac","1995","114","83","0","31","0.0571428571428571",2020-09-01
"Scott","Scott","30001","2245","1676","21","548","0.0748308389720343",2020-09-01
"Shelby","Shelby","1874","215","205","1","9","0.114727854855923",2020-09-01
"Sioux","Sioux","5574","899","606","3","290","0.161284535342662",2020-09-01
"Story","Story","24627","2454","1159","16","1279","0.0996467291996589",2020-09-01
"Tama","Tama","3719","623","515","29","79","0.167518150040333",2020-09-01
"Taylor","Taylor","1030","113","102","1","10","0.109708737864078",2020-09-01
"Union","Union","2529","93","71","3","19","0.036773428232503",2020-09-01
"Van Buren","Van Buren","957","100","33","1","66","0.104493207941484",2020-09-01
"Wapello","Wapello","6803","1087","902","50","135","0.159782448919594",2020-09-01
"Warren","Warren","10071","781","540","5","236","0.077549399265217",2020-09-01
"Washington","Washington","3653","340","297","11","32","0.093074185600876",2020-09-01
"Wayne","Wayne","733","52","30","2","20","0.0709413369713506",2020-09-01
"Webster","Webster","10268","1032","650","9","373","0.100506427736658",2020-09-01
"Winnebago","Winnebago","2406","160","78","9","73","0.0665004156275977",2020-09-01
"Winneshiek","Winneshiek","3131","221","114","3","104","0.070584477802619",2020-09-01
"Woodbury","Woodbury","24474","4148","3622","56","470","0.169485985127074",2020-09-01
"Worth","Worth","1323","80","66","0","14","0.0604686318972033",2020-09-01
"Wright","Wright","3781","520","438","1","81","0.137529754033325",2020-09-01
"Total","Totals","637100","65397","47372","1121","16904","0.102647935959818",2020-09-01
