"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-18,"Adair",2820,526,389,16,12,4,121,0.186524822695035
"Adams",2020-12-18,"Adams",1200,219,152,2,2,0,65,0.1825
"Allamakee",2020-12-18,"Allamakee",4720,1056,680,18,15,3,358,0.223728813559322
"Appanoose",2020-12-18,"Appanoose",4584,888,678,34,34,0,176,0.193717277486911
"Audubon",2020-12-18,"Audubon",1946,340,277,7,7,0,56,0.174717368961973
"Benton",2020-12-18,"Benton",9942,1901,1504,34,30,4,363,0.191209012271173
"Black Hawk",2020-12-18,"Black Hawk",55169,12004,10037,200,188,12,1767,0.217585963131469
"Boone",2020-12-18,"Boone",10327,1682,1230,14,12,2,438,0.162874019560376
"Bremer",2020-12-18,"Bremer",9178,2155,1716,40,37,3,399,0.234800610154718
"Buchanan",2020-12-18,"Buchanan",7380,1349,1050,15,14,1,284,0.182791327913279
"Buena Vista",2020-12-18,"Buena Vista",12431,3465,2848,21,18,3,596,0.278738637277773
"Butler",2020-12-18,"Butler",5391,1172,870,15,14,1,287,0.217399369319236
"Calhoun",2020-12-18,"Calhoun",4457,1149,949,9,9,0,191,0.257796724253982
"Carroll",2020-12-18,"Carroll",9234,2228,1828,27,21,6,373,0.241282217890405
"Cass",2020-12-18,"Cass",4913,959,690,38,36,2,231,0.195196417667413
"Cedar",2020-12-18,"Cedar",7010,1279,945,17,16,1,317,0.182453637660485
"Cerro Gordo",2020-12-18,"Cerro Gordo",18982,4085,3080,55,48,7,950,0.215203877357497
"Cherokee",2020-12-18,"Cherokee",4624,1119,727,18,16,2,374,0.241998269896194
"Chickasaw",2020-12-18,"Chickasaw",4181,979,792,10,9,1,177,0.234154508490792
"Clarke",2020-12-18,"Clarke",3534,571,449,6,6,0,116,0.161573288058857
"Clay",2020-12-18,"Clay",6607,1455,1007,10,7,3,438,0.22022097775087
"Clayton",2020-12-18,"Clayton",5421,1285,976,31,27,4,278,0.237041136321712
"Clinton",2020-12-18,"Clinton",17046,3863,2930,52,47,5,881,0.226622081426728
"Crawford",2020-12-18,"Crawford",7189,1981,1663,16,13,3,302,0.27555988315482
"Dallas",2020-12-18,"Dallas",41378,7341,5761,60,50,10,1520,0.177413118082073
"Davis",2020-12-18,"Davis",2429,585,424,15,14,1,146,0.24083985179086
"Decatur",2020-12-18,"Decatur",2596,388,291,3,3,0,94,0.149460708782743
"Delaware",2020-12-18,"Delaware",6355,1565,1307,27,26,1,231,0.246262785208497
"Des Moines",2020-12-18,"Des Moines",16727,3323,2585,29,26,3,709,0.198660847731213
"Dickinson",2020-12-18,"Dickinson",8324,1611,1223,13,11,2,375,0.193536761172513
"Dubuque",2020-12-18,"Dubuque",46453,10148,8446,129,122,7,1573,0.218457365509224
"Emmet",2020-12-18,"Emmet",3924,900,687,23,22,1,190,0.229357798165138
"Fayette",2020-12-18,"Fayette",7030,1211,917,14,13,1,280,0.17226173541963
"Floyd",2020-12-18,"Floyd",6106,1219,874,28,20,8,317,0.199639698657059
"Franklin",2020-12-18,"Franklin",3973,827,647,17,16,1,163,0.208155046564309
"Fremont",2020-12-18,"Fremont",2112,433,346,5,3,2,82,0.205018939393939
"Greene",2020-12-18,"Greene",3366,603,461,6,6,0,136,0.179144385026738
"Grundy",2020-12-18,"Grundy",4443,973,757,14,12,2,202,0.218996173756471
"Guthrie",2020-12-18,"Guthrie",4420,867,663,22,17,5,182,0.196153846153846
"Hamilton",2020-12-18,"Hamilton",5922,1353,940,21,21,0,392,0.228470111448835
"Hancock",2020-12-18,"Hancock",4609,1068,755,22,18,4,291,0.231720546756346
"Hardin",2020-12-18,"Hardin",6572,1355,1014,22,20,2,319,0.206177723676202
"Harrison",2020-12-18,"Harrison",5114,1297,970,50,47,3,277,0.253617520531873
"Henry",2020-12-18,"Henry",8845,2364,1733,20,20,0,611,0.267269643866591
"Howard",2020-12-18,"Howard",3369,645,459,15,11,4,171,0.191451469278718
"Humboldt",2020-12-18,"Humboldt",3779,888,665,17,14,3,206,0.234982799682456
"Ida",2020-12-18,"Ida",2539,649,417,19,18,1,213,0.255612445844821
"Iowa",2020-12-18,"Iowa",6374,1079,822,19,19,0,238,0.169281455914653
"Jackson",2020-12-18,"Jackson",7024,1697,1363,25,24,1,309,0.241600227790433
"Jasper",2020-12-18,"Jasper",13802,2617,1962,50,48,2,605,0.189610201420084
"Jefferson",2020-12-18,"Jefferson",5742,870,592,18,17,1,260,0.151515151515152
"Johnson",2020-12-18,"Johnson",62291,10476,8700,45,41,4,1731,0.168178388531249
"Jones",2020-12-18,"Jones",7979,2502,2153,35,34,1,314,0.313573129464845
"Keokuk",2020-12-18,"Keokuk",3198,743,503,18,18,0,222,0.232332707942464
"Kossuth",2020-12-18,"Kossuth",6062,1410,888,24,23,1,498,0.232596502804355
"Lee",2020-12-18,"Lee",12299,2645,1835,23,19,4,787,0.215058134807708
"Linn",2020-12-18,"Linn",91666,15685,12643,228,215,13,2814,0.171110335347893
"Louisa",2020-12-18,"Louisa",4323,983,762,23,19,4,198,0.227388387693731
"Lucas",2020-12-18,"Lucas",2804,441,294,6,6,0,141,0.157275320970043
"Lyon",2020-12-18,"Lyon",3602,1176,907,21,19,2,248,0.326485285952249
"Madison",2020-12-18,"Madison",5642,854,620,8,7,1,226,0.15136476426799
"Mahaska",2020-12-18,"Mahaska",8007,1515,1131,32,30,2,352,0.189209441738479
"Marion",2020-12-18,"Marion",11794,2413,1834,34,29,5,545,0.204595557062913
"Marshall",2020-12-18,"Marshall",16327,3813,3175,53,50,3,585,0.233539535738348
"Mills",2020-12-18,"Mills",6367,1223,960,12,12,0,251,0.192084184074132
"Mitchell",2020-12-18,"Mitchell",4374,927,690,20,20,0,217,0.211934156378601
"Monona",2020-12-18,"Monona",2951,515,374,13,12,1,128,0.174517112843104
"Monroe",2020-12-18,"Monroe",2400,533,394,16,15,1,123,0.222083333333333
"Montgomery",2020-12-18,"Montgomery",3319,658,402,13,12,1,243,0.19825248568846
"Muscatine",2020-12-18,"Muscatine",16642,3360,2547,69,63,6,744,0.201898810239154
"O'Brien",2020-12-18,"O'Brien",5294,1491,1168,48,44,4,275,0.281639591990933
"Osceola",2020-12-18,"Osceola",1964,598,480,5,5,0,113,0.304480651731161
"Page",2020-12-18,"Page",4915,1307,1125,11,11,0,171,0.265920651068159
"Palo Alto",2020-12-18,"Palo Alto",3619,772,581,2,2,0,189,0.21331859629732
"Pending Investigation",2020-12-18,"Pending Investigation",8819,466,400,0,0,0,66,0.0528404581018256
"Plymouth",2020-12-18,"Plymouth",10839,3178,2516,44,38,6,618,0.293200479749054
"Pocahontas",2020-12-18,"Pocahontas",2888,662,493,6,6,0,163,0.229224376731302
"Polk",2020-12-18,"Polk",210715,38518,30155,385,349,36,7978,0.18279666848587
"Pottawattamie",2020-12-18,"Pottawattamie",37864,7641,5601,83,76,7,1957,0.201801183181914
"Poweshiek",2020-12-18,"Poweshiek",6602,1123,901,21,20,1,201,0.17009996970615
"Ringgold",2020-12-18,"Ringgold",1864,333,164,6,6,0,163,0.178648068669528
"Sac",2020-12-18,"Sac",4305,987,732,10,10,0,245,0.229268292682927
"Scott",2020-12-18,"Scott",67108,13197,9855,128,121,7,3214,0.196653156106574
"Shelby",2020-12-18,"Shelby",4095,879,682,23,23,0,174,0.214652014652015
"Sioux",2020-12-18,"Sioux",12800,4138,3486,40,39,1,612,0.32328125
"Story",2020-12-18,"Story",44121,7568,6105,24,22,2,1439,0.171528297182747
"Tama",2020-12-18,"Tama",6723,1663,1400,55,53,2,208,0.247359809608806
"Taylor",2020-12-18,"Taylor",2044,508,417,8,7,1,83,0.24853228962818
"Union",2020-12-18,"Union",5358,966,653,13,13,0,300,0.180291153415454
"Van Buren",2020-12-18,"Van Buren",2116,425,333,11,10,1,81,0.200850661625709
"Wapello",2020-12-18,"Wapello",13050,2905,2271,89,87,2,545,0.222605363984674
"Warren",2020-12-18,"Warren",21249,3403,2464,26,24,2,913,0.160148712880606
"Washington",2020-12-18,"Washington",9089,1690,1207,26,25,1,457,0.185939047199912
"Wayne",2020-12-18,"Wayne",1741,340,268,21,17,4,51,0.195290063182079
"Webster",2020-12-18,"Webster",17929,4159,3193,53,47,6,913,0.231970550504769
"Winnebago",2020-12-18,"Winnebago",4836,1054,827,27,22,5,200,0.217948717948718
"Winneshiek",2020-12-18,"Winneshiek",7546,1253,848,16,14,2,389,0.166048237476809
"Woodbury",2020-12-18,"Woodbury",47910,11629,9717,153,144,9,1759,0.242725944479232
"Worth",2020-12-18,"Worth",2820,456,321,2,2,0,133,0.161702127659574
"Wright",2020-12-18,"Wright",6579,1443,1117,13,11,2,313,0.219334245326037
"Total",2020-12-18,"Totals",1300462,262210,204840,3450,3168,282,53920,0.201628344388379
