"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2429","364","149","5","210","0.14985590778098",2020-11-18
"Adams","Adams","1041","142","69","1","72","0.13640730067243",2020-11-18
"Allamakee","Allamakee","3978","652","342","9","301","0.163901458019105",2020-11-18
"Appanoose","Appanoose","3955","647","220","4","423","0.163590391908976",2020-11-18
"Audubon","Audubon","1705","269","135","1","133","0.157771260997067",2020-11-18
"Benton","Benton","8674","1427","541","12","874","0.164514641457228",2020-11-18
"Black Hawk","Black Hawk","48610","9523","5252","122","4149","0.195906192141535",2020-11-18
"Boone","Boone","8651","1137","680","10","447","0.131429892497977",2020-11-18
"Bremer","Bremer","7965","1594","630","12","952","0.200125549278092",2020-11-18
"Buchanan","Buchanan","6428","972","415","7","550","0.151213441194773",2020-11-18
"Buena Vista","Buena Vista","11251","2786","2214","13","559","0.247622433561461",2020-11-18
"Butler","Butler","4741","809","441","3","365","0.170639105673908",2020-11-18
"Calhoun","Calhoun","3957","914","348","6","560","0.230983067980794",2020-11-18
"Carroll","Carroll","8172","1778","1053","14","711","0.217572197748409",2020-11-18
"Cass","Cass","4163","670","443","17","210","0.160941628633197",2020-11-18
"Cedar","Cedar","6008","897","417","13","467","0.149300932090546",2020-11-18
"Cerro Gordo","Cerro Gordo","16323","2886","1261","35","1590","0.176805734240029",2020-11-18
"Cherokee","Cherokee","3910","673","382","4","287","0.172122762148338",2020-11-18
"Chickasaw","Chickasaw","3632","680","507","2","171","0.187224669603524",2020-11-18
"Clarke","Clarke","3083","437","321","4","112","0.141745053519299",2020-11-18
"Clay","Clay","5509","935","503","4","428","0.169722272644763",2020-11-18
"Clayton","Clayton","4656","893","400","4","489","0.191795532646048",2020-11-18
"Clinton","Clinton","14451","2737","1389","36","1312","0.189398657532351",2020-11-18
"Crawford","Crawford","6567","1630","1315","15","300","0.248210750723314",2020-11-18
"Dallas","Dallas","35780","5497","3300","54","2143","0.15363331470095",2020-11-18
"Davis","Davis","2004","375","162","4","209","0.187125748502994",2020-11-18
"Decatur","Decatur","2237","274","136","0","138","0.122485471613768",2020-11-18
"Delaware","Delaware","5562","1252","716","20","516","0.22509888529306",2020-11-18
"Des Moines","Des Moines","14288","2449","1295","15","1139","0.171402575587906",2020-11-18
"Dickinson","Dickinson","7114","1124","700","9","415","0.157998313185268",2020-11-18
"Dubuque","Dubuque","41351","8092","4853","86","3153","0.195690551619066",2020-11-18
"Emmet","Emmet","3291","640","394","23","223","0.194469766028563",2020-11-18
"Fayette","Fayette","5983","860","350","8","502","0.143740598362026",2020-11-18
"Floyd","Floyd","5281","811","476","12","323","0.153569399734899",2020-11-18
"Franklin","Franklin","3457","620","392","19","209","0.179346253977437",2020-11-18
"Fremont","Fremont","1824","317","189","2","126","0.173793859649123",2020-11-18
"Greene","Greene","2925","430","182","0","248","0.147008547008547",2020-11-18
"Grundy","Grundy","3911","703","285","7","411","0.179749424699565",2020-11-18
"Guthrie","Guthrie","3811","639","362","15","262","0.167672526895828",2020-11-18
"Hamilton","Hamilton","4993","846","500","6","340","0.169437212096936",2020-11-18
"Hancock","Hancock","3901","716","322","6","388","0.183542681363753",2020-11-18
"Hardin","Hardin","5609","943","445","10","488","0.168122660010697",2020-11-18
"Harrison","Harrison","4317","940","610","26","304","0.217743803567292",2020-11-18
