"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2608","433","228","8","197","0.166027607361963",2020-11-28
"Adams","Adams","1103","167","86","2","79","0.151405258386219",2020-11-28
"Allamakee","Allamakee","4245","792","419","11","362","0.186572438162544",2020-11-28
"Appanoose","Appanoose","4222","780","282","10","488","0.184746565608716",2020-11-28
"Audubon","Audubon","1802","295","192","2","101","0.163706992230855",2020-11-28
"Benton","Benton","9339","1684","715","18","951","0.180319091979869",2020-11-28
"Black Hawk","Black Hawk","51744","10813","6419","134","4260","0.208971088435374",2020-11-28
"Boone","Boone","9357","1351","795","11","545","0.144383883723416",2020-11-28
"Bremer","Bremer","8548","1928","816","12","1100","0.225549836218999",2020-11-28
"Buchanan","Buchanan","6887","1162","541","10","611","0.168723682299985",2020-11-28
"Buena Vista","Buena Vista","11728","3030","2346","14","670","0.258356070941337",2020-11-28
"Butler","Butler","5054","992","462","6","524","0.196280174119509",2020-11-28
"Calhoun","Calhoun","4201","1060","366","7","687","0.252320875981909",2020-11-28
"Carroll","Carroll","8632","1969","1242","22","705","0.228104726598703",2020-11-28
"Cass","Cass","4488","806","507","22","277","0.179590017825312",2020-11-28
"Cedar","Cedar","6472","1065","533","13","519","0.16455500618047",2020-11-28
"Cerro Gordo","Cerro Gordo","17599","3501","1611","44","1846","0.198931757486221",2020-11-28
"Cherokee","Cherokee","4187","824","448","4","372","0.19679961786482",2020-11-28
"Chickasaw","Chickasaw","3908","846","668","4","174","0.216479017400205",2020-11-28
"Clarke","Clarke","3248","478","366","4","108","0.147167487684729",2020-11-28
"Clay","Clay","5948","1150","590","4","556","0.193342299932751",2020-11-28
"Clayton","Clayton","5001","1091","566","5","520","0.218156368726255",2020-11-28
"Clinton","Clinton","15585","3236","1643","40","1553","0.207635547000321",2020-11-28
"Crawford","Crawford","6802","1743","1405","15","323","0.256248162305204",2020-11-28
"Dallas","Dallas","38292","6311","3726","57","2528","0.164812493471221",2020-11-28
"Davis","Davis","2207","456","217","8","231","0.206615314907114",2020-11-28
"Decatur","Decatur","2375","316","181","0","135","0.133052631578947",2020-11-28
"Delaware","Delaware","5914","1414","872","21","521","0.239093676022996",2020-11-28
"Des Moines","Des Moines","15391","2857","1627","19","1211","0.185627964394776",2020-11-28
"Dickinson","Dickinson","7614","1361","842","10","509","0.178749671657473",2020-11-28
"Dubuque","Dubuque","43859","9145","5797","91","3257","0.208509085934472",2020-11-28
"Emmet","Emmet","3505","749","450","24","275","0.213694721825963",2020-11-28
"Fayette","Fayette","6493","1025","455","10","560","0.157862313260434",2020-11-28
"Floyd","Floyd","5689","1039","484","16","539","0.182633151696256",2020-11-28
"Franklin","Franklin","3705","735","401","21","313","0.198380566801619",2020-11-28
"Fremont","Fremont","1935","356","226","3","127","0.183979328165375",2020-11-28
"Greene","Greene","3112","518","209","0","309","0.166452442159383",2020-11-28
"Grundy","Grundy","4168","849","374","11","464","0.203694817658349",2020-11-28
"Guthrie","Guthrie","4083","749","431","15","303","0.183443546411952",2020-11-28
"Hamilton","Hamilton","5417","1102","512","9","581","0.20343363485324",2020-11-28
"Hancock","Hancock","4214","857","410","7","440","0.203369719981016",2020-11-28
"Hardin","Hardin","6063","1146","550","10","586","0.189015338941118",2020-11-28
"Harrison","Harrison","4616","1067","720","29","318","0.231152512998267",2020-11-28
"Henry","Henry","7862","1818","1173","7","638","0.231238870516408",2020-11-28
"Howard","Howard","3093","548","275","9","264","0.177174264468154",2020-11-28
"Humboldt","Humboldt","3517","764","398","5","361","0.217230594256469",2020-11-28
"Ida","Ida","2279","481","239","13","229","0.21105748135147",2020-11-28
"Iowa","Iowa","5960","938","469","12","457","0.15738255033557",2020-11-28
"Jackson","Jackson","6432","1432","785","13","634","0.222636815920398",2020-11-28
"Jasper","Jasper","12386","2164","1298","43","823","0.174713386081059",2020-11-28
"Jefferson","Jefferson","5263","707","283","2","422","0.134334030020901",2020-11-28
"Johnson","Johnson","58143","9442","6181","36","3225","0.162392721393805",2020-11-28
"Jones","Jones","7529","2286","592","13","1681","0.303625979545756",2020-11-28
"Keokuk","Keokuk","2889","581","212","7","362","0.201107649705781",2020-11-28
"Kossuth","Kossuth","5528","1051","513","6","532","0.190123010130246",2020-11-28
"Lee","Lee","11204","2012","1090","16","906","0.179578721885041",2020-11-28
"Linn","Linn","85152","14052","6528","164","7360","0.165022547914318",2020-11-28
"Louisa","Louisa","4013","852","549","16","287","0.212309992524296",2020-11-28
"Lucas","Lucas","2511","322","211","6","105","0.128235762644365",2020-11-28
"Lyon","Lyon","3286","1018","591","8","419","0.309799147900183",2020-11-28
"Madison","Madison","5153","678","393","4","281","0.131573840481273",2020-11-28
"Mahaska","Mahaska","7329","1261","763","27","471","0.172056215036158",2020-11-28
"Marion","Marion","10728","2031","1157","19","855","0.189317673378076",2020-11-28
"Marshall","Marshall","15415","3464","2223","45","1196","0.224716185533571",2020-11-28
"Mills","Mills","5818","1035","476","7","552","0.177896184255758",2020-11-28
"Mitchell","Mitchell","4121","779","319","4","456","0.189031788400874",2020-11-28
"Monona","Monona","2706","429","276","2","151","0.158536585365854",2020-11-28
"Monroe","Monroe","2183","440","269","12","159","0.201557489693083",2020-11-28
"Montgomery","Montgomery","2942","454","208","11","235","0.154316791298436",2020-11-28
"Muscatine","Muscatine","15265","2836","1558","68","1210","0.185784474287586",2020-11-28
"O'Brien","O'Brien","4863","1273","801","30","442","0.261772568373432",2020-11-28
"Osceola","Osceola","1807","517","322","1","194","0.286109573879358",2020-11-28
"Page","Page","4545","1119","455","4","660","0.246204620462046",2020-11-28
"Palo Alto","Palo Alto","3336","648","353","4","291","0.194244604316547",2020-11-28
"Pending Investigation","Pending Investigation","8286","651","2","0","649","0.0785662563359884",2020-11-28
"Plymouth","Plymouth","9991","2731","1820","41","870","0.273346011410269",2020-11-28
"Pocahontas","Pocahontas","2699","557","260","2","295","0.206372730640978",2020-11-28
"Polk","Polk","195269","33248","20498","333","12417","0.170267682018139",2020-11-28
"Pottawattamie","Pottawattamie","34215","6221","3567","69","2585","0.181820838813386",2020-11-28
"Poweshiek","Poweshiek","6132","983","532","13","438","0.16030658838878",2020-11-28
"Ringgold","Ringgold","1707","208","103","2","103","0.121851200937317",2020-11-28
"Sac","Sac","4028","844","429","7","408","0.209533267130089",2020-11-28
"Scott","Scott","61590","11038","5285","84","5669","0.179217405422958",2020-11-28
"Shelby","Shelby","3705","761","440","11","310","0.205398110661269",2020-11-28
"Sioux","Sioux","11795","3672","2655","25","992","0.311318355235269",2020-11-28
"Story","Story","41398","6761","4238","21","2502","0.163317068457413",2020-11-28
"Tama","Tama","6343","1533","1009","40","484","0.24168374586158",2020-11-28
"Taylor","Taylor","1894","462","269","3","190","0.243928194297782",2020-11-28
"Union","Union","4946","764","301","6","457","0.154468257177517",2020-11-28
"Van Buren","Van Buren","1936","354","206","5","143","0.182851239669421",2020-11-28
"Wapello","Wapello","11875","2535","1600","71","864","0.213473684210526",2020-11-28
"Warren","Warren","19581","2770","1422","11","1337","0.141463663755682",2020-11-28
"Washington","Washington","8369","1386","732","14","640","0.165611184131915",2020-11-28
"Wayne","Wayne","1624","295","156","7","132","0.181650246305419",2020-11-28
"Webster","Webster","16810","3574","2043","33","1498","0.212611540749554",2020-11-28
"Winnebago","Winnebago","4542","916","521","23","372","0.201673271686482",2020-11-28
"Winneshiek","Winneshiek","6841","958","550","12","396","0.140038006139453",2020-11-28
"Woodbury","Woodbury","44598","10297","7704","124","2469","0.230884793040047",2020-11-28
"Worth","Worth","2598","355","161","0","194","0.136643571978445",2020-11-28
"Wright","Wright","6116","1226","815","6","405","0.200457815565729",2020-11-28
"Total","Totals","1203506","225780","130008","2360","93412","0.187601889811933",2020-11-28
